blood_num,horse_name,sex_code,hair_color_code,keito_code,father_name,mother_name,bms_name,birthday,father_birth_year,mother_birth_year,bms_birth_year,owner_name,owner_code,breeder_name,birthplace,register_del_flag,data_date,father_code,bms_code
17102443,ララマジシエンヌ,2,04,00,パイロ,ライヴマジック,シャマーダル,20170303,2005,2008,2002,フジイ興産㈱,06,下屋敷牧場,新ひだか,0,20200106,1311,1108
17102887,ナムラマホーホ,1,03,00,カレンブラックヒル,ナムラケイオス,ケイムホーム,20170402,2009,2009,1999,奈村　睦弘氏,08,桑田　正己,浦河,0,20200106,1206,1503
14106072,ガウディウム,1,03,00,ハービンジャー,パーフェクトジョイ,ステイゴールド,20140423,2006,2003,1994,㈲キャロットファーム,02,ノーザンファーム,安平,0,20200106,1106,1206
15104132,ルリジオン,1,03,00,ロードカナロア,フェイドレスシーン,タニノギムレット,20150122,2008,2005,1999,㈱Ｇ１レーシング,06,社台コーポレーション白老ファーム,白老,0,20200106,1503,1207
14103577,メイショウテンシャ,1,07,00,ディープインパクト,メイショウベルーガ,フレンチデピュティ,20140416,2002,2005,1992,松本　好雄氏,09,三嶋牧場,浦河,0,20200106,1206,1103
12101801,レトロロック,1,03,00,ディープインパクト,サムワントゥラブ,シンボリクリスエス,20120322,2002,2005,1999,金子真人ホールディングス,05,日高大洋牧場,日高,0,20200106,1206,1207
15100227,イペルラーニオ,1,03,00,ディープインパクト,コスモチェーロ,フサイチペガサス,20150302,2002,2003,1997,㈲キャロットファーム,02,コスモヴューファーム,新冠,0,20200106,1206,1503
15104354,トラベリング,1,01,00,ゴールドアリュール,シークレットジプシー,シーオブシークレッツ,20150417,1999,2005,1995,㈱グリーンファーム,05,社台ファーム,千歳,0,20200106,1206,1108
14110089,ヒップホップスワン,2,01,06,ティズワンダフル,スペイトシーハート,スパイツタウン,20140414,2004,2009,1998,吉田　和子氏,04,Ｄｒ．　Ｈ．　Ｓｔｅｖｅ　Ｃｏｎｂｏｙ,米,0,20200106,2105,1503
17102925,ゴーゴーヘレンド,2,04,00,プリサイスエンド,ニシノヘレンド,オアシスドリーム,20170416,1997,2007,2000,上山　牧氏,,高昭牧場,浦河,0,20200111,1503,1106
17101827,ウェリナ,2,03,00,アーネストリー,ユースティティア,フジキセキ,20170326,2005,2008,1992,ノースヒルズ,08,ノースヒルズ,新冠,0,20200111,1207,1206
17105899,ケイティランボー,1,03,00,ワークフォース,アルーリングアイズ,ネオユニヴァース,20170515,2007,2011,2000,瀧本　和義氏,05,岡本　昌市,浦河,0,20200111,1503,1206
17104408,トーセンマックス,1,03,00,トーセンホマレボシ,トーセンバンビーナ,キングカメハメハ,20170228,2009,2012,2001,島川　隆哉氏,03,エスティファーム,日高,0,20200111,1206,1503
17109021,ルナランス,2,03,00,フェノーメノ,クルンプホルツ,シンボリクリスエス,20170223,2009,2005,1999,㈲前川企画,08,太田ファーム,青森,0,20200111,1206,1207
17104512,トランクイッロ,3,03,00,スピルバーグ,サンドグロース,ミスターグリーリー,20170409,2009,2010,1992,眞保榮　稔氏,,社台牧場,白老,0,20200111,1206,1503
17100854,ボールドベーカ,1,03,00,ベーカバド,チュウワビーナス,アグネスタキオン,20170328,2007,2009,1998,増田　陽一氏,09,豊洋牧場,日高,0,20200111,1106,1206
17101922,コスモイダマシネ,1,07,00,ゴールドシップ,ホクトグレイン,アグネスデジタル,20170306,2009,2006,1997,㈲ビッグレッドファーム,01,ビッグレッドファーム,新冠,0,20200111,1206,1503
17110015,ネイザンロード,1,03,06,ナサニエル,アリスアレイン,オアシスドリーム,20170423,2008,2007,2000,ゴドルフィン,01,Ｄｕｎｃｈｕｒｃｈ　Ｌｏｄｇｅ　Ｓｔｕｄ,英,0,20200111,1109,1106
17104979,レッドヴァレリー,1,01,00,オルフェーヴル,レジュールダムール,キングマンボ,20170518,2008,2007,1990,㈱東京ホースレーシング,05,社台ファーム,千歳,0,20200111,1206,1503
17110062,ファーストカム,2,04,06,キャメロット,アサワー,ダルシャーン,20170305,2009,2002,1981,㈲ビッグレッドファーム,01,Ｂａｒｒｏｎｓｔｏｗｎ　Ｓｔｕｄ,愛,0,20200111,1109,1309
15101449,ミッキーマンドリン,2,03,00,ロードカナロア,ミッキーオリーブ,クロフネ,20150227,2008,2007,1998,野田　みづき氏,08,白井牧場,日高,0,20200111,1503,1103
16102408,パリッシュブルー,2,01,05,ゴールドアリュール,カネトシパリッシュ,タピット,20160331,1999,2010,2001,大野　富生氏,05,高昭牧場,浦河,0,20200111,1206,1311
11103940,アグリッパーバイオ,1,04,00,チチカステナンゴ,ソングバード,ダンスインザダーク,20110120,1998,2004,1993,バイオ㈱,09,ノーザンファーム,安平,0,20200111,1308,1206
15102578,カレイドスコープ,2,03,00,エスポワールシチー,シンワクイーン,フサイチコンコルド,20150205,2005,2009,1993,㈲グランド牧場,01,本桐牧場,新ひだか,0,20200111,1206,1102
15100097,テンクウ,1,04,00,ヨハネスブルグ,ピサノドヌーヴ,アグネスタキオン,20150326,1999,2005,1998,井山　登氏,06,岩見牧場,新冠,0,20200111,1108,1206
17100115,エルヴィラブレイン,2,01,00,ダイワメジャー,ジョウノカーラ,ディラントーマス,20170420,2001,2009,2003,エンジェルレーシング㈱,05,ヴェルサイユファーム,日高,0,20200111,1206,1106
17109152,テイエムヨカロー,3,05,00,トランセンド,テイエムヨカドー,テイエムオペラオー,20170305,2006,2004,1996,竹園　正繼氏,10,テイエム牧場,鹿児島,0,20200111,1402,1109
17102886,スマートカーリー,2,04,00,エピファネイア,レティセントガール,フォーティナイナー,20170123,2010,2005,1985,大川　徹氏,07,桑田牧場,浦河,0,20200111,1207,1503
17102199,タマモツワモノ,1,03,00,ディープブリランテ,ヒトリムスメ,アフリート,20170311,2009,2003,1984,タマモ㈱,09,守矢牧場,新冠,0,20200111,1206,1503
17105544,ハーツクリスタル,1,03,00,ハーツクライ,ペンカナプリンセス,ピヴォタル,20170501,2001,2002,1993,㈲シルクレーシング,03,ノーザンファーム,安平,0,20200111,1206,1107
13104017,マーブルフレンテ,2,03,05,キンシャサノキセキ,アルフレンテ,スキャン,20130222,2003,2000,1988,下村　直氏,08,岡田牧場,新ひだか,0,20200111,1206,1503
15105511,リリーマイスター,1,04,05,マンハッタンカフェ,ホットフレイバー,タバスコキャット,20150222,1998,2004,1991,土井　孝夫氏,08,岡田牧場,新ひだか,0,20200111,1206,1108
15103979,メイケイゴールド,1,07,00,ステイゴールド,ヒカルカリーナ,メジロマックイーン,20150412,1994,1999,1987,名古屋競馬㈱,07,青藍牧場,登別,0,20200111,1206,2201
16104321,ミッドナイトラヴ,2,04,00,ロードカナロア,ミッドタウンレディ,ゼンノロブロイ,20160301,2008,2007,2000,㈲社台レースホース,01,追分ファーム,安平,0,20200111,1503,1206
17110093,クリムゾンブリッツ,1,03,06,ムハーラル,ワットドゥアイウォントザットフォー,コディアック,20170119,2012,2013,2001,㈱レッドマジック,,Ａｋｉｒａ　Ｋａｔａｙａｍａ,英,0,20200112,1106,1106
17109078,シンデレラサイズ,2,01,00,アンライバルド,マツリダシルヴィ,エルコンドルパサー,20170302,2006,2003,1995,佐藤　範夫氏,01,ワールドファーム,青森,0,20200112,1206,1503
17101809,バランスロック,1,01,00,ダイワメジャー,シャンパンルージュ,ファスリエフ,20170318,2001,2010,1997,ノースヒルズ,08,ノースヒルズ,新冠,0,20200112,1206,1107
17103935,タツシデン,2,04,00,ベーカバド,オリオンザブラック,サクラプレジデント,20170306,2007,2006,2000,鈴木　高幸氏,05,ニッコウファーム,新ひだか,0,20200112,1106,1206
17102131,デラベッピン,2,01,00,エスケンデレヤ,ネオシアリーズ,デュランダル,20170325,2007,2009,1999,大田　恭充氏,,村上　進治,新冠,0,20200112,1108,1206
17101580,スーシーホー,2,03,00,ヘニーヒューズ,リナミクドリーム,ルビアノ,20170406,2003,2002,1987,㈱門別牧場,05,武田　修一,新冠,0,20200112,1108,1503
17104564,セクシイライン,2,05,00,タニノギムレット,セクシイスイート,タヤスツヨシ,20170422,1999,2008,1992,平岡　茂樹氏,01,平岡牧場,むかわ,0,20200112,1207,1206
16106345,ギャップパワー,2,01,00,スターリングローズ,スナークエレガント,ダンスインザダーク,20160410,1997,2001,1993,小林　祐一氏,05,見上牧場,新ひだか,0,20200112,1503,1206
17100515,キタノファラオ,1,01,00,ジャスタウェイ,スイートエルドール,フレンチデピュティ,20170325,2009,2012,1992,北所　直人氏,01,シンボリ牧場,日高,0,20200112,1206,1103
16100291,ワークアンドリッチ,1,03,05,パイロ,マヤリッシュ,イーグルカフェ,20160325,2005,2008,1997,小林　祥晃氏,05,佐藤牧場,新冠,0,20200112,1311,1503
13105795,フォースリッチ,1,04,00,ワークフォース,ヴァイスハイト,アドマイヤベガ,20130413,2007,2004,1996,宇田　豊氏,05,ノーザンファーム,安平,0,20200112,1503,1206
13106095,ゴールデンブレイヴ,1,01,00,クロフネ,マチカネハナサソウ,スペシャルウィーク,20130209,1998,2001,1995,保坂　和孝氏,06,ノーザンファーム,安平,0,20200112,1103,1206
12105398,オウケンワールド,1,07,00,クロフネ,オウケンガール,マーベラスサンデー,20120610,1998,1999,1992,福井　明氏,09,辻　牧場,浦河,0,20200112,1103,1206
16109128,エリーバラード,2,04,00,アルデバラン２,デンコウブルー,キングカメハメハ,20160226,1998,2006,2001,谷川　正純氏,05,本田　土寿,熊本,0,20200112,1501,1503
17102663,ガダルカナルカナ,2,01,00,ゴールドシップ,ドゥザボサノバ,ガリレオ,20170314,2009,2008,1998,由井　健太郎氏,05,三石川上牧場,新ひだか,0,20200112,1206,1109
17101433,パラジウムリボン,2,03,00,アイルハヴアナザー,コスモプラチナ,ステイゴールド,20170306,2009,2003,1994,㈲コスモヴューファーム,03,コスモヴューファーム,新冠,0,20200112,1503,1206
17104279,ブルベアカンデラ,1,03,00,タイセイレジェンド,スカイヴァイパー,ステイゴールド,20170611,2007,2012,1994,ブルアンドベア,09,三石ファーム,新ひだか,0,20200112,1503,1206
17105377,ダノンオスカル,2,03,00,キングカメハメハ,ジンジャーミスト,バーナーディニ,20170304,2001,2010,2003,㈱ダノックス,06,ノーザンファーム,安平,0,20200112,1503,1311
16102434,ロードワンダー,3,05,00,キンシャサノキセキ,バグワイザー,キングマンボ,20160402,2003,1999,1990,㈱ロードホースクラブ,06,高昭牧場,浦河,0,20200112,1206,1503
15103142,ヨキニハカラエ,1,03,00,モンテロッソ,グランプリチェリー,キングカメハメハ,20150418,2007,2006,2001,㈱キャピタル・システム,09,谷川牧場,浦河,0,20200112,1503,1503
16103109,フィッツロイシチー,1,03,05,ナカヤマフェスタ,プリスティン,ゴーンウェスト,20160402,2006,1998,1984,㈱友駿ホースクラブ,05,下河辺牧場,日高,0,20200112,1206,1503
14104135,カカアコ,2,01,00,ゼンノロブロイ,ゴットザビート,フレンチデピュティ,20140404,2000,2002,1992,㈱ニッシンホールディングス,,チャンピオンズファーム,新ひだか,0,20200112,1206,1103
15106289,キクノウェスター,1,03,00,シニスターミニスター,シフォンベール,エルプラド,20150402,2003,2003,1989,菊池　五郎氏,07,矢野牧場,新ひだか,0,20200112,1311,1109
15101813,ヴィヴィアナガール,2,07,05,ゴールドアリュール,ユウアールシー,クロフネ,20150412,1999,2005,1998,㈲イクタ,07,長谷川　一男,日高,0,20200112,1206,1103
17100164,アマゾンクルーズ,1,04,00,キンシャサノキセキ,クルザダアメリカーナ,ネダウィ,20170401,2003,2004,1995,丸山　担氏,06,オリオンファーム,日高,0,20200113,1206,1312
17105965,デンタルウイッシュ,2,07,00,メイショウサムソン,ホウヨウターニング,メジロマックイーン,20170414,2003,2003,1987,安田　光則氏,10,木戸口牧場,浦河,0,20200113,1109,2201
17103894,キタノアゲイン,2,01,00,エスケンデレヤ,ハローアゲイン,アグネスタキオン,20170402,2007,2003,1998,北所　直人氏,01,友田牧場,新ひだか,0,20200113,1108,1206
17103524,ワイルドピット,1,01,00,オルフェーヴル,シガレット,シーザスターズ,20170313,2008,2012,2006,ＴＵＲＨ,06,今　牧場,新ひだか,0,20200113,1206,1106
17103604,コーリング,3,06,00,ベルシャザール,ムーンスケイプ,ダイワメジャー,20170402,2008,2010,2001,河村　祥史氏,02,静内坂本牧場,新ひだか,0,20200113,1503,1206
17110105,マイネルリベラル,1,03,06,コンスティチューション,フラッシーライド,キャンディライド,20170419,2011,2011,1999,㈱サラブレッドクラブ・ラフィアン,01,ＴＮＩＰ　ＬＬＣ,米,0,20200113,1311,1503
17104241,ラルジュトーン,2,01,00,マジェスティックウォリアー,ニーマルダイヤ,ゼンノロブロイ,20170416,2005,2010,2000,ディアレストクラブ㈱,02,ディアレストクラブ,浦河,0,20200113,1311,1206
17106457,マサガッキー,2,03,00,ディープスカイ,マイネトップレディ,ムタファーウエク,20170426,2005,2003,1996,山垣　政晴氏,,モトスファーム,浦河,0,20200113,1206,1207
16105689,シゲルジルコン,2,01,00,スズカコーズウェイ,ハエヌキ,サウスヴィグラス,20160526,2004,2005,1996,森中　蕃氏,09,グランド牧場,新ひだか,0,20200113,1108,1503
13103678,ヤマイチジャスティ,2,03,00,エンパイアメーカー,ペイドリン,プルピット,20130224,2000,2006,1994,菊地　祐司氏,03,信岡牧場,浦河,0,20200113,1503,1311
15103370,シゲノブ,1,04,00,ゼンノロブロイ,メイショウアルペン,ディキシーユニオン,20150505,2000,2004,1997,玉腰　勇吉氏,01,三嶋牧場,浦河,0,20200113,1206,1101
11101089,オペラハット,1,03,00,メイショウサムソン,ボウレジュ,ジャングルポケット,20110112,2003,2004,1998,小菅　定雄氏,06,高橋　啓,平取,0,20200113,1109,1307
16102602,オリオンパッチ,1,04,00,バンブーエール,ブラックカシミール,バブルガムフェロー,20160505,2003,2005,1993,陳　立文氏,05,バンブー牧場,浦河,0,20200113,1503,1206
14100409,ヘルディン,2,05,00,ロードアルティマ,モエレサンタマリア,ゴールドヘイロー,20140309,2000,2007,1997,金山　敏也,06,大作ステーブル,新冠,0,20200113,1503,1206
14105257,レイダー,1,03,00,ゴールドアリュール,エグジジェ,カポウティ,20140422,1999,1999,1984,石川　達絵氏,05,追分ファーム,安平,0,20200113,1206,1311
16103870,ヴィルトファン,2,04,00,サウスヴィグラス,ワイルドフェイス,ワイルドラッシュ,20160423,1996,2008,1994,㈱カナヤマホールディングス,09,赤石牧場,平取,0,20200113,1503,1402
14102022,スピーディクール,3,01,00,サウスヴィグラス,ローズアライヴァル,フジキセキ,20140414,1996,2002,1992,ライオンレースホース㈱,04,Ｓｈａｌｌ　Ｆａｒｍ,日高,0,20200113,1503,1206
14105277,タンタグローリア,2,03,00,ディープインパクト,タンタスエルテ,ステューカ,20140408,2002,2002,1990,㈱Ｇ１レーシング,06,社台コーポレーション白老ファーム,白老,0,20200113,1206,1503
17101080,ワイルドジャーニー,1,05,00,メイショウボーラー,アナコンダ,フサイチコンコルド,20170302,2001,2009,1993,玉井　宏和氏,09,川向高橋育成牧場,平取,0,20200113,1206,1102
17106080,モズタンポポ,2,04,00,グランプリボス,ボンベイダック,ディープインパクト,20170312,2008,2008,2002,㈱キャピタル・システム,09,惣田　英幸,浦河,0,20200113,1304,1206
17103695,レイズアフォレスト,1,03,00,スマートファルコン,リーフィーウッド,ホワイトマズル,20170423,2005,2002,1990,山上　和良氏,08,高橋フアーム,新ひだか,0,20200113,1206,1104
17105827,サマーソルト,3,01,00,シニスターミニスター,ワイエムサチ,タバスコキャット,20170421,2003,2002,1991,宮川　純造氏,03,浦河小林牧場,浦河,0,20200113,1311,1108
17101734,タガノクレオパトラ,2,04,00,キンシャサノキセキ,ビーグレイシャス,ミスターグリーリー,20170403,2003,2007,1992,八木　良司氏,08,新冠タガノファーム,新冠,0,20200113,1206,1503
17106750,ベルシャヴェール,2,03,00,ベルシャザール,ルトルヴェール,ステイゴールド,20170327,2008,2012,1994,西村　静子氏,01,川上牧場,新冠,0,20200113,1503,1206
12106071,ゲネラルプローベ,1,03,00,キンシャサノキセキ,ウルトラスキー,タマモクロス,20120410,2003,1996,1984,前田　葉子氏,08,福岡　光夫,浦河,0,20200113,1206,1302
13106140,シャインブライト,3,07,00,ジャングルポケット,ラルーチェ,クロフネ,20130412,1998,2006,1998,了徳寺健二ホールディングス㈱,,ノーザンファーム,安平,0,20200113,1307,1103
14104699,トウキョウコール,1,03,05,フリオーソ,タップダンス,ダンスインザダーク,20140403,2004,1998,1993,西村　新一郎氏,10,田原橋本牧場,新ひだか,0,20200113,1207,1206
17105630,ダイメイティアラ,2,03,00,ロードカナロア,レイナソフィア,スペシャルウィーク,20170422,2008,2006,1995,宮本　孝一氏,10,ノーザンファーム,安平,0,20200113,1503,1206
17103756,ラブミーレディー,2,04,00,コパノリチャード,ラブミーチャン,サウスヴィグラス,20170304,2010,2007,1996,小林　祥晃氏,05,谷岡牧場,新ひだか,0,20200113,1206,1503
15103779,ベー,1,01,05,タイキシャトル,スターリーベイ,キングカメハメハ,20150515,1994,2008,2001,北山　敏隆氏,08,ヒダカフアーム,浦河,0,20200113,1206,1503
16100979,リネンリボン,2,03,00,キンシャサノキセキ,ヴィアレッタ,ピヴォタル,20160225,2003,2011,1993,戸山　光男氏,08,芳住　鉄兵,新冠,0,20200113,1206,1107
14103010,ヴァリーゲイト,1,01,00,トビーズコーナー,ケイアイミサイル,スペシャルウィーク,20140430,2008,2003,1995,村上　稔氏,08,浦河育成牧場,浦河,0,20200113,1106,1206
14105266,ノヴァルーナ,2,03,05,ルーラーシップ,サルヴァドール,サンデーサイレンス,20140513,2007,2001,1986,林　正道氏,06,社台コーポレーション白老ファーム,白老,0,20200113,1503,1206
14105837,レイズアベール,2,03,00,ハーツクライ,ヴェイルオブアヴァロン,サンダーガルチ,20140406,2001,1997,1992,㈲サンデーレーシング,06,ノーザンファーム,安平,0,20200113,1206,1503
13103727,ウインクルサルーテ,2,03,00,ハービンジャー,パッショナルダンス,サンデーサイレンス,20130307,2006,2002,1986,㈱有能,08,丸幸小林牧場,浦河,0,20200113,1106,1206
11105350,トラキチシャチョウ,1,03,00,マヤノトップガン,タイキプレリュード,コジーン,20110518,1992,1998,1980,ミキハウスＨＫサービス,09,村上　欽哉,新冠,0,20200113,1207,1308
14105960,オールポッシブル,2,03,00,ダイワメジャー,シーズインポッシブル,ヤンキーヴィクター,20140406,2001,2004,1996,㈱Ｇ１レーシング,06,ノーザンファーム,安平,0,20200113,1206,1206
14105643,バリオラージュ,1,03,00,ディープインパクト,ファーストバイオリン,ディキシーランドバンド,20140411,2002,1998,1980,㈲社台レースホース,01,社台ファーム,千歳,0,20200113,1206,1101
16102569,タケルライジング,1,02,00,ゴールドアリュール,ヒシタイトル,キングカメハメハ,20160210,1999,2009,2001,森　保彦氏,05,中村　雅明,浦河,0,20200113,1206,1503
17104437,リバティマインド,1,01,00,グラスワンダー,マッシュレイヤー,ジャングルポケット,20170321,1995,2006,1998,島川　隆哉氏,03,エスティファーム,日高,0,20200118,1207,1307
17104091,エクスムーア,2,03,00,ダンカーク,エアデヴォン,アグネスタキオン,20170310,2006,2004,1998,北所　直人氏,01,藤原牧場,新ひだか,0,20200118,1503,1206
17101680,クリノピチカート,1,03,00,カジノドライヴ,シルクヴェルサイユ,スペシャルウィーク,20170327,2005,2008,1995,栗本　博晴氏,09,中本牧場,新冠,0,20200118,1311,1206
17104707,デルマジルコン,2,03,00,ハービンジャー,オルトリンデ,ダンスインザダーク,20170304,2006,2006,1993,浅沼　廣幸氏,01,社台ファーム,千歳,0,20200118,1106,1206
17100419,シュペルブルート,1,03,00,ジャスタウェイ,プレシャスライン,キングカメハメハ,20170329,2009,2008,2001,㈱ＹＧＧホースクラブ,,下河辺牧場,日高,0,20200118,1206,1503
17101164,ピサチョウサン,2,04,00,ヴィクトワールピサ,カンタオーラ,バリンガリー,20170415,2007,2010,1999,㈱チョウサン,05,坂東牧場,平取,0,20200118,1206,1109
17100276,サンペンドルトン,1,03,00,スピルバーグ,シナル,キングカメハメハ,20170421,2009,2008,2001,㈱加藤ステーブル,03,ケイズ,日高,0,20200118,1206,1503
