mother,total_offspring,total_races,win_rate,top3_rate,avg_finish,best_class,shinba_win_rate
リリカルホイッスル,3,30,0.0,0.1,8.7667,7,0.0
チャメ,5,30,0.0667,0.1333,11.0,7,0.0
オーバルカット,7,30,0.0,0.0,10.9333,7,0.0
メガクライト,4,30,0.0667,0.2,7.1,7,0.3333
レディアップステージ,3,30,0.1667,0.2,7.9667,7,1.0
ヴィブロス,4,30,0.2333,0.5,4.5333,7,0.25
キングアンドクイン,4,30,0.1,0.3667,6.5,7,0.0
プラチナキャスト,4,30,0.0,0.1333,8.9667,7,0.0
セイシンアスリート,3,30,0.0333,0.0667,8.8,7,0.0
マヤノプレム,5,30,0.0,0.0667,10.9667,7,0.0
パレストウショウ,2,30,0.0333,0.1,7.5333,7,0.0
アンドロメダ,2,30,0.0667,0.2333,6.1333,7,0.0
メジロボンベイ,3,30,0.0667,0.1667,8.3667,7,0.0
ジプシー,3,30,0.1333,0.2333,7.5333,7,0.0
アンシェリゼ,3,30,0.1,0.3,6.8,7,0.0
ツーオブアス,3,30,0.0333,0.2333,6.9333,7,0.0
ブラックカシミール,4,30,0.1,0.3667,6.9333,7,0.0
シンセツ,6,30,0.0,0.1,9.0333,7,0.0
オーレリアズベル,2,30,0.1,0.3667,6.0333,7,0.0
メイプルプラウド,4,30,0.0667,0.2667,7.3,7,0.0
シンフォニーライツ,4,30,0.0333,0.1667,8.6667,7,0.0
エメラルハヤブサ,4,30,0.0667,0.1333,10.0,7,0.2
フクウマ,1,30,0.0667,0.1667,6.4667,7,0.0
サンデージョウ,5,30,0.1,0.1667,8.4,7,0.0
コマケン,1,30,0.0333,0.2667,6.4333,7,0.0
チカアレグレ,3,30,0.1,0.2333,8.0667,7,0.3333
Crescent Moon,1,30,0.1333,0.2667,8.5333,15,1.0
リトルハーモニー,2,30,0.0333,0.3,5.7,7,0.0
メイドインリオ,4,30,0.0667,0.1667,8.3,7,0.0
ウインシップ,2,30,0.0333,0.2333,6.5667,7,0.5
シロキタガデス,3,30,0.0333,0.3,7.8667,7,0.0
シロキタカーニバル,5,30,0.0333,0.1,9.0333,7,0.0
タヒチアンメモリ,3,30,0.1,0.1667,7.1333,7,0.0
ギンザフェアレディ,4,30,0.0,0.0667,7.1667,7,0.0
ノボプレシャス,4,30,0.1,0.2,9.1667,7,0.0
ピュアアモーレ,2,30,0.1,0.3333,5.6,7,0.0
ワンメイク,5,30,0.0333,0.0667,11.0333,7,0.0
ワンダーレディアンエル,3,30,0.1,0.2333,7.5333,7,1.0
サンタテレジータ,2,30,0.1333,0.3333,6.3333,7,0.5
マイスウィートベイビー,7,30,0.0,0.1333,8.6,7,0.0
リヴィエール,3,30,0.1333,0.3,6.3333,7,0.5
モーニングムーン,6,30,0.0,0.0333,9.9667,7,0.0
イミラカチャ,2,30,0.0,0.1,6.7667,7,0.0
アエノアビリティー,2,30,0.0333,0.1333,8.2333,7,0.0
ウインクルディール,4,30,0.0333,0.0667,10.8,7,0.0
アガペー,4,30,0.0,0.0333,8.7333,7,0.0
シルクマイホーム,4,30,0.0333,0.1,10.5667,7,0.3333
レディベローナ,4,30,0.1,0.2,6.4667,7,0.0
メチャコルタ,5,30,0.1667,0.5,4.6,7,0.4
スタートアップ,3,30,0.2333,0.5,5.2,7,0.5
エピファレーヌ,2,30,0.0667,0.3333,6.1667,7,0.0
タイキミステリー,1,30,0.0,0.2667,6.4,7,0.0
デアリングバード,4,30,0.2,0.3667,5.3667,7,0.3333
オジャッタモンセ,5,30,0.0,0.1,9.9667,7,0.0
メイショウボーテ,3,30,0.0333,0.1667,8.5,7,0.0
グランプリチェリー,5,30,0.0333,0.1333,8.8333,7,0.0
アイノブリーズ,2,30,0.1,0.1667,6.6667,7,0.0
アジェンダ,5,30,0.0333,0.0333,10.9,7,0.0
ラブミーナンシー,3,30,0.1,0.2333,7.8667,7,0.3333
アンブライドルドブリーズ,3,30,0.0667,0.1,8.9,7,0.5
ファッションプレート,4,30,0.1,0.3333,5.4667,7,0.0
ゴールドオアシス,3,30,0.1,0.1667,8.1667,7,0.0
グランドサッチャー,5,30,0.0,0.0333,8.9,7,0.0
テラノイロハ,4,30,0.0667,0.1333,10.1667,7,0.0
ワニタレスタリ,5,30,0.0,0.0667,9.3667,7,0.0
Divalarious,1,30,0.1333,0.4,5.6333,7,0.0
ウインヴァネッサ,4,30,0.0333,0.1333,7.7333,7,0.0
シルクシャンゼリゼ,6,30,0.0,0.0333,10.1333,7,0.0
ルナレディ,7,30,0.0,0.0333,11.3333,7,0.0
サンキュウガール,5,30,0.0333,0.1333,8.6333,7,0.0
ハートアイリス,3,30,0.0667,0.4,5.7,7,0.0
エラクレーア,3,30,0.0667,0.2333,7.2667,7,0.5
キュリオスティー,4,30,0.0667,0.2333,7.9667,7,0.0
ヤマカツサファイヤ,4,30,0.0333,0.1333,8.1,7,0.25
マコトブリジャール,4,30,0.1333,0.3333,7.7,7,0.0
ライサ,3,30,0.0,0.2,6.8,7,0.0
ウェスタリーズ,3,30,0.0667,0.2333,7.5333,7,0.0
テイケイラピッド,4,30,0.1,0.2667,7.3333,7,0.0
リサプシュケ,4,30,0.1333,0.2333,6.8667,7,0.25
リキマドレード,2,30,0.0333,0.2333,7.1,7,0.0
スマートアリシア,3,30,0.0667,0.1667,8.5667,7,0.0
テルメディカラカラ,2,30,0.1,0.3333,5.5667,7,0.0
ジョルジーナ,4,30,0.0,0.0667,8.8667,7,0.0
ミヤジマッドレー,3,30,0.1,0.2667,7.1667,7,0.0
キャリーウェーブ,6,30,0.0,0.1,9.8667,7,0.0
フローネ,4,30,0.0333,0.2,7.0333,7,0.0
ゼロカラノキセキ,4,30,0.0667,0.1667,7.2667,7,0.0
ラリマー,2,30,0.0667,0.2,6.6667,7,0.0
ロージーミスト,5,30,0.0333,0.1333,8.8333,7,0.0
トーセンオマージュ,5,30,0.0333,0.1333,8.6667,7,0.0
メイショウツバクロ,5,30,0.1667,0.3,7.2333,7,0.0
ショウナンハピネス,3,30,0.0333,0.1667,9.4,7,0.0
パワーオブラブ,4,30,0.0333,0.0667,10.4333,7,0.0
サウンドザビーチ,4,30,0.1667,0.2667,8.1,7,0.0
ディスカバリングビューティー,3,30,0.0333,0.1667,9.9667,7,0.0
フェイドレスシーン,2,30,0.0333,0.1,8.8667,7,0.0
ピンクキャンドル,3,30,0.0,0.1,9.7667,7,0.0
アイスパステル,4,30,0.1333,0.3333,6.2667,7,0.0
ミヤギバスター,5,30,0.1,0.2,10.0333,7,0.0
キャットニップ,4,30,0.0667,0.1333,10.8333,7,0.0
Waveband,1,30,0.0667,0.2667,6.2333,7,0.0
トーホウメドゥーサ,3,30,0.0667,0.3,6.7,7,0.0
スターリットラヴ,5,30,0.0333,0.0667,9.5667,7,0.0
ハニーローズ,5,30,0.0333,0.2,8.4,7,0.0
ドリームスキーム,6,30,0.0333,0.2,7.7333,7,0.0
クーファゲルニカ,5,30,0.0333,0.1667,8.9333,7,0.0
レディヴァルール,5,30,0.0667,0.2,7.6667,7,0.0
マイヴィヴィアン,5,30,0.0,0.0333,10.9333,7,0.0
サクセスマリ,4,30,0.0333,0.0667,8.2333,7,0.0
クロチェーラ,5,30,0.0333,0.1333,9.0333,7,0.0
ミコノキセキ,2,30,0.0,0.1667,7.4667,7,0.0
トップモデル,4,30,0.0333,0.2333,7.3,7,0.0
My Anguilla,1,30,0.0667,0.3,7.0667,7,0.0
ディアン,4,30,0.0,0.0667,10.1333,7,0.0
ディアレストトリックスキ,6,30,0.1,0.4333,6.3667,7,0.0
ビーチフェスタ,3,30,0.1333,0.2667,7.4333,7,0.0
トーホークイーン,4,30,0.0,0.1,8.4333,7,0.0
シゲルデリシャス,6,30,0.0,0.0667,10.2,7,0.0
クィーンマーメイド,1,30,0.1,0.3333,6.3333,7,0.0
シャークブロード,4,30,0.1,0.2,6.4,7,0.0
ユーワオトメ,1,30,0.0333,0.1667,7.1333,7,0.0
スプリングネヴァー,4,30,0.0667,0.2,9.5,7,0.0
ルアンジュ,4,30,0.1667,0.3667,6.9,7,0.5
Miss Fear Factor,3,30,0.1,0.1333,8.2667,7,0.0
ミスティックソウル,2,30,0.0667,0.1667,7.2667,7,0.5
ランドローリエ,2,30,0.0,0.3333,7.3333,7,0.0
ブッシュファイヤー,3,30,0.0333,0.1667,7.6667,7,0.0
ダンツサクラ,1,30,0.0333,0.1,7.7,23,0.0
ブライスキャニオン,3,30,0.0333,0.2333,7.0,7,0.0
シャプレドサクレ,2,30,0.2,0.5333,5.3667,7,0.0
ダンシングラグズ,3,30,0.1,0.3,6.3667,7,0.0
ブルーピアス,5,30,0.0667,0.2,8.6333,7,0.2
キャスケードブーケ,6,30,0.0,0.0667,9.7667,7,0.0
キャタラクト,4,30,0.0,0.0333,9.1333,7,0.0
アリエルビコー,2,30,0.0333,0.3,7.0333,7,0.0
Ghostly Darkness,1,30,0.1,0.1667,9.2333,7,1.0
イソノヴィーナス,4,30,0.0333,0.0333,9.8333,7,0.0
ソングオブサイレンス,3,30,0.1333,0.5,5.8667,7,0.0
エンドレスウェルズ,3,30,0.0333,0.2,9.4667,7,0.0
スイートフィズ,4,30,0.0667,0.2,8.3667,7,0.5
ボルティモア,3,30,0.0667,0.2333,8.1667,7,0.0
フーラブライド,5,30,0.0,0.1333,8.7,7,0.0
ノボキャビア,4,30,0.0333,0.0667,8.7333,7,0.25
スノーボードロマン,4,30,0.0667,0.2,9.5667,7,0.25
ヒシマンハッタン,1,30,0.0333,0.1,7.3,7,0.0
レッドイオ,3,30,0.0333,0.1667,9.5333,7,0.0
スイートミルド,2,30,0.0667,0.1,7.8,7,0.0
トーホウハヤカゼ,2,30,0.0333,0.3,7.4667,7,0.0
クラールハイト,5,30,0.0,0.0667,8.0,7,0.0
クラヴェジーナ,3,30,0.1,0.3,7.8333,7,0.3333
リアリーラヴユー,6,30,0.0,0.0333,10.3,7,0.0
リンガフランカ,3,30,0.0667,0.2,7.2667,7,0.0
リンガスマドンナ,1,30,0.0333,0.2,5.9,7,0.0
ラッシュラッシーズ,2,30,0.0667,0.4333,5.2333,7,0.0
ミスミーチャン,4,30,0.1333,0.3667,5.2667,7,0.0
トーセンレディ,3,30,0.0333,0.2667,6.3333,7,0.0
ファーマベリー,1,30,0.0333,0.1333,8.3333,7,0.0
キセキノメガミ,3,30,0.0333,0.1333,9.4667,7,0.0
Sarie Marais,1,30,0.0667,0.3,5.6667,7,0.0
サブトゥエンティ,5,30,0.0667,0.3,7.9333,7,0.0
スウィープイン,1,30,0.1,0.4,6.1333,15,1.0
モリトヴィーナス,2,30,0.0,0.0667,8.8333,7,0.0
モンスーンウェディング,2,30,0.1,0.3,6.2667,7,0.0
クライインシンパシ,4,30,0.0333,0.1333,8.5667,7,0.0
エクシードワン,2,30,0.0333,0.1333,8.9667,7,0.0
ヤマニンプチガトー,4,30,0.1,0.3333,6.0,7,0.0
アステリックス,3,30,0.1667,0.5,5.9667,7,1.0
オースミコスモ,6,30,0.0333,0.1333,9.2,7,0.0
オースノムスメ,1,30,0.0667,0.2,7.7333,7,0.0
フラッパーウィング,5,30,0.0,0.0667,10.3,7,0.0
セレスフェアリー,4,30,0.0333,0.0333,8.2667,7,0.0
ラステラ,4,30,0.0,0.0,10.6667,7,0.0
インフレキシビリティ,2,30,0.1,0.1333,6.9333,7,0.5
インフィニータ,2,30,0.1667,0.4333,5.6,7,0.0
テイエムプリンセス,5,30,0.0333,0.2,7.1,7,0.0
ヒカルエガオ,5,29,0.0345,0.069,9.5517,7,0.0
アメリオラシオン,3,29,0.1724,0.5172,3.8621,7,0.0
アールデコ,3,29,0.0,0.069,9.8966,7,0.0
オーベルゲイド,2,29,0.0,0.4483,5.5517,7,0.0
シティオブライト,3,29,0.069,0.3103,7.1034,7,0.0
バーリンスワン,6,29,0.1379,0.2414,8.2759,7,0.0
ヴルタヴァ,2,29,0.1034,0.3793,5.3103,7,0.0
Patineuse,1,29,0.069,0.3103,7.3448,15,1.0
ブラッシングプリンセス,2,29,0.1379,0.3793,5.9655,23,0.0
オープンシャッセ,3,29,0.069,0.2069,8.0,7,0.0
デイジーギャル,3,29,0.069,0.2069,7.4828,7,0.0
フィールドサンデー,2,29,0.1724,0.3793,6.3448,7,0.0
ゲイルプリムラ,2,29,0.069,0.3103,7.8966,7,0.5
コパノタイマネ,2,29,0.1034,0.3103,7.069,7,0.0
トレグラツィエ,2,29,0.1034,0.2414,7.1724,7,0.0
タニノミラージュ,4,29,0.0,0.2069,9.1379,7,0.0
マックスイマージュ,5,29,0.0,0.0345,9.2759,7,0.0
ワンダーテルヌーラ,4,29,0.1034,0.2414,7.3448,7,0.0
オレンジキュラソー,1,29,0.069,0.2759,5.5517,7,0.0
レディジョアン,5,29,0.069,0.2069,7.5172,7,0.0
ケンジントン2,3,29,0.1034,0.2069,7.0,7,0.0
クツワホームラン,5,29,0.0,0.0345,8.5517,7,0.0
ワイルドフェイス,5,29,0.1034,0.2414,7.0,7,0.0
レインオアシャイン,4,29,0.069,0.1724,8.5517,7,0.0
リトルイライザ,4,29,0.0,0.069,8.8276,7,0.0
チャツミムスメ,4,29,0.0,0.0345,9.8276,7,0.0
シーギリアレディー,5,29,0.0345,0.2069,7.1034,7,0.0
シーオーク,3,29,0.069,0.1724,7.2069,7,0.0
アズマタイガー,5,29,0.0345,0.1379,8.8966,7,0.0
ヴィスビー,3,29,0.0345,0.1034,7.2069,7,0.0
ハナムケ,1,29,0.069,0.2414,6.6207,23,0.0
ファーストナイト,4,29,0.1034,0.2069,7.0,7,0.0
レオコマチ,4,29,0.0,0.0345,11.1379,7,0.0
キョウワプラチナ,3,29,0.069,0.3448,7.7241,7,0.0
レーヌドブリエ,4,29,0.069,0.2759,5.7931,7,0.0
ダッシャーレーヌ,3,29,0.0345,0.3103,6.8966,7,0.0
アメリカーナ,6,29,0.0345,0.1034,9.3103,7,0.0
アンジェロ,3,29,0.0345,0.1379,9.5172,7,0.0
ヒビキウィン,3,29,0.1034,0.2759,7.3448,7,0.0
シバノコトエ,2,29,0.069,0.1379,9.6552,7,0.0
ツーソックス,5,29,0.0,0.069,10.4138,7,0.0
マチカネヒザクラ,3,29,0.0345,0.0345,10.7586,7,0.0
コリンシアン,2,29,0.069,0.4828,5.7586,7,0.0
タツルビー,1,29,0.1379,0.5172,5.4828,7,0.0
シンハライト,3,29,0.2069,0.4828,5.2759,7,0.6667
ロイヤルインパクト,5,29,0.0,0.0345,8.6552,7,0.0
ケイティバローズ,3,29,0.0345,0.1724,7.069,7,0.0
コルコバード,2,29,0.2759,0.4138,4.6207,7,0.0
オリエンタルリリー,4,29,0.0345,0.2069,7.1724,7,0.0
ペパーミントラヴ,6,29,0.0,0.069,9.1379,7,0.0
ナッシングバットドリームズ,4,29,0.2069,0.3793,5.5172,7,0.5
サマーファインデイ,4,29,0.0,0.1379,6.7586,7,0.0
エクソセット,2,29,0.0345,0.1034,6.931,23,0.0
エクセレントピーク,5,29,0.0,0.0,8.2414,7,0.0
ヤマニンマドレーヌ,4,29,0.069,0.1034,10.1379,7,0.0
プレシャスクルー,4,29,0.0345,0.3103,6.7586,7,0.0
トーホウアスティ,4,29,0.069,0.2759,7.7586,7,0.25
キセキノショウリ,5,29,0.069,0.2069,7.8276,7,0.0
アップルマティーニ,5,29,0.069,0.2069,6.8966,7,0.0
フラワーハット,1,29,0.1034,0.3448,5.8276,7,0.0
セイウンチャーム,4,29,0.069,0.1034,9.3448,7,0.0
ワンダーアロマ,3,29,0.069,0.1724,8.3448,7,0.0
セイングレンド,4,29,0.1379,0.3448,6.8966,7,0.5
ケイアイリブラ,3,29,0.1379,0.2414,6.5172,7,0.3333
プランタンビジュー,4,29,0.0345,0.1724,7.2414,7,0.0
ジャルダン2,3,29,0.0345,0.1724,6.3793,7,0.0
エレアシチー,3,29,0.0,0.0345,10.4138,7,0.0
スウィートダンス,3,29,0.1379,0.3103,8.0,7,0.0
ポケットチャーリー,4,29,0.0345,0.069,9.3103,7,0.5
ドナパフューム,7,29,0.0,0.069,9.6552,7,0.0
ムードン,3,29,0.069,0.1379,8.4138,7,0.5
スーパーブランド2,5,29,0.0,0.069,10.5172,7,0.0
シンカンメグミ,2,29,0.069,0.2759,7.4138,7,0.0
ロランラムール,3,29,0.0,0.0345,9.2414,7,0.0
ティアレスクイーン,4,29,0.0345,0.2414,9.2759,7,0.0
サンクスノート,3,29,0.069,0.1724,8.5517,7,0.0
エバーアンドエバー,3,29,0.0345,0.069,9.4483,7,0.0
レーヴディソール,7,29,0.069,0.2759,7.5517,7,0.2
イムディーナ,5,29,0.0345,0.069,8.7586,7,0.0
アウトシャイン,4,29,0.1034,0.3448,6.5862,7,0.0
レッドディオーサ,2,29,0.1724,0.4138,4.6552,7,0.0
ティファニージェム,4,29,0.1034,0.1379,9.069,7,0.0
ラブミークリーム,2,29,0.0345,0.2069,7.8276,7,0.0
ホットサマーデイ,3,29,0.0345,0.1034,9.6552,7,0.0
レディネス,2,29,0.069,0.1379,7.5172,7,0.0
エレクトラム,5,29,0.069,0.1034,7.3793,7,0.0
フーラクサ,3,29,0.1379,0.4138,5.7241,7,0.0
ユウジンカザン,3,29,0.0,0.0,9.5517,7,0.0
Antique Auction,1,29,0.1379,0.4138,4.6897,23,0.0
オギノシュタイン,2,29,0.069,0.3103,5.931,7,0.0
プリティスター,2,29,0.1724,0.4483,5.8276,7,0.0
バレットテソーロ,3,29,0.069,0.1724,7.8621,7,0.0
タイセイフレイヤ,3,29,0.1034,0.2759,7.6552,7,0.0
タイキアヴェニュー,3,29,0.069,0.1379,7.1034,7,0.5
キャントセイワーズ,4,29,0.1034,0.2759,7.3793,7,0.0
シェイラトス,5,29,0.0,0.069,9.1379,7,0.0
トーヨートーヤコ,5,29,0.0,0.0,9.7931,7,0.0
ニシノアリオス,2,29,0.069,0.4483,5.9655,7,0.0
マジェスティックブライト,5,29,0.0,0.0345,10.5172,7,0.0
Profitability,1,29,0.1034,0.3103,5.1379,7,0.0
ルシェルドール,3,29,0.1379,0.4483,6.5862,7,0.0
ルシアンネイル,2,29,0.0,0.0345,11.1724,7,0.0
Untraveled,1,29,0.1724,0.3448,7.4483,7,0.0
ベラドンナジュリア,5,29,0.0345,0.0345,10.4138,7,0.25
クリスタルフローラ,3,29,0.069,0.3103,6.6552,7,0.0
サテラノサト,4,29,0.1034,0.3793,6.4483,7,0.0
クリスプ,3,29,0.1034,0.1724,8.7931,7,0.0
ソングフォーミー,6,29,0.0345,0.1724,7.8621,7,0.0
メイショウミハル,4,29,0.2414,0.4828,5.4828,7,0.4
メイショウマンボ,6,29,0.0345,0.069,10.0,7,0.2
ゴールドアクション,2,29,0.1034,0.4828,4.8966,7,0.0
アシェラフ,4,29,0.0345,0.1724,8.931,7,0.0
ニホンピロビオラ,6,29,0.0345,0.1034,9.4138,7,0.0
イノチノアカリ,5,29,0.0345,0.1379,8.3448,7,0.0
ベルモントフェリス,3,29,0.1379,0.3448,6.1034,7,0.0
サンソヴール,4,29,0.1724,0.4483,5.1034,7,0.0
ミヤビエメライン,2,29,0.1034,0.3448,6.4483,7,0.0
パリコレクション,1,29,0.0345,0.1379,7.1724,7,0.0
アオモミジ,4,29,0.0,0.0,10.8621,7,0.0
レオパステル,4,29,0.069,0.2414,7.1724,7,0.0
レジュールダムール,6,29,0.069,0.069,9.2414,7,0.0
エアルーティーン,6,29,0.2414,0.4828,5.7586,7,0.3333
サクラレイリ,2,29,0.0345,0.3103,7.1724,7,0.0
Flirtatious Miss,3,29,0.1034,0.4138,6.3448,7,0.0
キヤツチングクイン,1,29,0.0345,0.069,11.3448,23,0.0
グランドアメリフローラ,5,29,0.0345,0.0345,11.7241,7,0.0
ノッツダルジェント,4,29,0.1034,0.2069,8.1034,7,0.0
ブライティアダンス,6,29,0.0345,0.2414,8.4828,7,0.0
Refugio,1,29,0.1034,0.3793,6.8966,7,0.0
ジョウノベネチア,2,29,0.069,0.2069,7.8621,7,0.0
メロディペリオット,3,29,0.0345,0.2069,8.8276,7,0.0
カメリアローズ2,4,29,0.069,0.2414,6.5172,7,0.5
フェリサティー,4,29,0.0,0.1034,7.8621,7,0.0
サクラプレジール,2,29,0.069,0.2414,7.3103,7,0.0
ニシノフレイア,5,29,0.0345,0.1379,8.7931,7,0.0
ノーズトウショウ,3,29,0.0,0.069,9.3103,7,0.0
ガリレオオールウェイズ,3,29,0.069,0.2069,7.3448,7,0.0
クリノラホール,3,29,0.069,0.3793,5.5172,7,0.0
ストークアンドレイ,6,29,0.0,0.069,8.6207,7,0.0
フレンチミシル,1,29,0.069,0.4828,4.8276,7,0.0
フロイデタンツェン,3,29,0.069,0.2069,7.6897,7,0.0
ダノンスペシャル,1,29,0.0,0.4138,5.5172,23,0.0
ミルテ,5,29,0.0,0.0,8.7931,7,0.0
ノンストップ,3,29,0.1379,0.3793,5.1724,7,0.0
ダイワフェズブルー,2,29,0.0,0.069,8.5862,7,0.0
ダイワドレッサー,4,29,0.0345,0.2414,6.6897,7,0.0
エスフライト,4,29,0.069,0.1724,8.4828,7,0.25
イブニングサンダー,4,29,0.0,0.1379,8.1724,7,0.0
ウエスタンドルチェ,5,29,0.0,0.0345,10.1724,7,0.0
チュロ,5,29,0.069,0.3103,8.6207,7,0.0
シャーペンセンス,5,29,0.0,0.0,10.069,7,0.0
シャルマンダー,5,29,0.0,0.0345,8.3448,7,0.0
レッドオリヴィア,4,29,0.0345,0.2414,7.6897,7,0.0
メイショウネイロ,4,29,0.0,0.1034,8.5517,7,0.0
ロッソペーガゾ,6,29,0.0345,0.069,9.3103,7,0.0
ルーズブルーマーズ,1,29,0.1034,0.2759,7.4828,7,0.0
マーガレットメドウ,5,29,0.2759,0.3448,6.7241,7,0.5
ピンクベリーニ,4,29,0.0,0.2069,7.8966,7,0.0
ウンベラータ,4,29,0.0345,0.1724,7.7931,7,0.0
プレラット,4,29,0.0345,0.2759,7.931,7,0.0
ワイドロスメルタ,5,29,0.1034,0.2069,8.1379,7,0.0
ディコーラム,2,29,0.0345,0.1034,10.6552,7,0.0
シャンハイロック,4,29,0.1379,0.2414,9.2069,7,0.0
Miss Emma,3,29,0.069,0.2759,7.3793,23,0.0
Mine Inning,1,29,0.0345,0.069,9.0,43,0.0
レディーファースト,5,29,0.0,0.1034,9.1724,7,0.0
キャトルキャール,2,29,0.0345,0.069,10.0,7,0.0
スカイトラベラー,4,29,0.0,0.1379,8.6897,7,0.0
ドゥザボサノバ,6,29,0.0345,0.0345,9.9655,7,0.0
タルゴナイト,2,29,0.0345,0.1034,7.8276,7,0.0
イットーフレンチ,1,29,0.0345,0.3103,5.7586,23,0.0
イットウリョウダン,3,29,0.069,0.1379,8.2414,7,0.0
イチザラブ,4,29,0.0345,0.069,11.1724,7,0.0
ベルクリア,3,29,0.1034,0.1724,7.069,7,0.3333
アヴェニューズレディ,6,29,0.0345,0.1379,9.3793,7,0.0
ダンスフェイム,4,29,0.0,0.0345,8.2759,7,0.0
サクラインスパイア,2,29,0.2069,0.3793,6.7241,7,0.0
シュネーバル,2,29,0.069,0.1724,7.6552,7,0.0
ティンバレス,4,29,0.1379,0.3103,6.931,7,0.0
ティンタジェル,3,29,0.0,0.3448,6.4828,7,0.0
ネバーグレイス,3,29,0.0,0.0345,9.069,7,0.0
ディアンサス,5,29,0.0345,0.069,10.1724,7,0.0
ピサノベッテル,4,29,0.069,0.1034,7.8276,7,0.0
クイーンギムレット,5,29,0.0,0.1724,8.931,7,0.0
エアデヴォン,3,29,0.0,0.069,8.6897,7,0.0
ボクノナオミ,2,29,0.069,0.3448,5.7241,7,0.0
ボウレジュ,1,29,0.0,0.1034,7.4483,23,0.0
コウユーノミチ,4,29,0.1379,0.2759,8.2759,7,0.3333
トリプルハート,7,29,0.0,0.069,8.6207,7,0.0
ハクサンフウロ,3,29,0.0345,0.1379,7.7931,7,0.0
ペリーヌ,3,29,0.0345,0.2069,7.0345,7,0.0
オースミエルフ,5,29,0.0,0.069,8.7241,7,0.0
ヴェルメンティーノ,3,29,0.1724,0.2759,6.931,7,0.0
フラミンゴ,3,29,0.0345,0.3448,5.931,7,0.0
ラスヴェンチュラス,5,29,0.1379,0.3103,7.7241,7,0.0
チャームドヴェール,4,29,0.0345,0.2759,7.931,7,0.0
シーズライクリオ,4,28,0.0,0.2143,9.1786,7,0.0
Air France,1,28,0.0714,0.1429,7.7143,7,0.0
テイエムプリキュア,9,28,0.0,0.0,11.0714,7,0.0
ヴィーヴィーグッドナイト,4,28,0.1429,0.25,7.3214,7,0.0
バーミーブリーズ,2,28,0.0357,0.1786,7.2857,7,0.0
ナナイロボタン,3,28,0.1786,0.3929,7.4286,7,0.5
トレノローザ,2,28,0.1429,0.25,7.8929,15,1.0
タバスコキャロル,2,28,0.1429,0.5,5.5357,7,0.5
セレブレイションキャット,7,28,0.1429,0.2143,8.1429,7,0.0
リラコルレオーネ,5,28,0.0,0.0,10.5,7,0.0
リアライズクレア,4,28,0.0357,0.25,7.1071,7,0.0
エリザベスサクラ,4,28,0.0,0.1786,7.5714,7,0.0
トゥールエッフェル,2,28,0.0714,0.1786,7.6786,7,0.5
クイックモーション,3,28,0.0714,0.2143,8.3214,7,0.0
サクラタキオン,2,28,0.0,0.1429,8.25,7,0.0
エアカリナン,6,28,0.0,0.0,11.3214,7,0.0
ジオパーククイーン,3,28,0.0714,0.1071,8.2857,7,0.3333
レディスウィフト,4,28,0.0714,0.1786,9.3571,7,0.0
ニンフェアアルバ,8,28,0.0,0.0714,9.3929,7,0.0
Blazing Bliss,1,28,0.2143,0.2857,6.0714,23,0.0
アマビリータ,2,28,0.0357,0.2143,9.2857,7,0.0
ヤマノフェアリー,4,28,0.1071,0.4286,5.3571,7,0.0
フェリーク,3,28,0.0714,0.1071,8.75,7,0.0
ストールンブライド,5,28,0.0357,0.2143,9.1071,7,0.0
バクシンポイント,4,28,0.0714,0.1786,8.2857,7,0.0
バクシンクリチャン,2,28,0.0,0.1786,9.1429,7,0.0
ソルシエトウショウ,4,28,0.0357,0.1071,10.4643,7,0.0
ウルトラエナジー,3,28,0.0357,0.0714,9.5357,7,0.0
ジョロキアキャット,2,28,0.0,0.0714,7.8571,7,0.0
ラブドリーム,1,28,0.0357,0.1071,9.2857,7,0.0
メイショウガーベラ,1,28,0.0357,0.2143,5.8214,7,0.0
ビーチパーティー,4,28,0.0,0.0714,10.25,7,0.0
ビーチパラソル,2,28,0.0357,0.1786,7.3571,7,0.0
セトノフラッパー,4,28,0.0357,0.3214,6.4286,7,0.0
ホウライマツリ,5,28,0.1071,0.3571,7.3214,7,0.0
メガン,4,28,0.0714,0.2143,8.1071,7,0.2
バアゼルクローバー,1,28,0.1786,0.2143,7.1786,23,0.0
バトルキクヒメ,5,28,0.0357,0.1071,8.4643,7,0.0
ヘイハニー,4,28,0.0357,0.1786,7.8929,7,0.0
キョウワモンロー,2,28,0.1071,0.1429,8.1071,7,0.0
アッフィラート,2,28,0.2143,0.3571,5.75,7,1.0
ゲームコンパイラ,3,28,0.0714,0.1786,8.3929,7,0.0
アンジュドボヌール,3,28,0.0714,0.3571,7.3929,7,0.0
シャンデリアハウス,4,28,0.1429,0.3571,6.3214,7,0.25
レジェンドブルー,5,28,0.0357,0.0714,10.1071,7,0.0
キャニオンビュー,1,28,0.0714,0.5,5.0,7,0.0
ベストコレクション,3,28,0.0357,0.1071,8.0,7,0.0
スターライラック,3,28,0.0357,0.1429,8.3214,7,0.0
マーズプリンセス,4,28,0.1071,0.25,6.5357,7,0.0
ドリームダンシーズ,2,28,0.0714,0.1786,6.6786,7,0.0
ホームタイム,5,28,0.0,0.1071,8.6429,7,0.0
エーシンマリポーサ,4,28,0.1071,0.2143,8.5357,7,0.0
