race_id,umaban,year,is_win,p_v18_w5,race_part
0125261103,3,2025,0,0.008093880053646604,01252611
0325351115,15,2025,0,0.007833798525135206,03253511
0725531112,12,2025,0,0.0007855819189044791,07255311
0925160904,4,2025,0,0.0027126211083715003,09251609
0325241008,8,2025,0,0.0018196417137907794,03252410
0325281004,4,2025,0,0.0011125918341657994,03252810
0925490905,5,2025,0,0.0006922005301506629,09254909
0725141007,7,2025,0,0.00044155651950292474,07251410
0525181116,16,2025,0,0.0013347336934324953,05251811
0725521105,5,2025,0,0.0020324422337087353,07255211
0425270910,10,2025,0,0.028821653462026777,04252709
0625121001,1,2025,0,0.002856077456028199,06251210
0625330806,6,2025,0,0.0015005086868414346,06253308
0525161006,6,2025,0,0.0022677188179404868,05251610
0325111105,5,2025,0,0.00151466795636763,03251111
0525291105,5,2025,0,0.0025045470645193154,05252911
1025261108,8,2025,0,0.0013629556838910357,10252611
0525491108,8,2025,0,0.000832747421379133,05254911
0825111001,1,2025,0,0.007968116421812468,08251110
0925120907,7,2025,0,0.0038461853401574033,09251209
0925170809,9,2025,0,0.021093546566583046,09251708
0425280809,9,2025,0,0.019314829379038806,04252808
0825480806,6,2025,0,0.007072042135626832,08254808
0925551008,8,2025,0,0.02878152009357528,09255510
0625230901,1,2025,0,0.0026805663978573964,06252309
0625340901,1,2025,0,0.00195728241033898,06253409
0325141009,9,2025,0,0.0010902724448666754,03251410
0525240802,2,2025,0,0.005239027835442365,05252408
0325241005,5,2025,0,0.0014783558246296118,03252410
0325341005,5,2025,0,0.0014338383812095188,03253410
0625561201,1,2025,0,0.00017319424008536464,06255612
1025190401,1,2025,0,0.0010921515225681617,10251904
0825210402,2,2025,0,0.0005399895964701735,08252104
0925331109,9,2025,0,0.002925067027127025,09253311
0325241114,14,2025,0,0.021278062053274174,03252411
0725431112,12,2025,0,0.002891855772362984,07254311
0825451113,13,2025,0,0.0029772320516947308,08254511
0525461103,3,2025,0,0.0005499534157954889,05254611
0925151205,5,2025,0,0.002887586826873991,09251512
0725421013,13,2025,0,0.0033216849703142336,07254210
10251B0907,7,2025,0,0.0003897358142602128,10251B09
0625221112,12,2025,0,0.01684010417261758,06252211
0625311109,9,2025,0,0.0067215115929276465,06253111
1025130509,9,2025,0,0.03963129394821573,10251305
0425110406,6,2025,0,0.14158100499334592,04251104
0525530804,4,2025,0,0.04499503779558562,05255308
0725141112,12,2025,0,0.0027213145490576737,07251411
0625281112,12,2025,0,0.003465376308874452,06252811
0625361112,12,2025,0,0.0026902166310010843,06253611
0825271108,8,2025,0,0.011223887959264635,08252711
0525341112,12,2025,1,0.0020871360552448324,05253411
1025241102,2,2025,0,0.0032085159473001926,10252411
0825311112,12,2025,0,0.005813402906598489,08253111
0525541110,10,2025,0,0.007260480273208662,05255411
0925571104,4,2025,0,0.0006763620990970044,09255711
0625170411,11,2025,0,0.11777517151509867,06251704
0425160404,4,2025,0,0.2494362377098938,04251604
0425340106,6,2025,0,0.02497456281104908,04253401
0625170407,7,2025,0,0.006106026533542421,06251704
0725141109,9,2025,0,0.000475805090735636,07251411
0725141001,1,2025,0,0.004702485158395952,07251410
0525220912,12,2025,0,0.005605582236931795,05252209
0725191107,7,2025,0,0.001374265494225489,07251911
0425140405,5,2025,0,0.004983153391499781,04251404
0725150810,10,2025,0,0.001066478622619995,07251508
0625111106,6,2025,0,0.007273716781945395,06251111
0625191105,5,2025,0,0.0027977592204929537,06251911
0625221106,6,2025,0,0.0013856529618602204,06252211
0925241108,8,2025,0,0.004127930346661733,09252411
0525251115,15,2025,0,0.0016679571877608022,05252511
0625131101,1,2025,0,0.0012964489466568447,06251311
0525131108,8,2025,0,0.0010686808304325144,05251311
0925111001,1,2025,0,0.0007075505906078471,09251110
1025181103,3,2025,0,0.19166378071647053,10251811
0925161108,8,2025,0,0.05980049257607087,09251611
0325161101,1,2025,0,0.03710105458322175,03251611
0725190705,5,2025,0,0.0002668620916686528,07251907
1025170809,9,2025,0,0.04110225560042362,10251708
0725130809,9,2025,0,0.11318854949858285,07251308
0425270911,11,2025,0,0.004496284923253471,04252709
0425120710,10,2025,0,0.0038028403843262597,04251207
0425171211,11,2025,0,0.0022351204053975924,04251712
0325241206,6,2025,0,0.0009206963016208593,03252412
0625211113,13,2025,0,0.22860047130991445,06252111
0925270911,11,2025,0,0.0004124297424157189,09252709
0625191115,15,2025,0,0.002077262112121169,06251911
0825161108,8,2025,0,0.004224493553328235,08251611
0525251103,3,2025,0,0.002691348154552552,05252511
1025181108,8,2025,0,0.005513289457177603,10251811
0625361114,14,2025,0,0.009429071875168263,06253611
0825271104,4,2025,0,0.00496333204602204,08252711
0325251110,10,2025,0,0.014077531089678874,03252511
0625160408,8,2025,0,0.044984674607445325,06251604
0625230401,1,2025,0,0.030479306498576567,06252304
0825220403,3,2025,0,0.053525550681897315,08252204
0425160413,13,2025,0,0.01222992356584914,04251604
0625160402,2,2025,0,0.00667137769214369,06251604
1025150509,9,2025,0,0.0012864585148720665,10251505
1025190503,3,2025,0,0.0017181841420349537,10251905
10251C0408,8,2025,0,0.027035314880845575,10251C04
0425110103,3,2025,0,0.0038131109961214793,04251101
0325340403,3,2025,0,0.020106868330782283,03253404
0925231202,2,2025,0,0.001472928201465389,09252312
0925270913,13,2025,0,0.00030070848501407795,09252709
0625131008,8,2025,0,0.0010961216870826042,06251310
0725131109,9,2025,0,0.005908782689430182,07251311
0825141007,7,2025,0,0.010870092529919807,08251410
0325111106,6,2025,0,0.020737786996917168,03251111
0525221009,9,2025,0,0.008334625215594922,05252210
0825281110,10,2025,0,0.012697714114003455,08252811
0925411107,7,2025,0,0.002378901298313246,09254111
0825481107,7,2025,0,0.0019643679971888695,08254811
0625211102,2,2025,0,0.09386092658567517,06252111
0725261102,2,2025,0,0.015782579220229583,07252611
0225111106,6,2025,0,0.004620696464201702,02251111
0425240710,10,2025,0,0.017867746048575085,04252407
0925421110,10,2025,0,0.006234406216332841,09254211
0525541106,6,2025,0,0.0493785177325461,05255411
0925551116,16,2025,0,0.011442648203270109,09255511
0825121109,9,2025,0,0.04564371213865781,08251211
0125221110,10,2025,0,0.07241343346439306,01252211
0625491116,16,2025,1,0.0385286025289029,06254911
0925111006,6,2025,0,0.0038718717104300753,09251110
0925181108,8,2025,0,0.001718479424027292,09251811
0825241102,2,2025,0,0.001669230916886368,08252411
08253B1010,10,2025,0,0.001295711726023011,08253B10
1025120906,6,2025,0,0.008590062433318542,10251209
1025170602,2,2025,0,0.018347464842190336,10251706
0625111202,2,2025,0,0.011064761185987967,06251112
0625190805,5,2025,0,0.006138235109837498,06251908
0525140808,8,2025,0,0.0022313949041504284,05251408
0525181102,2,2025,0,0.010565213008589428,05251811
1025141015,15,2025,0,0.003198143082655193,10251410
0925271004,4,2025,0,0.003798420212745823,09252710
0825270705,5,2025,0,0.005658631597114005,08252707
1025231208,8,2025,0,0.00361310574970862,10252312
1025281215,15,2025,0,0.0033021160325902976,10252812
0625481012,12,2025,0,0.0034417131206012346,06254810
0525521202,2,2025,0,0.002880866042941313,05255212
0625180901,1,2025,0,0.0346475184474696,06251809
0625220903,3,2025,0,0.02204927415846654,06252209
0625361007,7,2025,0,0.020671038889513292,06253610
0525210901,1,2025,0,0.025252618580465225,05252109
0325241010,10,2025,0,0.02731807695244069,03252410
0625540904,4,2025,0,0.0033445397413483765,06255409
0825131114,14,2025,0,0.0026000232181449417,08251311
0725160908,8,2025,0,0.0019240568354863478,07251609
0925231206,6,2025,0,0.001564578782487333,09252312
0525231203,3,2025,0,0.006482372826359822,05252312
0525281014,14,2025,0,0.01732708228671281,05252810
0525321214,14,2025,0,0.0013765006543477096,05253212
0325331006,6,2025,0,0.004575238687172762,03253310
0725121105,5,2025,0,0.002678660787776764,07251211
0825161105,5,2025,0,0.0005645156921745018,08251611
0925261011,11,2025,0,0.003656090771078443,09252610
08253B0407,7,2025,0,0.058651813825330336,08253B04
0625561105,5,2025,0,0.0006452030216902411,06255611
1025160402,2,2025,0,0.004626842064339763,10251604
1025281206,6,2025,0,0.003111490741953428,10252812
0425340107,7,2025,0,0.016610207698423182,04253401
0625221007,7,2025,0,0.0022831243098149832,06252210
0425131110,10,2025,0,0.0037895423005184707,04251311
0625111111,11,2025,0,0.0005470511127981021,06251111
0525120816,16,2025,0,0.002856186734914121,05251208
0525160810,10,2025,0,0.0008749493186757127,05251608
0625231010,10,2025,0,0.0022379545535337318,06252310
0925280407,7,2025,0,0.003436341744317094,09252804
0425160510,10,2025,0,0.02524893639917293,04251605
0825161102,2,2025,0,0.018949580982811347,08251611
0625311114,14,2025,0,0.01949537849612866,06253111
0325351112,12,2025,0,0.05536693266708087,03253511
0625161111,11,2025,0,0.00728999593960674,06251611
0425181116,16,2025,0,0.009409117881555447,04251811
1025130309,9,2025,0,0.0008930205292612281,10251303
0725130413,13,2025,0,0.012425797642317927,07251304
0725231209,9,2025,0,0.11970482182305961,07252312
0925250808,8,2025,0,0.007648991759605449,09252508
0325161211,11,2025,0,0.016497074795813128,03251612
1025220806,6,2025,0,0.00932281360716321,10252208
1025251205,5,2025,0,0.0016391262642455437,10252512
1025280606,6,2025,0,0.020609085203747404,10252806
0425410814,14,2025,0,0.007143347228965122,04254108
0325340812,12,2025,0,0.014165709790938043,03253408
0725510201,1,2025,0,0.005841652833597961,07255102
1025111001,1,2025,0,0.01320528668244367,10251110
0825171203,3,2025,0,0.03117387752829503,08251712
0925151207,7,2025,0,0.012951157063084806,09251512
0925361210,10,2025,0,0.006189260698318259,09253612
1025231004,4,2025,0,0.007152004953521527,10252310
0125111207,7,2025,0,0.009392902155478855,01251112
0125260911,11,2025,0,0.026440676947854392,01252609
0925461204,4,2025,0,0.012676904033786993,09254612
0925531012,12,2025,0,0.0023463934114423737,09255310
0925580811,11,2025,0,0.0019500418374741116,09255808
0625131003,3,2025,0,0.0010264909279595303,06251310
0625241207,7,2025,0,0.001654735556798768,06252412
0625311212,12,2025,0,0.0018899891780184963,06253112
0525231210,10,2025,0,0.002845440412828077,05252312
0525281013,13,2025,0,0.0037939300409644376,05252810
0425270803,3,2025,0,0.0031488695751961107,04252708
0425341004,4,2025,0,0.002210570084584476,04253410
0625450905,5,2025,0,0.0023063433122792417,06254509
0925491209,9,2025,0,0.0038412840855351956,09254912
0725531011,11,2025,0,0.0012081177962820415,07255310
0925560803,3,2025,0,0.0031819000640818163,09255608
0525161002,2,2025,0,0.0006524108303064122,05251610
0925271112,12,2025,0,0.0023054666938270517,09252711
0725521106,6,2025,0,0.005106101256430785,07255211
1025120412,12,2025,0,0.06970167884562647,10251204
1025180402,2,2025,0,0.33815395586347935,10251804
0625330403,3,2025,0,0.23954559230298744,06253304
0425110111,11,2025,0,0.403793028637422,04251101
05252B0411,11,2025,0,0.4220872748182592,05252B04
0425230111,11,2025,0,0.4021899954135831,04252301
0425340111,11,2025,1,0.5915188554962921,04253401
0625510801,1,2025,0,0.03336747181326813,06255108
1025181115,15,2025,0,0.002297877981539936,10251811
0625361101,1,2025,0,0.0022875925936454767,06253611
0625140911,11,2025,0,0.00016054738923392594,06251409
0525121208,8,2025,0,0.00665060924041784,05251212
0525160802,2,2025,0,0.0009304075480204748,05251608
0625161210,10,2025,0,0.0006262905780968931,06251612
0625350414,14,2025,0,0.005079224004357051,06253504
0425110404,4,2025,0,0.004460397404335143,04251104
08252C0402,2,2025,0,0.0025120033243662154,08252C04
0725410103,3,2025,0,0.005682317606246269,07254101
0725160704,4,2025,0,0.0014944427062699697,07251607
1025150801,1,2025,0,0.0035004401947340575,10251508
0925110610,10,2025,0,0.0009396950304313851,09251106
0925180810,10,2025,0,0.0010238299839331858,09251808
0325140806,6,2025,0,0.001298848631825672,03251408
0525151005,5,2025,0,9.384088854429823e-05,05251510
0825131212,12,2025,0,0.009987748127430567,08251312
0925130805,5,2025,0,0.010470882116722957,09251308
0925250806,6,2025,0,0.0012905105340897376,09252508
0625120814,14,2025,0,0.03646787486679605,06251208
0625270802,2,2025,0,0.0018634837742685056,06252708
0625350404,4,2025,0,0.008064846778982948,06253504
0725111107,7,2025,1,0.03789987828797205,07251111
0525141101,1,2025,0,0.047921118153426014,05251411
0525321111,11,2025,0,0.010729857445580936,05253211
0625211211,11,2025,0,0.000935560607598559,06252112
0825480503,3,2025,0,0.008842199829441632,08254805
0625371212,12,2025,0,0.0033210067369193164,06253712
0525251206,6,2025,0,0.0034713363301635057,05252512
0625151008,8,2025,0,0.014514738214032593,06251510
0625211008,8,2025,0,0.003588007612049029,06252110
0925170908,8,2025,0,0.0036199910716685534,09251709
08252C1207,7,2025,0,0.0008483450820575889,08252C12
0925171009,9,2025,0,0.00021160407406933197,09251710
0625270808,8,2025,0,0.01030975200081857,06252708
0725111114,14,2025,0,0.02522573987677845,07251111
0525141102,2,2025,0,0.002323061097292038,05251411
0625221107,7,2025,0,0.006275324399562406,06252211
0625331105,5,2025,0,0.0172937778172692,06253311
0525251113,13,2025,0,0.00023246122034691841,05252511
0525541108,8,2025,0,0.009348249286780647,05255411
0725161102,2,2025,0,0.0015539154537405166,07251611
0925181011,11,2025,0,0.00622501633105686,09251810
0825211011,11,2025,0,0.01422555771552004,08252110
0825271011,11,2025,0,0.002638377757827759,08252710
0325221011,11,2025,0,0.006033806321269571,03252210
0625420112,12,2025,0,0.06213385939585525,06254201
0925490110,10,2025,1,0.2877784137410615,09254901
1025120309,9,2025,0,0.010892288761208548,10251203
1025150815,15,2025,0,0.0008033066738265718,10251508
1025190805,5,2025,0,0.001703158574100598,10251908
10251B1106,6,2025,0,0.0014561543108200746,10251B11
0225110803,3,2025,0,0.0013882516340210885,02251108
0225140809,9,2025,0,0.0035683297461630127,02251408
0225181206,6,2025,0,0.00390063450776446,02251812
02251B1210,10,2025,0,0.00504921205561609,02251B12
0125120603,3,2025,0,0.0020182639060920514,01251206
0125180915,15,2025,0,0.0019263930679672815,01251809
0125220704,4,2025,0,0.002843290722249843,01252207
0625451207,7,2025,0,0.00172583874942694,06254512
0625470608,8,2025,0,0.0023916101985543437,06254706
0625510707,7,2025,0,0.0028119661369956465,06255107
0725560213,13,2025,0,0.001542442729690835,07255602
0425170106,6,2025,0,0.0009541742809624054,04251701
1025121012,12,2025,0,0.0020011751624743846,10251210
0525150909,9,2025,0,0.0011269774089106659,05251509
0625230902,2,2025,0,0.0030895742025337475,06252309
0625340903,3,2025,0,0.008504200264932866,06253409
0325141012,12,2025,0,0.004136437187797019,03251410
0325341008,8,2025,0,0.0021556680654760694,03253410
0825421110,10,2025,0,0.000204630825791596,08254211
10251B0502,2,2025,0,0.05439373641639413,10251B05
0725310901,1,2025,0,0.135317615961279,07253109
0825210403,3,2025,1,0.07140973750201302,08252104
08252C0411,11,2025,0,0.10803923709410232,08252C04
0925460404,4,2025,0,0.06709825624553449,09254604
0825410807,7,2025,0,0.06783710769324215,08254108
0625191112,12,2025,0,0.005359972940131901,06251911
0625311101,1,2025,0,0.009749339317713296,06253111
0825241101,1,2025,0,0.00032233864587272783,08252411
0125181114,14,2025,0,0.007810838110054836,01251811
0325351113,13,2025,0,0.04869697327929563,03253511
0625581114,14,2025,0,0.0026089626432444766,06255811
0625160401,1,2025,1,0.1376643467342885,06251604
0425170101,1,2025,1,0.16209490672105217,04251701
0425270901,1,2025,0,0.14525438211797562,04252709
0425130410,10,2025,0,0.01292624901931251,04251304
0625350410,10,2025,0,0.04419401215014956,06253504
0425170105,5,2025,0,0.012764267352530912,04251701
0325230110,10,2025,0,0.01919939290972529,03252301
0625471103,3,2025,0,0.03822532336639908,06254711
0625511107,7,2025,0,0.26769538630579215,06255111
0925261007,7,2025,0,0.010644116584721005,09252610
0425151116,16,2025,0,0.000984150575999715,04251511
0925141103,3,2025,0,0.01230228027927397,09251411
0925221104,4,2025,0,0.005301915850077094,09252211
0425250710,10,2025,0,0.03213861377917005,04252507
0925491101,1,2025,0,0.03807254301800858,09254911
08253B1107,7,2025,0,0.006418651679570793,08253B11
0625111113,13,2025,0,0.001077623412647433,06251111
0825210404,4,2025,0,0.34207306083027633,08252104
1025250402,2,2025,0,0.33735076913697837,10252504
0525260702,2,2025,0,0.0009478417570005946,05252607
0725130804,4,2025,0,0.06068928696606467,07251308
1025130507,7,2025,0,0.1299969738569646,10251305
0425110408,8,2025,0,0.1112973419713832,04251104
0325230101,1,2025,0,0.2556520124953667,03252301
0725220802,2,2025,0,0.0013116222721293591,07252208
0725250708,8,2025,0,0.0004258662079460898,07252507
0625191103,3,2025,0,0.0007317955045301392,06251911
1025171206,6,2025,0,0.005376256059090881,10251712
10251C1213,13,2025,0,0.006565404376181363,10251C12
0725260914,14,2025,0,0.0009826761653084755,07252609
0525270810,10,2025,0,0.01016478650482332,05252708
0525311202,2,2025,0,0.0022097995183401327,05253112
0125130805,5,2025,0,0.0034869677277725134,01251308
0525410805,5,2025,0,0.0012758246956363984,05254108
05254B0708,8,2025,0,0.00043849565436934035,05254B07
0525580715,15,2025,0,0.0006751720486908641,05255807
0625181004,4,2025,0,0.002531441839341662,06251810
0325161015,15,2025,0,0.004410195583649188,03251610
0425151005,5,2025,0,0.006842310448148871,04251510
0325250804,4,2025,0,0.009201740163017967,03252508
0525421213,13,2025,0,0.008995736830593196,05254212
0625551009,9,2025,0,0.0010438806000684238,06255510
0925111008,8,2025,0,0.01000591705601981,09251110
0825260913,13,2025,0,0.01427515283167587,08252609
0525490403,3,2025,1,0.05518462250161883,05254904
0925550402,2,2025,0,0.13804422609251368,09255504
0625160406,6,2025,0,0.05154172216129893,06251604
0425110104,4,2025,0,0.002746774293901835,04251101
0725171103,3,2025,0,0.0035755690821114125,07251711
0625170404,4,2025,0,0.06596656478166847,06251704
0625340407,7,2025,0,0.057461443325504714,06253404
0425140413,13,2025,0,0.008357855135082795,04251404
1025140406,6,2025,0,0.04848893169152621,10251404
1025260107,7,2025,0,0.06702279181842159,10252601
0725360109,9,2025,0,0.1525880371762924,07253601
1025110405,5,2025,0,0.09307050597927982,10251104
1025170408,8,2025,1,0.37217076791709824,10251704
0625270801,1,2025,0,0.03446668800707565,06252708
0325270107,7,2025,0,0.08823063026008154,03252701
0725350107,7,2025,0,0.049732409146971995,07253501
0625430402,2,2025,0,0.025575775584159643,06254304
0825380406,6,2025,0,0.06155510295999501,08253804
0625190811,11,2025,0,0.06836988102506847,06251908
0625371210,10,2025,0,0.006499524688267783,06253712
0525360905,5,2025,0,0.0016347100606812074,05253609
0525411209,9,2025,0,0.002364096491339909,05254112
1025130501,1,2025,0,0.2563631197239694,10251305
0825210407,7,2025,0,0.027951178991314968,08252104
0525311105,5,2025,0,0.0006995136602188935,05253111
0325240105,5,2025,0,0.001693087099422212,03252401
0725310908,8,2025,0,0.0013529047849534198,07253109
0925490103,3,2025,0,0.014738226942652737,09254901
0525490413,13,2025,0,0.02945974373453931,05254904
0325360412,12,2025,0,0.028769189595950383,03253604
0725131106,6,2025,0,0.0010525887256056241,07251311
0525121103,3,2025,0,0.0004545073728500833,05251211
0825281002,2,2025,0,0.000648089641047522,08252810
0825231209,9,2025,0,0.002638325271834753,08252312
0825251206,6,2025,0,0.0011591564584162368,08252512
0725141118,18,2025,0,0.006758303426187132,07251411
0625120807,7,2025,0,0.07122507304695129,06251208
1025170811,11,2025,0,0.027398991037462673,10251708
10251B0507,7,2025,0,0.06721148443202947,10251B05
0625350411,11,2025,0,0.09810716766934041,06253504
0425110401,1,2025,0,0.05312593396714398,04251104
0425170103,3,2025,0,0.3324557253237977,04251701
0425230901,1,2025,0,0.33585098914976697,04252309
0425330102,2,2025,0,0.20408135819948142,04253301
0325350504,4,2025,1,0.1313588575817492,03253505
1025190507,7,2025,0,0.003482498475537188,10251905
10251C0401,1,2025,0,0.0019259739929550275,10251C04
1025180406,6,2025,0,0.03286917414176401,10251804
0525310910,10,2025,0,0.0006769847502567903,05253109
0725320108,8,2025,0,0.006010462266363583,07253201
0425280112,12,2025,0,0.027173758075520252,04252801
0725120710,10,2025,0,0.0014239280666502128,07251207
0725130803,3,2025,0,0.010489976527828734,07251308
10251B0504,4,2025,1,0.024041496918837196,10251B05
0825210410,10,2025,0,0.03500178849854613,08252104
0425170107,7,2025,0,0.05651784553185015,04251701
0325270104,4,2025,0,0.07261232275167451,03252701
0825330411,11,2025,0,0.013579362702798522,08253304
0325350513,13,2025,0,0.020793845024166306,03253505
0725140406,6,2025,1,0.0292865989297605,07251404
1025130505,5,2025,0,0.01640315978875645,10251305
0425130406,6,2025,0,0.012942937411852925,04251304
08252C0405,5,2025,0,0.0024276720945777294,08252C04
0325230106,6,2025,0,0.003349440009778189,03252301
0925121203,3,2025,0,0.006186436679597545,09251212
0925251204,4,2025,0,0.0020835163001891636,09252512
0825261202,2,2025,0,0.0020575026931825917,08252612
0725330812,12,2025,0,0.0013298706648777038,07253308
0725511006,6,2025,0,0.001107719451640345,07255110
0525181106,6,2025,0,0.006380390894996872,05251811
0825291104,4,2025,0,0.14651958737433896,08252911
0725521103,3,2025,0,0.026919444818529474,07255211
0925280404,4,2025,0,0.007259052619817431,09252804
0425180406,6,2025,0,0.003428096345689701,04251804
0325320509,9,2025,0,0.017534133381965866,03253205
0325360404,4,2025,0,0.00588114814525341,03253604
0625540412,12,2025,0,0.002626269339103814,06255404
1025160403,3,2025,0,0.024362754550868573,10251604
10251C0409,9,2025,0,0.01636162446425017,10251C04
0625340409,9,2025,1,0.052526337435458835,06253404
0425130409,9,2025,0,0.03300692177938578,04251304
0725350101,1,2025,0,0.011829408317530576,07253501
0425330104,4,2025,0,0.004728616372552333,04253301
0325350512,12,2025,0,0.004717372571097795,03253505
0925581112,12,2025,0,0.0024543678134998164,09255811
0725141107,7,2025,0,0.0022850525675638714,07251411
0625120911,11,2025,0,0.0008233754105492504,06251209
0625230903,3,2025,0,0.00036765477805898104,06252309
0925211203,3,2025,0,0.0019017784560069586,09252112
0625331016,16,2025,0,0.001004344979009426,06253310
0825220905,5,2025,0,0.0011570464313509635,08252209
0925360902,2,2025,0,0.0012338228878609162,09253609
1025241004,4,2025,0,0.0013060722044982167,10252410
0425210614,14,2025,0,0.0007787335292246518,04252106
0125221009,9,2025,0,0.0030518991914319418,01252210
0525571208,8,2025,0,0.0005268639849411342,05255712
0725541002,2,2025,0,0.0012038375929575723,07255410
0725161213,13,2025,0,0.0009252951452136417,07251612
0625360412,12,2025,0,0.00364957643390768,06253604
0425130109,9,2025,0,0.0037778299830086874,04251301
0725310107,7,2025,0,0.001530167444458693,07253101
0725350603,3,2025,0,0.0009643880786640827,07253506
0525410909,9,2025,0,0.0034207108122642463,05254109
0825351001,1,2025,0,0.00370549146808969,08253510
0625111108,8,2025,0,0.012268476903298638,06251111
10251A1114,14,2025,0,0.02087622296078206,10251A11
0825221105,5,2025,0,0.03322276426908724,08252211
0925431106,6,2025,0,0.0023592702586503586,09254311
08253B1110,10,2025,1,0.013183133052808556,08253B11
0725121002,2,2025,0,0.014695195892485987,07251210
0425161114,14,2025,0,0.0034955897392042064,04251611
0725310704,4,2025,0,0.0028167522713924685,07253107
1025151218,18,2025,0,0.0035653660543288218,10251512
0325111210,10,2025,0,0.0014196961026734357,03251112
0725370612,12,2025,0,0.006923092341023376,07253706
0725431009,9,2025,0,0.0043667888299053085,07254310
0325271202,2,2025,0,0.00012259126438442605,03252712
0625160613,13,2025,0,0.00010946009164907319,06251606
0825130714,14,2025,0,6.0558864548837345e-05,08251307
0925120713,13,2025,0,8.018499290236065e-05,09251207
0625221105,5,2025,0,0.008216872534360722,06252211
0625411114,14,2025,0,0.013844296247331588,06254111
0825351102,2,2025,0,0.006293942110473438,08253511
0325351102,2,2025,0,0.003897173635796387,03253511
0725170909,9,2025,0,0.0028988530225566357,07251709
1025171002,2,2025,0,0.002506795801975234,10251710
0925551007,7,2025,0,0.005401383047389264,09255510
0625221108,8,2025,0,0.07291067026062326,06252211
0525321113,13,2025,0,0.17018174431449729,05253211
0525461106,6,2025,0,0.10728565572930675,05254611
0825461117,17,2025,0,0.34556572273506253,08254611
0925231014,14,2025,0,0.0023909447626787217,09252310
0725140915,15,2025,0,0.046321801323774045,07251409
0525110807,7,2025,0,0.04929832484676425,05251108
0525180708,8,2025,0,0.022457615663542742,05251807
0625221012,12,2025,0,0.009414896387627937,06252210
0325311115,15,2025,0,0.0018919703366850785,03253111
0625520902,2,2025,0,0.0013744723372174788,06255209
1025111012,12,2025,0,0.008496756037886802,10251110
1025151111,11,2025,0,0.0037131010908867004,10251511
0925170808,8,2025,0,0.03374673013422003,09251708
0925240708,8,2025,0,0.0011015109422204922,09252407
0825151106,6,2025,0,0.002060703623415367,08251511
0925171010,10,2025,0,0.006769643379533829,09251710
0725160803,3,2025,0,0.019503831693702532,07251608
0825131214,14,2025,0,0.004933388915080593,08251312
0925110713,13,2025,0,0.00532291962228139,09251107
0425141214,14,2025,0,0.0032762451903872694,04251412
0425180803,3,2025,0,0.05045403998950707,04251808
0325340713,13,2025,1,0.01532975667621538,03253407
0625511215,15,2025,0,0.009001767705123136,06255112
0725151009,9,2025,0,0.003331239548830627,07251510
0725181114,14,2025,0,0.000642139143980586,07251811
0825161005,5,2025,0,0.0007123247550612591,08251610
0725121102,2,2025,0,0.00022307138835112936,07251211
