race_id,umaban,year,is_top3,p_v19_w5
0625121001,1,2025,0,0.028911447758754334
0625330806,6,2025,0,0.003532545377274215
0525161006,6,2025,0,0.036293410120621546
0325111105,5,2025,0,0.01997150899820983
0525291105,5,2025,0,0.020738718505215137
1025261108,8,2025,0,0.02285648422161208
0525491108,8,2025,0,0.0040828640972931235
0825111001,1,2025,0,0.09755251319329308
0925120907,7,2025,0,0.0723368195902937
0925170809,9,2025,1,0.174023925811263
0425280809,9,2025,0,0.1596727142321097
0825480806,6,2025,0,0.12677717817482606
0925551008,8,2025,0,0.2982951581042664
0625230901,1,2025,0,0.05299567021367706
0625340901,1,2025,0,0.046138731588112325
0325141009,9,2025,0,0.01460657252077826
0525240802,2,2025,0,0.04441003724584489
0325241005,5,2025,0,0.019796669390693085
0325341005,5,2025,0,0.029733070686633768
0625561201,1,2025,0,0.0027822388011896457
1025190401,1,2025,0,0.01087524489273023
0825210402,2,2025,0,0.00670260709069886
0925331109,9,2025,0,0.08950792292954901
0325241114,14,2025,0,0.11368462421882272
0725431112,12,2025,0,0.03116975843440592
0825451113,13,2025,0,0.024514008625910983
0525461103,3,2025,0,0.0038978445760170836
0925151205,5,2025,0,0.043462395036519885
0725421013,13,2025,0,0.03589508927086349
10251B0907,7,2025,0,0.0026591740966458513
0625221112,12,2025,0,0.05318938186292617
0625311109,9,2025,0,0.12482306327349173
1025130509,9,2025,1,0.20574341174502575
0425110406,6,2025,1,0.3206525569134893
0525530804,4,2025,0,0.14714578166843145
0725141112,12,2025,0,0.02871880347166235
0625281112,12,2025,0,0.025008716723061986
0625361112,12,2025,0,0.028819170424585795
0825271108,8,2025,0,0.04754095065164198
0525341112,12,2025,1,0.02014874808807425
1025241102,2,2025,0,0.03878009075127948
0825311112,12,2025,0,0.04171592728166535
0525541110,10,2025,0,0.04783571223664604
0925571104,4,2025,0,0.010113219724775462
0625170411,11,2025,1,0.2658456649276679
0425160404,4,2025,0,0.4939050478903838
0425340106,6,2025,0,0.0777302269212485
0625170407,7,2025,0,0.016230467996345692
0725141109,9,2025,0,0.0036409007517239837
0725141001,1,2025,0,0.04369266181905887
0525220912,12,2025,0,0.04937480743567555
0725191107,7,2025,0,0.012583575420622543
0425140405,5,2025,0,0.01809271014225413
0725150810,10,2025,0,0.002450923549616063
0625111106,6,2025,0,0.0776344336528761
0625191105,5,2025,0,0.03219432492781646
0625221106,6,2025,0,0.01825237232462719
0925241108,8,2025,0,0.020526835124706592
0525251115,15,2025,0,0.005190248479228495
0625131101,1,2025,0,0.013096320927445313
0525131108,8,2025,0,0.011369774865408312
0925111001,1,2025,0,0.00536987356881836
1025181103,3,2025,0,0.5852538670544263
0925161108,8,2025,0,0.3822801613178112
0325161101,1,2025,1,0.16404292704863455
0725190705,5,2025,0,0.005186043452813796
1025170809,9,2025,1,0.13501681332506915
0725130809,9,2025,0,0.4085673414269718
0425270911,11,2025,0,0.0207321652468193
0425120710,10,2025,0,0.049459613002261794
0425171211,11,2025,0,0.04934819001173339
0325241206,6,2025,0,0.006878117601932992
0625211113,13,2025,0,0.31912605852241
0925270911,11,2025,0,0.0027332830094121702
0625191115,15,2025,0,0.024986829265272376
0825161108,8,2025,0,0.07119272068781941
0525251103,3,2025,0,0.018882790979319605
1025181108,8,2025,0,0.05608590741642113
0625361114,14,2025,0,0.06813217083556478
0825271104,4,2025,0,0.06257387010607286
0325251110,10,2025,0,0.0925402677086915
0625160408,8,2025,0,0.3776207446184324
0625230401,1,2025,0,0.3973634579807824
0825220403,3,2025,0,0.3692033375893735
0425160413,13,2025,0,0.1543422711149761
0625160402,2,2025,0,0.06330374368086918
1025150509,9,2025,0,0.03348033797059258
1025190503,3,2025,1,0.02247873098602897
10251C0408,8,2025,0,0.13678850458458036
0425110103,3,2025,0,0.02732755695352567
0325340403,3,2025,0,0.07676695433469463
0925231202,2,2025,0,0.014585219725165924
0925270913,13,2025,0,0.0025572083295092216
0625131008,8,2025,0,0.012024354871508169
0725131109,9,2025,0,0.06865830043653146
0825141007,7,2025,0,0.08405829438068277
0325111106,6,2025,0,0.20601949901591712
0525221009,9,2025,0,0.0790802018723455
0825281110,10,2025,0,0.07225902982441151
0925411107,7,2025,0,0.016252880224290413
0825481107,7,2025,0,0.00528882277460557
0625211102,2,2025,1,0.456298973612964
0725261102,2,2025,0,0.05907476925863688
0225111106,6,2025,0,0.1355956391650027
0425240710,10,2025,1,0.1935374038802469
0925421110,10,2025,0,0.07425192849521704
0525541106,6,2025,0,0.19792768335661357
0925551116,16,2025,0,0.19345111473010312
0825121109,9,2025,1,0.32271691349374493
0125221110,10,2025,0,0.45130692526549826
0625491116,16,2025,1,0.17323422420150766
0925111006,6,2025,0,0.04406583393196506
0925181108,8,2025,0,0.005981126275379366
0825241102,2,2025,0,0.011153355526459836
08253B1010,10,2025,0,0.007844950318565781
1025120906,6,2025,0,0.07022332541725376
1025170602,2,2025,0,0.20021019194821016
0625111202,2,2025,0,0.1077568064311579
0625190805,5,2025,1,0.06734418978707389
0525140808,8,2025,0,0.025463323384136302
0525181102,2,2025,0,0.07808693130264942
1025141015,15,2025,0,0.036546311102825385
0925271004,4,2025,0,0.02908364384276539
0825270705,5,2025,0,0.056881835519121286
1025231208,8,2025,1,0.0363454374635126
1025281215,15,2025,0,0.04666743661414931
0625481012,12,2025,0,0.03545016509947121
0525521202,2,2025,0,0.022240379808187324
0625180901,1,2025,0,0.2689098423646969
0625220903,3,2025,1,0.38027639598122887
0625361007,7,2025,1,0.22564369177813792
0525210901,1,2025,0,0.2719486291015131
0325241010,10,2025,0,0.1687697952067924
0625540904,4,2025,0,0.0506347677078683
0825131114,14,2025,0,0.026990016615245582
0725160908,8,2025,0,0.04179582280126076
0925231206,6,2025,0,0.02244350216538731
0525231203,3,2025,0,0.04722705002319643
0525281014,14,2025,0,0.09942033077297362
0525321214,14,2025,0,0.028122069416207002
0325331006,6,2025,0,0.06461960679294942
0725121105,5,2025,0,0.0286868700411601
0825161105,5,2025,0,0.016609141979705193
0925261011,11,2025,0,0.03617498023856255
08253B0407,7,2025,0,0.31070316167039574
0625561105,5,2025,0,0.003968374738067297
1025160402,2,2025,0,0.03237583900685933
1025281206,6,2025,0,0.020590313562957915
0425340107,7,2025,0,0.032551186836100074
0625221007,7,2025,0,0.017756255041926853
0425131110,10,2025,0,0.016672560317616787
0625111111,11,2025,0,0.002172935865886103
0525120816,16,2025,0,0.016955173283970622
0525160810,10,2025,0,0.00507034161978538
0625231010,10,2025,0,0.02405025300674698
0925280407,7,2025,0,0.04649093993283469
0425160510,10,2025,0,0.07039134849211225
0825161102,2,2025,0,0.3556625018112831
0625311114,14,2025,0,0.16245695704323673
0325351112,12,2025,0,0.2273812731934122
0625161111,11,2025,0,0.045894176586926
0425181116,16,2025,0,0.032027960056045454
1025130309,9,2025,0,0.006332262336803938
0725130413,13,2025,0,0.0697621493990379
0725231209,9,2025,0,0.45483561393262867
0925250808,8,2025,0,0.07873358967077888
0325161211,11,2025,0,0.27195452925860003
1025220806,6,2025,0,0.16904659263558713
1025251205,5,2025,0,0.043643112171214936
1025280606,6,2025,0,0.27025673316569376
0425410814,14,2025,0,0.12927444116023273
0325340812,12,2025,0,0.10379395372939232
0725510201,1,2025,0,0.02817445199804844
1025111001,1,2025,0,0.19839223225707556
0825171203,3,2025,0,0.2715978934130825
0925151207,7,2025,0,0.29858135497517607
0925361210,10,2025,0,0.09717685993418482
1025231004,4,2025,0,0.08709350953871436
0125111207,7,2025,0,0.10117626978693978
0125260911,11,2025,0,0.15531846856233067
0925461204,4,2025,0,0.07851927169636917
0925531012,12,2025,0,0.08590458254362063
0925580811,11,2025,0,0.062913435217735
0625131003,3,2025,0,0.03588614117241853
0625241207,7,2025,0,0.07009756140975655
0625311212,12,2025,0,0.04764093303004275
0525231210,10,2025,0,0.04184793169080881
0525281013,13,2025,0,0.046112390561871164
0425270803,3,2025,0,0.09511010492654104
0425341004,4,2025,0,0.037743611147790436
0625450905,5,2025,0,0.08209304186991918
0925491209,9,2025,0,0.08136654162411042
0725531011,11,2025,0,0.023230830892709862
0925560803,3,2025,0,0.0496272949490942
0525161002,2,2025,0,0.00358383676348539
0925271112,12,2025,0,0.004625966468873812
0725521106,6,2025,0,0.06011441422937508
1025120412,12,2025,1,0.24235112854934338
1025180402,2,2025,1,0.762982876763342
0625330403,3,2025,1,0.7175835202494856
0425110111,11,2025,1,0.659564980812892
05252B0411,11,2025,1,0.739890499821796
0425230111,11,2025,1,0.6885087148544011
0425340111,11,2025,1,0.7060623377851398
0625510801,1,2025,1,0.2013966965232387
1025181115,15,2025,0,0.01847926183705047
0625361101,1,2025,0,0.01048714925087028
0625140911,11,2025,0,0.002821842636168864
0525121208,8,2025,0,0.08549565843753223
0525160802,2,2025,0,0.0046575629402441495
0625161210,10,2025,0,0.0032403191374641284
0625350414,14,2025,0,0.03018665448740617
0425110404,4,2025,0,0.020624678151467783
08252C0402,2,2025,0,0.03951770207442706
0725410103,3,2025,0,0.0312582224523525
0725160704,4,2025,0,0.03187714936568785
1025150801,1,2025,0,0.12812739099046183
0925110610,10,2025,0,0.026638019990607727
0925180810,10,2025,0,0.029171187108549546
0325140806,6,2025,0,0.07674535535942523
0525151005,5,2025,0,0.0007005230838039073
0825131212,12,2025,0,0.1386142900970521
0925130805,5,2025,0,0.1702954967948609
0925250806,6,2025,0,0.009314897516936224
0625120814,14,2025,0,0.1602958600324719
0625270802,2,2025,0,0.01878742663797979
0625350404,4,2025,0,0.043080262453670415
0725111107,7,2025,1,0.21520817762745395
0525141101,1,2025,0,0.18834642808334698
0525321111,11,2025,0,0.09123673842555581
0625211211,11,2025,0,0.007312124028790013
0825480503,3,2025,0,0.08950232608927342
0625371212,12,2025,0,0.03394343796681838
0525251206,6,2025,0,0.021001222350669573
0625151008,8,2025,0,0.11898020787024632
0625211008,8,2025,0,0.06104424396240829
0925170908,8,2025,0,0.04805325900768736
08252C1207,7,2025,0,0.004510797750509943
0925171009,9,2025,0,0.0009436473635471253
0625270808,8,2025,1,0.05534309577677727
0725111114,14,2025,0,0.1187351850853614
0525141102,2,2025,1,0.030019144852346122
0625221107,7,2025,0,0.051431138122382675
0625331105,5,2025,0,0.18268492065342906
0525251113,13,2025,0,0.0023313969609044466
0525541108,8,2025,0,0.08412005779115658
0725161102,2,2025,0,0.041070494323152934
0925181011,11,2025,0,0.060661326845128045
0825211011,11,2025,0,0.1112774272872711
0825271011,11,2025,0,0.03325570590914676
0325221011,11,2025,0,0.08765878581526698
0625420112,12,2025,0,0.21161315853837534
0925490110,10,2025,1,0.7065312189541045
1025120309,9,2025,0,0.11886774057492223
1025150815,15,2025,0,0.018864394043368666
1025190805,5,2025,0,0.01528364768980369
10251B1106,6,2025,0,0.02219703779000255
0225110803,3,2025,0,0.04296228956334178
0225140809,9,2025,0,0.03714859286619475
0225181206,6,2025,0,0.050162190792766
02251B1210,10,2025,0,0.07092801907248875
0125120603,3,2025,0,0.05997478402429873
0125180915,15,2025,0,0.03847976997259678
0125220704,4,2025,0,0.04858892610855669
0625451207,7,2025,0,0.01165064162017567
0625470608,8,2025,0,0.019481842521483675
0625510707,7,2025,0,0.03235996959398435
0725560213,13,2025,0,0.049036900768120506
0425170106,6,2025,0,0.011959950483156609
1025121012,12,2025,0,0.04962283933111406
0525150909,9,2025,0,0.007121283126111902
0625230902,2,2025,0,0.06319057675674823
0625340903,3,2025,0,0.11274264783895835
0325141012,12,2025,0,0.047088778648137736
0325341008,8,2025,0,0.011015229487415198
0825421110,10,2025,0,0.0005567383237016408
10251B0502,2,2025,0,0.37715284839461
0725310901,1,2025,0,0.45381434891850003
0825210403,3,2025,1,0.4360450983248037
08252C0411,11,2025,1,0.48469914880510584
0925460404,4,2025,1,0.348909439628699
0825410807,7,2025,0,0.3620167218761273
0625191112,12,2025,0,0.03171956032555307
0625311101,1,2025,0,0.07066268504638552
0825241101,1,2025,0,0.0038210757849253397
0125181114,14,2025,1,0.06468503417497337
0325351113,13,2025,0,0.24541975698737983
0625581114,14,2025,0,0.01706113514486888
0625160401,1,2025,1,0.5152230347153371
0425170101,1,2025,1,0.6359720135714532
0425270901,1,2025,1,0.4865506379659726
0425130410,10,2025,0,0.05677102259919792
0625350410,10,2025,0,0.24554160507247685
0425170105,5,2025,0,0.11490468132906649
0325230110,10,2025,0,0.07705552194433973
0625471103,3,2025,0,0.31141901280876666
0625511107,7,2025,1,0.6600401012687283
0925261007,7,2025,0,0.07006457341370528
0425151116,16,2025,0,0.005655910855627349
0925141103,3,2025,0,0.12679612011873254
0925221104,4,2025,0,0.04856088533636538
0425250710,10,2025,1,0.2522580266441555
0925491101,1,2025,0,0.22895747933886776
08253B1107,7,2025,0,0.0578265420066172
0625111113,13,2025,0,0.004388638255788731
0825210404,4,2025,1,0.6692965200446975
1025250402,2,2025,1,0.8035635133485926
0525260702,2,2025,0,0.011286202067091711
0725130804,4,2025,0,0.3998180703874577
1025130507,7,2025,0,0.5528769681409906
0425110408,8,2025,0,0.3653919539713032
0325230101,1,2025,0,0.46468834783344715
0725220802,2,2025,0,0.054444915228003515
0725250708,8,2025,0,0.0015377405700353548
0625191103,3,2025,0,0.0030876294484808602
1025171206,6,2025,0,0.09833469622099689
10251C1213,13,2025,0,0.07859061952218262
0725260914,14,2025,0,0.028578575522912365
0525270810,10,2025,0,0.07103668687743109
0525311202,2,2025,0,0.015983816137843575
0125130805,5,2025,0,0.031842637757496475
0525410805,5,2025,0,0.02092612862108845
05254B0708,8,2025,0,0.0053554375380489485
0525580715,15,2025,0,0.00698644344972193
0625181004,4,2025,0,0.04682722490940189
0325161015,15,2025,1,0.04882038750807011
0425151005,5,2025,0,0.07444888556902958
0325250804,4,2025,0,0.12429897833960851
0525421213,13,2025,0,0.1165752462068289
0625551009,9,2025,0,0.029739768750622488
0925111008,8,2025,0,0.06395754111546173
0825260913,13,2025,0,0.10867088319065239
0525490403,3,2025,1,0.34639873371705204
0925550402,2,2025,0,0.49314918012384246
0625160406,6,2025,0,0.26070392690690425
0425110104,4,2025,0,0.021341607271788743
0725171103,3,2025,0,0.023367959903359804
0625170404,4,2025,0,0.34648887876493656
0625340407,7,2025,0,0.30119129247756726
0425140413,13,2025,0,0.05396349034621976
1025140406,6,2025,0,0.3887261355873391
1025260107,7,2025,1,0.4631587472830261
0725360109,9,2025,0,0.655620400780065
1025110405,5,2025,1,0.5288709702862591
1025170408,8,2025,1,0.8203461184796589
0625270801,1,2025,0,0.14014586199118226
0325270107,7,2025,1,0.3711761464622188
0725350107,7,2025,0,0.3249815788619332
0625430402,2,2025,0,0.17779136781086097
0825380406,6,2025,0,0.22959867837590234
0625190811,11,2025,0,0.23383926086850787
0625371210,10,2025,0,0.0590713211769112
0525360905,5,2025,0,0.010907480685988475
0525411209,9,2025,0,0.022136635465061946
1025130501,1,2025,1,0.6198809581851201
0825210407,7,2025,0,0.15675679713276533
0525311105,5,2025,0,0.0033726726968368406
0325240105,5,2025,0,0.011555522550314407
0725310908,8,2025,0,0.02094874092579625
0925490103,3,2025,1,0.159252954595345
0525490413,13,2025,0,0.2332308053572127
0325360412,12,2025,0,0.14755839835192447
0725131106,6,2025,0,0.023426197914768868
0525121103,3,2025,0,0.005114658114743387
0825281002,2,2025,0,0.0048069376858941165
0825231209,9,2025,0,0.027769442834232726
0825251206,6,2025,0,0.008691250557028568
0725141118,18,2025,0,0.02831440267546823
0625120807,7,2025,0,0.44471346394228584
1025170811,11,2025,0,0.2557951855187841
10251B0507,7,2025,0,0.34125456353633665
0625350411,11,2025,1,0.4336923419215587
0425110401,1,2025,1,0.34523935022148716
0425170103,3,2025,1,0.6497895783654014
0425230901,1,2025,1,0.776460462107146
0425330102,2,2025,0,0.5464159640113355
0325350504,4,2025,1,0.5343985581293811
1025190507,7,2025,0,0.0582170927450886
10251C0401,1,2025,0,0.007069108073554816
1025180406,6,2025,0,0.35720637761268853
0525310910,10,2025,0,0.006368569812632453
0725320108,8,2025,1,0.0630645690385881
0425280112,12,2025,0,0.12760965331280336
0725120710,10,2025,0,0.010340816317846644
0725130803,3,2025,0,0.11947543908198577
10251B0504,4,2025,1,0.16218166352129398
0825210410,10,2025,0,0.19349159872465393
0425170107,7,2025,0,0.2376237738432756
0325270104,4,2025,0,0.2768738248429187
0825330411,11,2025,0,0.22797267560483284
0325350513,13,2025,1,0.19880831441206476
0725140406,6,2025,1,0.2637564947992268
1025130505,5,2025,0,0.07391477093190511
0425130406,6,2025,0,0.1442816120315497
08252C0405,5,2025,0,0.04892925489573462
0325230106,6,2025,0,0.01030510540469179
0925121203,3,2025,0,0.04182793718279988
0925251204,4,2025,0,0.014660410229302145
0825261202,2,2025,0,0.032521891880120765
0725330812,12,2025,0,0.023077808498332453
0725511006,6,2025,0,0.019129130125645252
0525181106,6,2025,0,0.10175640784243895
0825291104,4,2025,0,0.6327515512882935
0725521103,3,2025,0,0.20344285614883859
0925280404,4,2025,0,0.06032599126525444
0425180406,6,2025,0,0.10766868561630964
0325320509,9,2025,0,0.23828629643365487
0325360404,4,2025,0,0.15624885408093575
0625540412,12,2025,0,0.08793108628602493
1025160403,3,2025,0,0.13479028471578844
10251C0409,9,2025,1,0.15764069060083666
0625340409,9,2025,1,0.3739243585130008
0425130409,9,2025,0,0.2722948644376594
0725350101,1,2025,0,0.19037974799209886
0425330104,4,2025,0,0.10641606514285233
0325350512,12,2025,0,0.05363868699464544
0925581112,12,2025,0,0.03386581141405153
0725141107,7,2025,0,0.006296371029213927
0625120911,11,2025,0,0.010322136037938093
0625230903,3,2025,0,0.010446026466593369
0925211203,3,2025,0,0.028469411209668567
0625331016,16,2025,0,0.03032219480583493
0825220905,5,2025,0,0.013867696545824091
0925360902,2,2025,0,0.010797787441282326
1025241004,4,2025,1,0.011008279588846537
0425210614,14,2025,0,0.024491005717250332
0125221009,9,2025,0,0.027117040275263106
0525571208,8,2025,0,0.009017816382425527
0725541002,2,2025,0,0.023689466084071385
0725161213,13,2025,0,0.016363545227908446
0625360412,12,2025,0,0.04434433476943873
0425130109,9,2025,0,0.03325808511042989
0725310107,7,2025,0,0.026013986096509373
0725350603,3,2025,0,0.013355045664048817
0525410909,9,2025,0,0.027817505495686817
0825351001,1,2025,0,0.04262221051770794
0625111108,8,2025,0,0.18604414355167853
10251A1114,14,2025,0,0.15598066905617627
0825221105,5,2025,0,0.31009978518822773
0925431106,6,2025,0,0.03383065516809114
08253B1110,10,2025,1,0.10693714617239418
0725121002,2,2025,0,0.09873686642697471
0425161114,14,2025,0,0.043214295488973625
0725310704,4,2025,0,0.04406613916877427
1025151218,18,2025,0,0.09975976992390674
0325111210,10,2025,0,0.007075596530386925
0725370612,12,2025,0,0.040519587247350594
0725431009,9,2025,1,0.04481108182042269
0325271202,2,2025,0,0.0013918300516486115
0625160613,13,2025,0,0.0017652688442855106
0825130714,14,2025,0,0.0017344900783390945
0925120713,13,2025,0,0.001706539002662378
0625221105,5,2025,0,0.07993192562805256
0625411114,14,2025,0,0.1891033925706572
0825351102,2,2025,0,0.03371258528292826
0325351102,2,2025,0,0.04064215388811197
0725170909,9,2025,0,0.050978358585711994
1025171002,2,2025,0,0.019586366744268276
0925551007,7,2025,0,0.05102236287205762
0625221108,8,2025,1,0.4415041229503096
0525321113,13,2025,1,0.7070413267594216
0525461106,6,2025,1,0.43973008613579456
0825461117,17,2025,0,0.6594598519995315
0925231014,14,2025,0,0.043880624261340075
0725140915,15,2025,0,0.288756486957393
0525110807,7,2025,1,0.320066856048932
0525180708,8,2025,0,0.14679407860515514
0625221012,12,2025,0,0.04492817193587315
0325311115,15,2025,0,0.019224593428910457
0625520902,2,2025,0,0.012181695685717281
1025111012,12,2025,0,0.07786390036619113
1025151111,11,2025,0,0.052520531567572463
0925170808,8,2025,0,0.37895646093209606
0925240708,8,2025,0,0.007545349659932368
0825151106,6,2025,0,0.022310253876024325
0925171010,10,2025,0,0.02446840422894871
0725160803,3,2025,0,0.14337981386415902
0825131214,14,2025,0,0.06621082479143701
0925110713,13,2025,0,0.055605762252315456
0425141214,14,2025,1,0.030735330814812903
0425180803,3,2025,0,0.1802393621141701
0325340713,13,2025,1,0.07535665535788223
0625511215,15,2025,0,0.0803975061396911
0725151009,9,2025,0,0.015634474525801845
0725181114,14,2025,0,0.008397281035457633
0825161005,5,2025,0,0.0032365451403916427
0725121102,2,2025,0,0.0006120824448002573
1025141104,4,2025,1,0.06513617158308159
0625241007,7,2025,0,0.20640567938441995
0825261116,16,2025,0,0.1882144082847658
1025261102,2,2025,0,0.1139865276306394
0325341112,12,2025,0,0.0975128984362606
0625151002,2,2025,0,0.16980827073011787
0925141002,2,2025,0,0.13248693840365997
0925241202,2,2025,0,0.02879915328633058
0625120804,4,2025,0,0.2738602752074157
0625350403,3,2025,0,0.24239636508802986
08252C0404,4,2025,0,0.14350110964735027
0625571005,5,2025,0,0.00665687451663472
0625350401,1,2025,0,0.2973465956923785
0425130405,5,2025,0,0.0620174486649755
0525181104,4,2025,0,0.022560824849288137
0125151114,14,2025,0,0.23480896732472145
0725521101,1,2025,0,0.004091340963858495
0925111105,5,2025,0,0.009239897196425857
0525241014,14,2025,0,0.07719612141287399
0525351104,4,2025,0,0.0005275060071139715
0725120916,16,2025,0,0.07393140624399264
0725181008,8,2025,0,0.06988544560619782
0925311005,5,2025,0,0.06059431849789618
0925361211,11,2025,0,0.03552761318495222
0725330604,4,2025,0,0.04609698053260108
0725421005,5,2025,0,0.05750202676752358
0925461209,9,2025,1,0.0334480853395892
0825371205,5,2025,0,0.0077451434343403965
1025241002,2,2025,0,0.017530029012100785
1025271008,8,2025,0,0.03304448189266974
0825361005,5,2025,0,0.029163157435557308
08253A0811,11,2025,0,0.07376490300794587
0825440701,1,2025,0,0.054246735812867014
1025121008,8,2025,0,0.005137996184955836
0625131001,1,2025,0,0.0647984916937718
0625181001,1,2025,0,0.028545984501333187
0625211208,8,2025,0,0.04153941669159822
0625311203,3,2025,0,0.036132545498281224
0425141004,4,2025,0,0.029501707594111744
0825120901,1,2025,0,0.004176143219270524
0625191117,17,2025,0,0.015254303326366108
08252A1109,9,2025,0,0.0014042577279067892
0225161102,2,2025,0,0.030610389909544938
0125181113,13,2025,0,0.013918039772826674
0625141009,9,2025,0,0.27084459455885196
0625241016,16,2025,1,0.29165243141958297
0625321109,9,2025,0,0.12963537286902796
0925331111,11,2025,1,0.32236762492119164
0725431108,8,2025,0,0.27559837587655844
0725260702,2,2025,0,0.030655778988287606
0325130707,7,2025,0,0.004599402021130766
0425130707,7,2025,0,0.0474650899608913
0425170806,6,2025,0,0.037885601526764526
0225111208,8,2025,0,0.02970414837223597
0425250907,7,2025,0,0.0019506337262069655
0425410414,14,2025,0,0.00898451419314416
0525550606,6,2025,0,0.03274385968053787
0825111204,4,2025,0,0.013777165588141786
0525161210,10,2025,0,0.002417406383190647
0625120407,7,2025,0,0.0012735486550225484
0625161012,12,2025,0,0.06385881689300439
0625231011,11,2025,0,0.047502778656122416
0625371012,12,2025,0,0.04663905468194848
05252C0901,1,2025,0,0.028711218901768733
0425230701,1,2025,0,0.050360010787848575
0525481001,1,2025,0,0.06638413405068805
0625521008,8,2025,0,0.04787278214902158
0925351113,13,2025,0,0.03017723066681566
02251B1104,4,2025,0,0.17581781630313253
0125151113,13,2025,0,0.06519285159962218
0625461101,1,2025,0,0.007867114585974925
0525141208,8,2025,0,0.016382084130880686
0425140702,2,2025,1,0.022866941975625766
0425181208,8,2025,0,0.1205073322149233
0525340808,8,2025,1,0.1353879969901357
0625151107,7,2025,0,0.1251948469261444
0525141110,10,2025,0,0.06504135721198616
0625331113,13,2025,0,0.08139455181518085
0225111116,16,2025,0,0.07411297436317339
0225151107,7,2025,0,0.15915288851956272
0125161109,9,2025,0,0.17683794595297941
0125221108,8,2025,0,0.06362416067347655
0525171113,13,2025,0,0.16660444517618528
0925261002,2,2025,0,0.29903706543931663
05252C1214,14,2025,0,0.21092906817716045
0425250711,11,2025,0,0.1828510071931255
0525451104,4,2025,0,0.07487531643273308
0625511109,9,2025,0,0.13738187912012637
0725110609,9,2025,0,0.019501774377808513
0725190806,6,2025,0,0.03635704921768632
0625110415,15,2025,0,0.04425107929663411
0325251205,5,2025,0,0.004446920727834419
0725131014,14,2025,0,0.012088481075401147
0825171213,13,2025,0,0.006777305886156464
0825110812,12,2025,0,0.17102248793592473
0925150708,8,2025,0,0.07783535982248667
0925170712,12,2025,1,0.2097215983953965
0925251208,8,2025,0,0.10100166940264775
0825261203,3,2025,0,0.04667534493386837
1025221012,12,2025,0,0.040128776895975125
0925570804,4,2025,0,0.028028279358241502
1025161105,5,2025,1,0.0882977334112036
0325121109,9,2025,0,0.16127776934379248
02251A1112,12,2025,0,0.17165789570082282
08253B0406,6,2025,0,0.2291652818225485
0825470409,9,2025,0,0.3871087855093545
1025121107,7,2025,0,0.06172473902712206
0625271013,13,2025,0,0.00568059586027506
0625381205,5,2025,0,0.043230146865533094
1025231107,7,2025,0,0.08621256735206206
0725310706,6,2025,0,0.05346587929338237
0725370709,9,2025,0,0.01339464598825331
0825210408,8,2025,0,0.34939505052357406
