race_id,umaban,year,is_win,p_v18_no_sib
0825141007,7,2025,0,0.0063439346370215465
0325111106,6,2025,0,0.04725580478009227
0525221009,9,2025,0,0.004198523356738382
0825281110,10,2025,0,0.012910592668873766
0925411107,7,2025,0,0.002521101540718087
0825481107,7,2025,0,0.0019931903552880227
0625211102,2,2025,0,0.10760158722005013
0725261102,2,2025,0,0.007023745915710308
0225111106,6,2025,0,0.01846517007517211
0425240710,10,2025,0,0.013971603965415118
0925421110,10,2025,0,0.007565743697275285
0525541106,6,2025,0,0.06534697372195071
0925551116,16,2025,0,0.030208016315544785
0825121109,9,2025,0,0.035261396981978575
0125221110,10,2025,0,0.11194535191547891
0625491116,16,2025,1,0.01845500942833062
0925111006,6,2025,0,0.0015874755453327356
0925181108,8,2025,0,0.0025004547639550624
0825241102,2,2025,0,0.0007643890836655752
08253B1010,10,2025,0,0.0009575955201989874
1025120906,6,2025,0,0.013878071994480401
1025170602,2,2025,0,0.02148478124863168
0625111202,2,2025,0,0.013527479067937255
0625190805,5,2025,0,0.013587092479282406
0525140808,8,2025,0,0.0030569208242124716
0525181102,2,2025,0,0.017115329449310712
1025141015,15,2025,0,0.003863805427634696
0925271004,4,2025,0,0.0024161553896378473
0825270705,5,2025,0,0.005807900562292704
1025231208,8,2025,0,0.003764905053580154
1025281215,15,2025,0,0.006211229632086872
0625481012,12,2025,0,0.004075623156410258
0525521202,2,2025,0,0.0023272996190884894
0625180901,1,2025,0,0.028994302565566125
0625220903,3,2025,0,0.029754431399502967
0625361007,7,2025,0,0.017509739716099888
0525210901,1,2025,0,0.028808289089329357
0325241010,10,2025,0,0.018675830107540592
0625540904,4,2025,0,0.0027737665848320296
0825131114,14,2025,0,0.0025320942374555343
0725160908,8,2025,0,0.0015726120614015968
0925231206,6,2025,0,0.0016595858394118975
0525231203,3,2025,0,0.007047349493529764
0525281014,14,2025,0,0.01646226071169907
0525321214,14,2025,0,0.0019377753278526292
0325331006,6,2025,0,0.00483522786910354
0725121105,5,2025,0,0.002041244000023401
0825161105,5,2025,0,0.0012594848494749279
0925261011,11,2025,0,0.0033085234505624513
08253B0407,7,2025,0,0.05773045565218698
0625561105,5,2025,0,0.0007391724188861688
1025160402,2,2025,0,0.0036324447092667077
1025281206,6,2025,0,0.0032631578287969643
0425340107,7,2025,0,0.02014588809819184
0625221007,7,2025,0,0.0024441412994601003
0425131110,10,2025,0,0.003112396717716693
0625111111,11,2025,0,0.000585236864476968
0525120816,16,2025,0,0.0015595112917332489
0525160810,10,2025,0,0.0007715950292788133
0625231010,10,2025,0,0.00378650377725165
0925280407,7,2025,0,0.004859551010831608
0425160510,10,2025,0,0.027620362902021287
0825161102,2,2025,0,0.045069823708181626
0625311114,14,2025,0,0.016473409823698278
0325351112,12,2025,0,0.050051028185688476
0625161111,11,2025,0,0.008942521227539845
0425181116,16,2025,0,0.014101659129663378
1025130309,9,2025,0,0.0009404497493728571
0725130413,13,2025,0,0.007203916458094144
0725231209,9,2025,0,0.09019416749183125
0925250808,8,2025,0,0.013542189447371311
0325161211,11,2025,0,0.013061176782484923
1025220806,6,2025,0,0.00997230309638228
1025251205,5,2025,0,0.007051338974953232
1025280606,6,2025,0,0.02594302728915251
0425410814,14,2025,0,0.005846266400283407
0325340812,12,2025,0,0.010217637736417482
0725510201,1,2025,0,0.0039141058832892145
1025111001,1,2025,0,0.017451804973383847
0825171203,3,2025,0,0.024075233575042872
0925151207,7,2025,0,0.012228457729937633
0925361210,10,2025,0,0.007640239034234679
1025231004,4,2025,0,0.010435161208230476
0125111207,7,2025,0,0.010302262268811485
0125260911,11,2025,0,0.01831055688888413
0925461204,4,2025,0,0.005828460296599819
0925531012,12,2025,0,0.0026795874236218826
0925580811,11,2025,0,0.0028082699990841196
0625131003,3,2025,0,0.0006242159664721758
0625241207,7,2025,0,0.0015080107640912156
0625311212,12,2025,0,0.0018292674085480828
0525231210,10,2025,0,0.003424389918734267
0525281013,13,2025,0,0.0027511853334610025
0425270803,3,2025,0,0.002387784157220991
0425341004,4,2025,0,0.0011491572253238408
0625450905,5,2025,0,0.0019943456471995117
0925491209,9,2025,0,0.0017681897560439626
0725531011,11,2025,0,0.0006943537109801378
0925560803,3,2025,0,0.0015161357410073309
0525161002,2,2025,0,0.001581608335155907
0925271112,12,2025,0,0.005819558975502287
0725521106,6,2025,0,0.006384966305633511
1025120412,12,2025,0,0.09811956231717829
1025180402,2,2025,0,0.3236714501048547
0625330403,3,2025,0,0.2517458739573739
0425110111,11,2025,0,0.2465286613694838
05252B0411,11,2025,0,0.2931561284228215
0425230111,11,2025,0,0.3008166886284136
0425340111,11,2025,1,0.32481176276327317
0625510801,1,2025,0,0.026491629853020903
1025181115,15,2025,0,0.0014574369399270512
0625361101,1,2025,0,0.0017312189772856084
0625140911,11,2025,0,0.00014338907143576096
0525121208,8,2025,0,0.009861233654277405
0525160802,2,2025,0,0.0012953563158363962
0625161210,10,2025,0,0.0009994171710677544
0625350414,14,2025,0,0.007930712636079699
0425110404,4,2025,0,0.005512277817396852
08252C0402,2,2025,0,0.00410962671227553
0725410103,3,2025,0,0.006602532558490712
0725160704,4,2025,0,0.001007485050475828
1025150801,1,2025,0,0.0036718982939016706
0925110610,10,2025,0,0.000671825871635894
0925180810,10,2025,0,0.0011697795872225225
0325140806,6,2025,0,0.0024443598181255865
0525151005,5,2025,0,0.00012135911622828823
0825131212,12,2025,0,0.013886906381938752
0925130805,5,2025,0,0.013726362185679766
0925250806,6,2025,0,0.0014418912643070594
0625120814,14,2025,0,0.037438197952537965
0625270802,2,2025,0,0.0021170644404104326
0625350404,4,2025,0,0.007303731119164866
0725111107,7,2025,1,0.024485407873324042
0525141101,1,2025,0,0.062142622323177236
0525321111,11,2025,0,0.009812343602046336
0625211211,11,2025,0,0.00041808385801609207
0825480503,3,2025,0,0.009054304268776068
0625371212,12,2025,0,0.0029834547745588515
0525251206,6,2025,0,0.0025689111935495567
0625151008,8,2025,0,0.025862863476317405
0625211008,8,2025,0,0.004906684639944309
0925170908,8,2025,0,0.003984778817813363
08252C1207,7,2025,0,0.00039294052729992935
0925171009,9,2025,0,0.00034288955298085737
0625270808,8,2025,0,0.021086781253446995
0725111114,14,2025,0,0.016067858006910227
0525141102,2,2025,0,0.0026173112195351364
0625221107,7,2025,0,0.00832611745054346
0625331105,5,2025,0,0.02274100455712023
0525251113,13,2025,0,0.0003659529698023916
0525541108,8,2025,0,0.013489340331098812
0725161102,2,2025,0,0.002639644092184161
0925181011,11,2025,0,0.009775126942777025
0825211011,11,2025,0,0.006015286311460561
0825271011,11,2025,0,0.003439455138005589
0325221011,11,2025,0,0.008465153357518747
0625420112,12,2025,0,0.06447635576875693
0925490110,10,2025,1,0.2217507574374354
1025120309,9,2025,0,0.01425820586430624
1025150815,15,2025,0,0.0011471837844587494
1025190805,5,2025,0,0.000824263642736334
10251B1106,6,2025,0,0.0025367784205433254
0225110803,3,2025,0,0.0031708023422700707
0225140809,9,2025,0,0.003954166583488934
0225181206,6,2025,0,0.007007458638115795
02251B1210,10,2025,0,0.005361633634490992
0125120603,3,2025,0,0.004624651852111916
0125180915,15,2025,0,0.0014485780189019643
0125220704,4,2025,0,0.005672242736258001
0625451207,7,2025,0,0.0024221065712656197
0625470608,8,2025,0,0.0009950642433412553
0625510707,7,2025,0,0.0019486130522268616
0725560213,13,2025,0,0.0011387495987404716
0425170106,6,2025,0,0.0008441895315668648
1025121012,12,2025,0,0.0035158221911475974
0525150909,9,2025,0,0.0009302546593730449
0625230902,2,2025,0,0.003459502284670146
0625340903,3,2025,0,0.01127539417781194
0325141012,12,2025,0,0.002473696492860846
0325341008,8,2025,0,0.0024218931091964206
0825421110,10,2025,0,0.00022093938000594971
10251B0502,2,2025,0,0.05410379152156514
0725310901,1,2025,0,0.146962983011833
0825210403,3,2025,1,0.05139382098281609
08252C0411,11,2025,0,0.12162842733202647
0925460404,4,2025,0,0.07033501182981008
0825410807,7,2025,0,0.04864545134817328
0625191112,12,2025,0,0.006687749294546982
0625311101,1,2025,0,0.0038021802520294785
0825241101,1,2025,0,0.0005292774436215226
0125181114,14,2025,0,0.0031846799574144573
0325351113,13,2025,0,0.09259058976740375
0625581114,14,2025,0,0.003189191949192756
0625160401,1,2025,1,0.2814100104997661
0425170101,1,2025,1,0.20684124336729984
0425270901,1,2025,0,0.19816189471350323
0425130410,10,2025,0,0.02664209660993937
0625350410,10,2025,0,0.04988582122895557
0425170105,5,2025,0,0.01307846276877543
0325230110,10,2025,0,0.016559860271789795
0625471103,3,2025,0,0.038016814363772335
0625511107,7,2025,0,0.3312955659834865
0925261007,7,2025,0,0.009264668775515551
0425151116,16,2025,0,0.0012581725787096955
0925141103,3,2025,0,0.011969715775980104
0925221104,4,2025,0,0.006310244305014828
0425250710,10,2025,0,0.04917256776181398
0925491101,1,2025,0,0.02864234530627849
08253B1107,7,2025,0,0.009444251702069275
0625111113,13,2025,0,0.0012501685650298962
0825210404,4,2025,0,0.2418164485115819
1025250402,2,2025,0,0.2444834023330235
0525260702,2,2025,0,0.0019895859539297103
0725130804,4,2025,0,0.08750564175090074
1025130507,7,2025,0,0.1364216646417541
0425110408,8,2025,0,0.07905210720371564
0325230101,1,2025,0,0.32104322553298525
0725220802,2,2025,0,0.001543302208406264
0725250708,8,2025,0,0.00019193496260836853
0625191103,3,2025,0,0.0003297204091393143
1025171206,6,2025,0,0.005085863598523387
10251C1213,13,2025,0,0.005934181504961869
0725260914,14,2025,0,0.0021883565924024255
0525270810,10,2025,0,0.009875240637745312
0525311202,2,2025,0,0.002722222189027189
0125130805,5,2025,0,0.0037522611985873395
0525410805,5,2025,0,0.0014978737786972105
05254B0708,8,2025,0,0.0010814900952782717
0525580715,15,2025,0,0.0009455951909262936
0625181004,4,2025,0,0.0034535915940374275
0325161015,15,2025,0,0.0028332452638074397
0425151005,5,2025,0,0.0075258399346140965
0325250804,4,2025,0,0.008413398771654326
0525421213,13,2025,0,0.007264381606185814
0625551009,9,2025,0,0.0009303139161281175
0925111008,8,2025,0,0.006055369933959253
0825260913,13,2025,0,0.012189993539310178
0525490403,3,2025,1,0.10465119127742363
0925550402,2,2025,0,0.21787396767895292
0625160406,6,2025,0,0.04670066422459007
0425110104,4,2025,0,0.0033505399826901103
0725171103,3,2025,0,0.003164312465926032
0625170404,4,2025,0,0.07300517433439635
0625340407,7,2025,0,0.06680681993980628
0425140413,13,2025,0,0.005018616010871652
1025140406,6,2025,0,0.14036715646597878
1025260107,7,2025,0,0.0919892522555631
0725360109,9,2025,0,0.2352304802111294
1025110405,5,2025,0,0.13737111886100353
1025170408,8,2025,1,0.38533739709703574
0625270801,1,2025,0,0.0142080195789169
0325270107,7,2025,0,0.07926395772202642
0725350107,7,2025,0,0.045668610569716314
0625430402,2,2025,0,0.012934366502554877
0825380406,6,2025,0,0.05072515019830368
0625190811,11,2025,0,0.03205093963025833
0625371210,10,2025,0,0.009076049507194732
0525360905,5,2025,0,0.002797789790846606
0525411209,9,2025,0,0.003223302655654336
1025130501,1,2025,0,0.27657346343263617
0825210407,7,2025,0,0.039361548303935116
0525311105,5,2025,0,0.0006989225277821433
0325240105,5,2025,0,0.0017721116299266135
0725310908,8,2025,0,0.0014242960586232697
0925490103,3,2025,0,0.0054028258475646435
0525490413,13,2025,0,0.024477951915448607
0325360412,12,2025,0,0.03312100324759061
0725131106,6,2025,0,0.0011961740031787404
0525121103,3,2025,0,0.0006242582786844095
0825281002,2,2025,0,0.0007866204599151721
0825231209,9,2025,0,0.004783022336367148
0825251206,6,2025,0,0.0010004573425852234
0725141118,18,2025,0,0.004180029105997897
0625120807,7,2025,0,0.06993742628768232
1025170811,11,2025,0,0.03465177233220064
10251B0507,7,2025,0,0.06430566371759293
0625350411,11,2025,0,0.05283428305061359
0425110401,1,2025,0,0.040200192880717536
0425170103,3,2025,0,0.2838718794838737
0425230901,1,2025,0,0.37386380502073985
0425330102,2,2025,0,0.22328677822047974
0325350504,4,2025,1,0.14684190836831784
1025190507,7,2025,0,0.0037219170345276545
10251C0401,1,2025,0,0.0016783565295505792
1025180406,6,2025,0,0.03570138976532459
0525310910,10,2025,0,0.0008511623989369392
0725320108,8,2025,0,0.008832876132139856
0425280112,12,2025,0,0.014134900733161817
0725120710,10,2025,0,0.0022537227483653576
0725130803,3,2025,0,0.010990210964511036
10251B0504,4,2025,1,0.026517749676194923
0825210410,10,2025,0,0.030463842087793163
0425170107,7,2025,0,0.035162168810052956
0325270104,4,2025,0,0.05802172690117578
0825330411,11,2025,0,0.011905100220931783
0325350513,13,2025,0,0.02668272431946251
0725140406,6,2025,1,0.04335313629071569
1025130505,5,2025,0,0.028594568699159134
0425130406,6,2025,0,0.01696730696077621
08252C0405,5,2025,0,0.004731513557428937
0325230106,6,2025,0,0.0021057491700077415
0925121203,3,2025,0,0.0041443441001121585
0925251204,4,2025,0,0.0017668329754443727
0825261202,2,2025,0,0.0033672072815437394
0725330812,12,2025,0,0.0020165503564441674
0725511006,6,2025,0,0.0007344251642406694
0525181106,6,2025,0,0.009776779663045163
0825291104,4,2025,0,0.2293692417103683
0725521103,3,2025,0,0.03197659530821724
0925280404,4,2025,0,0.005354629587268138
0425180406,6,2025,0,0.0032249480592590686
0325320509,9,2025,0,0.014465937159912134
0325360404,4,2025,0,0.008562292336969623
0625540412,12,2025,0,0.004621532905811973
1025160403,3,2025,0,0.025902415065850528
10251C0409,9,2025,0,0.011161656076337997
0625340409,9,2025,1,0.0852022114677015
0425130409,9,2025,0,0.0603669630916405
0725350101,1,2025,0,0.020558978573251056
0425330104,4,2025,0,0.011195782444496902
0325350512,12,2025,0,0.010256498459831944
0925581112,12,2025,0,0.0059721209392789
0725141107,7,2025,0,0.002884716484692057
0625120911,11,2025,0,0.0011217765873759058
0625230903,3,2025,0,0.0005432985212424893
0925211203,3,2025,0,0.001786280808778477
0625331016,16,2025,0,0.0013783597468799561
0825220905,5,2025,0,0.0007353354695793337
0925360902,2,2025,0,0.0010030570022772675
1025241004,4,2025,0,0.0008825412919194643
0425210614,14,2025,0,0.0007036076709570703
0125221009,9,2025,0,0.0034545466091094493
0525571208,8,2025,0,0.0005344966137861099
0725541002,2,2025,0,0.0011187739901780108
0725161213,13,2025,0,0.0013902736949387838
0625360412,12,2025,0,0.00326930876140512
0425130109,9,2025,0,0.0019160399120837137
0725310107,7,2025,0,0.0011473812306202144
0725350603,3,2025,0,0.0013369535335649623
0525410909,9,2025,0,0.002743122642079593
0825351001,1,2025,0,0.002169144017475107
0625111108,8,2025,0,0.006720599594798146
10251A1114,14,2025,0,0.03373735613972632
0825221105,5,2025,0,0.035074299865733564
0925431106,6,2025,0,0.0037103494385458775
08253B1110,10,2025,1,0.010138842756397311
0725121002,2,2025,0,0.018377484077113142
0425161114,14,2025,0,0.00653754982187296
0725310704,4,2025,0,0.0023814684580074873
1025151218,18,2025,0,0.009074804575654304
0325111210,10,2025,0,0.00182218611709882
0725370612,12,2025,0,0.00409791626786397
0725431009,9,2025,0,0.0034046708304973352
0325271202,2,2025,0,0.00014223391723338394
0625160613,13,2025,0,0.0001010196201127236
0825130714,14,2025,0,0.00011596835632609252
0925120713,13,2025,0,0.0001313982308365413
0625221105,5,2025,0,0.005576008767407216
0625411114,14,2025,0,0.012338286995324006
0825351102,2,2025,0,0.010712821301674325
0325351102,2,2025,0,0.006858920402139123
0725170909,9,2025,0,0.0039034569191670134
1025171002,2,2025,0,0.004424465174025455
0925551007,7,2025,0,0.005136185596295342
0625221108,8,2025,0,0.07981205516381987
0525321113,13,2025,0,0.20420050352533736
0525461106,6,2025,0,0.09758778573781568
0825461117,17,2025,0,0.3733370760537135
0925231014,14,2025,0,0.003313061299991008
0725140915,15,2025,0,0.023923520468608038
0525110807,7,2025,0,0.05767211064127726
0525180708,8,2025,0,0.027880595436858807
0625221012,12,2025,0,0.0058958099779574434
0325311115,15,2025,0,0.0016233808773466762
0625520902,2,2025,0,0.0011085997135424617
1025111012,12,2025,0,0.005764356601904992
1025151111,11,2025,0,0.006356468726722468
0925170808,8,2025,0,0.022130629013836344
0925240708,8,2025,0,0.0007827329680237591
0825151106,6,2025,0,0.0022811754665060077
0925171010,10,2025,0,0.005440158668065072
0725160803,3,2025,0,0.008902717471799196
0825131214,14,2025,0,0.009294484592504568
0925110713,13,2025,0,0.010827341886016195
0425141214,14,2025,0,0.0023484865476213306
0425180803,3,2025,0,0.05865691118653231
0325340713,13,2025,1,0.005478816609143214
0625511215,15,2025,0,0.005379436303799271
0725151009,9,2025,0,0.002521915818705576
0725181114,14,2025,0,0.0013907005143974156
0825161005,5,2025,0,0.000679542697692144
0725121102,2,2025,0,0.0001751245349560725
1025141104,4,2025,1,0.01803565149680214
0625241007,7,2025,0,0.02277217168817635
0825261116,16,2025,0,0.03415809978406835
1025261102,2,2025,0,0.020497465896487363
0325341112,12,2025,0,0.01825088340215959
0625151002,2,2025,0,0.01695513612491843
0925141002,2,2025,0,0.02541974910542799
0925241202,2,2025,0,0.009584342905622663
0625120804,4,2025,0,0.038809558270513564
0625350403,3,2025,0,0.06344838631300764
08252C0404,4,2025,0,0.01335094487121617
0625571005,5,2025,0,0.001628508139958018
0625350401,1,2025,0,0.07759677257086761
0425130405,5,2025,0,0.028986177833735135
0525181104,4,2025,0,0.005496857655701718
0125151114,14,2025,0,0.020264374253714218
0725521101,1,2025,0,0.0002201383045516812
0925111105,5,2025,0,0.002482565280187903
0525241014,14,2025,0,0.007153433381086658
0525351104,4,2025,0,0.00011482874556593342
0725120916,16,2025,0,0.003614028634322684
0725181008,8,2025,0,0.005108611279297409
0925311005,5,2025,0,0.0037833897570857043
0925361211,11,2025,0,0.0025766479185609305
0725330604,4,2025,0,0.0027048262526275
0725421005,5,2025,0,0.0013342702974446167
0925461209,9,2025,0,0.0009257041346794905
0825371205,5,2025,0,0.000826333914404845
1025241002,2,2025,0,0.001251095502963798
1025271008,8,2025,0,0.003297306654369932
0825361005,5,2025,0,0.0015331558959780682
08253A0811,11,2025,0,0.004898094082742901
0825440701,1,2025,0,0.0022886694477677358
1025121008,8,2025,0,0.0014597223196149518
0625131001,1,2025,0,0.007875692181976831
0625181001,1,2025,0,0.0019237881673870127
0625211208,8,2025,0,0.002549907050144527
0625311203,3,2025,0,0.0020616012850076327
0425141004,4,2025,0,0.001958724473466638
0825120901,1,2025,0,0.0008596903778563589
0625191117,17,2025,0,0.0019903342780464624
08252A1109,9,2025,0,0.00032667454269417367
0225161102,2,2025,0,0.004789711497435467
0125181113,13,2025,0,0.0012996248136105738
0625141009,9,2025,0,0.034680173408646035
0625241016,16,2025,1,0.07926171728303869
0625321109,9,2025,0,0.02136081652119879
0925331111,11,2025,0,0.050605096464825645
0725431108,8,2025,0,0.03404713482114305
0725260702,2,2025,0,0.0032452277735029026
0325130707,7,2025,0,0.0008170250156064315
0425130707,7,2025,0,0.001774972681635066
0425170806,6,2025,0,0.0007033502014059123
0225111208,8,2025,0,0.0017476266129266291
0425250907,7,2025,0,0.00021974330136884728
0425410414,14,2025,0,0.0007170356169372458
0525550606,6,2025,0,0.0008094232522624439
0825111204,4,2025,0,0.0007783700108136393
0525161210,10,2025,0,0.0005332871074774133
0625120407,7,2025,0,0.00020034542511089667
0625161012,12,2025,0,0.003992897538210879
0625231011,11,2025,0,0.0036275946955863572
0625371012,12,2025,0,0.004390609854898425
05252C0901,1,2025,0,0.002284287242575204
0425230701,1,2025,0,0.00439306077055474
0525481001,1,2025,0,0.0039691476549211895
0625521008,8,2025,0,0.003464836600602275
0925351113,13,2025,0,0.0030344011679787706
02251B1104,4,2025,0,0.02579006570631608
0125151113,13,2025,0,0.006636201138483013
0625461101,1,2025,0,0.001263800635308287
0525141208,8,2025,0,0.002082389044513844
0425140702,2,2025,0,0.003065654875223227
0425181208,8,2025,0,0.016472327208687906
0525340808,8,2025,0,0.022807935140941715
0625151107,7,2025,0,0.021371561143728856
0525141110,10,2025,0,0.006981149492136498
0625331113,13,2025,0,0.009220812347026262
0225111116,16,2025,0,0.010309240614561864
0225151107,7,2025,0,0.02882185660100218
0125161109,9,2025,0,0.07975442146349306
0125221108,8,2025,0,0.012899105956923762
0525171113,13,2025,0,0.020802413026234007
0925261002,2,2025,0,0.05382909827601091
05252C1214,14,2025,0,0.035781642084592634
0425250711,11,2025,0,0.048704181352538053
0525451104,4,2025,0,0.015463097381108822
0625511109,9,2025,0,0.018728836597072664
0725110609,9,2025,0,0.0018571133550144734
0725190806,6,2025,0,0.004329426037737532
0625110415,15,2025,0,0.0022311930486049844
0325251205,5,2025,0,0.001010288582962154
0725131014,14,2025,0,0.00036616014045193706
0825171213,13,2025,0,0.0009178297591052804
0825110812,12,2025,0,0.010135558255383275
0925150708,8,2025,0,0.010728974577192045
0925170712,12,2025,1,0.023360543684662685
0925251208,8,2025,0,0.007680554130088006
0825261203,3,2025,0,0.0032961429613231046
1025221012,12,2025,0,0.004796601639487561
0925570804,4,2025,0,0.001940510752854988
1025161105,5,2025,0,0.014045703870384438
0325121109,9,2025,0,0.0266832942288998
