race_id,umaban,year,is_top3,p_v19_no_sib
1025280606,6,2025,0,0.2727631873423586
0425410814,14,2025,0,0.13304876256079928
0325340812,12,2025,0,0.10473499395005503
0725510201,1,2025,0,0.03862734061051672
1025111001,1,2025,0,0.21903960970027822
0825171203,3,2025,0,0.24379147042443552
0925151207,7,2025,0,0.18649592253200006
0925361210,10,2025,0,0.07800047417048477
1025231004,4,2025,0,0.11507643381786503
0125111207,7,2025,0,0.07247759801671987
0125260911,11,2025,0,0.11601653783490472
0925461204,4,2025,0,0.11809856329778812
0925531012,12,2025,0,0.09875390518451824
0925580811,11,2025,0,0.06660217760218727
0625131003,3,2025,0,0.04093406500148011
0625241207,7,2025,0,0.06601425006257051
0625311212,12,2025,0,0.035592468666642604
0525231210,10,2025,0,0.041602630120809635
0525281013,13,2025,0,0.05223587154031807
0425270803,3,2025,0,0.07022613578491321
0425341004,4,2025,0,0.04460357089141902
0625450905,5,2025,0,0.08384441412635188
0925491209,9,2025,0,0.058549181040487515
0725531011,11,2025,0,0.026166974013953584
0925560803,3,2025,0,0.04148106968584046
0525161002,2,2025,0,0.0044346942241694455
0925271112,12,2025,0,0.006936201658154385
0725521106,6,2025,0,0.053887673926943054
1025120412,12,2025,1,0.3699591571034589
1025180402,2,2025,1,0.8108979225395053
0625330403,3,2025,1,0.7004257771925988
0425110111,11,2025,1,0.6754650528044237
05252B0411,11,2025,1,0.7919383220584428
0425230111,11,2025,1,0.7507097734157784
0425340111,11,2025,1,0.7867397136805295
0625510801,1,2025,1,0.19605820230766838
1025181115,15,2025,0,0.03419700072048506
0625361101,1,2025,0,0.011480597999779173
0625140911,11,2025,0,0.004230470994145241
0525121208,8,2025,0,0.13345769858034573
0525160802,2,2025,0,0.0064033776904341205
0625161210,10,2025,0,0.008646752656715637
0625350414,14,2025,0,0.031140626188844805
0425110404,4,2025,0,0.02144100885451809
08252C0402,2,2025,0,0.023661150992721272
0725410103,3,2025,0,0.03172570967702006
0725160704,4,2025,0,0.03371247343719785
1025150801,1,2025,0,0.16221312901824186
0925110610,10,2025,0,0.020235984971603695
0925180810,10,2025,0,0.03780728701650061
0325140806,6,2025,0,0.10406798718979916
0525151005,5,2025,0,0.00044445044493948254
0825131212,12,2025,0,0.15254684473220906
0925130805,5,2025,0,0.16189327469227646
0925250806,6,2025,0,0.00880999060832291
0625120814,14,2025,0,0.1286937629806559
0625270802,2,2025,0,0.01920813794752407
0625350404,4,2025,0,0.048583820964516355
0725111107,7,2025,1,0.18384943904387008
0525141101,1,2025,0,0.2066904473342644
0525321111,11,2025,0,0.05579782289177964
0625211211,11,2025,0,0.005164662017120061
0825480503,3,2025,0,0.09568987783037461
0625371212,12,2025,0,0.029768689980821827
0525251206,6,2025,0,0.021788609057209193
0625151008,8,2025,0,0.11391819962053919
0625211008,8,2025,0,0.03921691623611611
0925170908,8,2025,0,0.05315458846553562
08252C1207,7,2025,0,0.006538943229138409
0925171009,9,2025,0,0.0009207762483535466
0625270808,8,2025,1,0.0778343874564958
0725111114,14,2025,0,0.09288983040134882
0525141102,2,2025,1,0.033863288818404017
0625221107,7,2025,0,0.056431291299232245
0625331105,5,2025,0,0.1649113742740247
0525251113,13,2025,0,0.0013504926058412118
0525541108,8,2025,0,0.0780669914946942
0725161102,2,2025,0,0.04065639270963632
0925181011,11,2025,0,0.06976070634848879
0825211011,11,2025,0,0.06926239000539385
0825271011,11,2025,0,0.037869366499160326
0325221011,11,2025,0,0.10690438010936641
0625420112,12,2025,0,0.22622855080572915
0925490110,10,2025,1,0.6368522441259348
1025120309,9,2025,0,0.1423557427471731
1025150815,15,2025,0,0.02100888975902237
1025190805,5,2025,0,0.015075913444986348
10251B1106,6,2025,0,0.02558160712832311
0225110803,3,2025,0,0.02124231586536815
0225140809,9,2025,0,0.05457018884125041
0225181206,6,2025,0,0.04537110987155931
02251B1210,10,2025,0,0.06112304606459148
0125120603,3,2025,0,0.08114819761617274
0125180915,15,2025,0,0.02519564293378636
0125220704,4,2025,0,0.07355664870684056
0625451207,7,2025,0,0.008996956373239422
0625470608,8,2025,0,0.01863010548101689
0625510707,7,2025,0,0.03315608976732974
0725560213,13,2025,0,0.03143932950203874
0425170106,6,2025,0,0.013237908988756424
1025121012,12,2025,0,0.0470718106662714
0525150909,9,2025,0,0.0116650915631875
0625230902,2,2025,0,0.062430269101095476
0625340903,3,2025,0,0.12772625275996072
0325141012,12,2025,0,0.038381792510167476
0325341008,8,2025,0,0.010219007079753002
0825421110,10,2025,0,0.0005174326650412291
10251B0502,2,2025,0,0.35793313713503166
0725310901,1,2025,0,0.41123454704393897
0825210403,3,2025,1,0.4151574046228888
08252C0411,11,2025,1,0.417336124868646
0925460404,4,2025,1,0.3613511585223478
0825410807,7,2025,0,0.3128693614321896
0625191112,12,2025,0,0.043739335936179194
0625311101,1,2025,0,0.06718712321593069
0825241101,1,2025,0,0.0037602984510204324
0125181114,14,2025,1,0.03068008620280194
0325351113,13,2025,0,0.16404551095683356
0625581114,14,2025,0,0.02563400338689464
0625160401,1,2025,1,0.35674927484691643
0425170101,1,2025,1,0.548449627389017
0425270901,1,2025,1,0.4111918642341354
0425130410,10,2025,0,0.09127623240732381
0625350410,10,2025,0,0.2290335806203771
0425170105,5,2025,0,0.1103192385466229
0325230110,10,2025,0,0.0689089525080258
0625471103,3,2025,0,0.28889277721899964
0625511107,7,2025,1,0.6300360983127492
0925261007,7,2025,0,0.0467303650591339
0425151116,16,2025,0,0.006017706473076673
0925141103,3,2025,0,0.1618320485542362
0925221104,4,2025,0,0.042119085986889154
0425250710,10,2025,1,0.2693425457685885
0925491101,1,2025,0,0.19265977237341017
08253B1107,7,2025,0,0.04621239840330479
0625111113,13,2025,0,0.006432255465174744
0825210404,4,2025,1,0.6833564466268905
1025250402,2,2025,1,0.8307277595178262
0525260702,2,2025,0,0.009704703718081041
0725130804,4,2025,0,0.4270749400596304
1025130507,7,2025,0,0.5376154976746368
0425110408,8,2025,0,0.36042258797356885
0325230101,1,2025,0,0.48060358652821444
0725220802,2,2025,0,0.03479818157004978
0725250708,8,2025,0,0.0031325455282057097
0625191103,3,2025,0,0.0025896529208482974
1025171206,6,2025,0,0.11411921238529202
10251C1213,13,2025,0,0.08347359475013388
0725260914,14,2025,0,0.018521670752936266
0525270810,10,2025,0,0.0565198651116752
0525311202,2,2025,0,0.013993732174471658
0125130805,5,2025,0,0.040263530394755886
0525410805,5,2025,0,0.01951656417330148
05254B0708,8,2025,0,0.009599880246706459
0525580715,15,2025,0,0.007295423363188987
0625181004,4,2025,0,0.0556950162780771
0325161015,15,2025,1,0.03119776824989449
0425151005,5,2025,0,0.0797636030991742
0325250804,4,2025,0,0.09425101140517667
0525421213,13,2025,0,0.0911335229652652
0625551009,9,2025,0,0.015815153279795904
0925111008,8,2025,0,0.05581110164275108
0825260913,13,2025,0,0.1103066500227735
0525490403,3,2025,1,0.3118940654758594
0925550402,2,2025,0,0.521200891696558
0625160406,6,2025,0,0.2077252675342542
0425110104,4,2025,0,0.01924420435804584
0725171103,3,2025,0,0.02711498779333595
0625170404,4,2025,0,0.3457006151486638
0625340407,7,2025,0,0.308062794620424
0425140413,13,2025,0,0.06579370395463076
1025140406,6,2025,0,0.389927703910211
1025260107,7,2025,1,0.44541147640365103
0725360109,9,2025,0,0.6754787170406342
1025110405,5,2025,1,0.5039847888140222
1025170408,8,2025,1,0.7904508030593624
0625270801,1,2025,0,0.12707335766267874
0325270107,7,2025,1,0.31017394001538967
0725350107,7,2025,0,0.3270250132275257
0625430402,2,2025,0,0.17271245288420237
0825380406,6,2025,0,0.15311048365805097
0625190811,11,2025,0,0.2247641957119559
0625371210,10,2025,0,0.058135364376846486
0525360905,5,2025,0,0.013831692623806745
0525411209,9,2025,0,0.020012428033922846
1025130501,1,2025,1,0.5481437920054102
0825210407,7,2025,0,0.14051909220000433
0525311105,5,2025,0,0.004536208216430625
0325240105,5,2025,0,0.011194929463801039
0725310908,8,2025,0,0.017580147009561727
0925490103,3,2025,1,0.1516606815058647
0525490413,13,2025,0,0.2518395373794402
0325360412,12,2025,0,0.13417288142951034
0725131106,6,2025,0,0.0300264007709812
0525121103,3,2025,0,0.007448709347070657
0825281002,2,2025,0,0.004519233733824328
0825231209,9,2025,0,0.033582236434535014
0825251206,6,2025,0,0.01084611715126539
0725141118,18,2025,0,0.06170052527703065
0625120807,7,2025,0,0.40094185012447847
1025170811,11,2025,0,0.22657862879954307
10251B0507,7,2025,0,0.3086081256803677
0625350411,11,2025,1,0.4710059547314653
0425110401,1,2025,1,0.2600631859986982
0425170103,3,2025,1,0.6249057249093896
0425230901,1,2025,1,0.7977392739456859
0425330102,2,2025,0,0.5901561898483328
0325350504,4,2025,1,0.5603871695832304
1025190507,7,2025,0,0.07477735606931112
10251C0401,1,2025,0,0.0066973529948577215
1025180406,6,2025,0,0.33609429344197395
0525310910,10,2025,0,0.007008358676400753
0725320108,8,2025,1,0.08873474923876878
0425280112,12,2025,0,0.10284243299068793
0725120710,10,2025,0,0.005199155764829204
0725130803,3,2025,0,0.14396521960186817
10251B0504,4,2025,1,0.17274840409293118
0825210410,10,2025,0,0.23271362413031493
0425170107,7,2025,0,0.2291496635664585
0325270104,4,2025,0,0.31202175052791864
0825330411,11,2025,0,0.2627621922059653
0325350513,13,2025,1,0.13372384743142685
0725140406,6,2025,1,0.2548446474585774
1025130505,5,2025,0,0.07534389690275001
0425130406,6,2025,0,0.11854547537286539
08252C0405,5,2025,0,0.04359707825843981
0325230106,6,2025,0,0.012188451134291517
0925121203,3,2025,0,0.0616462312829697
0925251204,4,2025,0,0.022476782884493562
0825261202,2,2025,0,0.026488612319641384
0725330812,12,2025,0,0.02081447312329742
0725511006,6,2025,0,0.016362637168351818
0525181106,6,2025,0,0.09227862075441273
0825291104,4,2025,0,0.6713181975226942
0725521103,3,2025,0,0.24301115454191816
0925280404,4,2025,0,0.05166126742550455
0425180406,6,2025,0,0.0653701546926263
0325320509,9,2025,0,0.19329516026772944
0325360404,4,2025,0,0.1259234699854845
0625540412,12,2025,0,0.10171906773701112
1025160403,3,2025,0,0.11666019560177272
10251C0409,9,2025,1,0.17286847994276458
0625340409,9,2025,1,0.31135438769680285
0425130409,9,2025,0,0.365595038608235
0725350101,1,2025,0,0.15856176165351923
0425330104,4,2025,0,0.08773167782557069
0325350512,12,2025,0,0.0555808214190923
0925581112,12,2025,0,0.023226678456895928
0725141107,7,2025,0,0.008309304510914224
0625120911,11,2025,0,0.012714676234528459
0625230903,3,2025,0,0.01476499235249044
0925211203,3,2025,0,0.020426431443493303
0625331016,16,2025,0,0.025433097779605934
0825220905,5,2025,0,0.014489322222299258
0925360902,2,2025,0,0.01683389098378694
1025241004,4,2025,1,0.01169565537381321
0425210614,14,2025,0,0.02048292641837392
0125221009,9,2025,0,0.029020398061625
0525571208,8,2025,0,0.006666244335160121
0725541002,2,2025,0,0.023015258439331925
0725161213,13,2025,0,0.0166208150735335
0625360412,12,2025,0,0.03841120477367053
0425130109,9,2025,0,0.032599868461523726
0725310107,7,2025,0,0.024279039313936344
0725350603,3,2025,0,0.01657255610077814
0525410909,9,2025,0,0.04237530475889732
0825351001,1,2025,0,0.039019449330806005
0625111108,8,2025,0,0.1363889479198324
10251A1114,14,2025,0,0.14570739527459609
0825221105,5,2025,0,0.3246102358059302
0925431106,6,2025,0,0.03328096957187542
08253B1110,10,2025,1,0.10562590538186359
0725121002,2,2025,0,0.0958714867402146
0425161114,14,2025,0,0.05384495264907458
0725310704,4,2025,0,0.033013451000033646
1025151218,18,2025,0,0.07701633403344983
0325111210,10,2025,0,0.006074526893799854
0725370612,12,2025,0,0.050638532700383196
0725431009,9,2025,1,0.06301621993221632
0325271202,2,2025,0,0.000690827501722026
0625160613,13,2025,0,0.0011297117041136223
0825130714,14,2025,0,0.0008625872147977669
0925120713,13,2025,0,0.0011833229085971872
0625221105,5,2025,0,0.1095484034546911
0625411114,14,2025,0,0.20947458312651152
0825351102,2,2025,0,0.05270849969228119
0325351102,2,2025,0,0.05976617821394871
0725170909,9,2025,0,0.05480241874008519
1025171002,2,2025,0,0.013274156988761929
0925551007,7,2025,0,0.04729798542400169
0625221108,8,2025,1,0.4557154955617667
0525321113,13,2025,1,0.6664846614456252
0525461106,6,2025,1,0.601725333992836
0825461117,17,2025,0,0.6420552591960181
0925231014,14,2025,0,0.019886748543390013
0725140915,15,2025,0,0.22464643440547477
0525110807,7,2025,1,0.35048742488934675
0525180708,8,2025,0,0.17272421293057286
0625221012,12,2025,0,0.0362571727129426
0325311115,15,2025,0,0.015783874003589944
0625520902,2,2025,0,0.012328005139331353
1025111012,12,2025,0,0.07414793695335933
1025151111,11,2025,0,0.0283357616753666
0925170808,8,2025,0,0.34330413812264876
0925240708,8,2025,0,0.006694097769651543
0825151106,6,2025,0,0.021636901117480754
0925171010,10,2025,0,0.040329422697820735
0725160803,3,2025,0,0.19709371245206367
0825131214,14,2025,0,0.0623693337880755
0925110713,13,2025,0,0.08324828042706252
0425141214,14,2025,1,0.033755390603303286
0425180803,3,2025,0,0.1881700422071033
0325340713,13,2025,1,0.0868794381181919
0625511215,15,2025,0,0.0560812915334609
0725151009,9,2025,0,0.014531240408703183
0725181114,14,2025,0,0.008513974724560704
0825161005,5,2025,0,0.004429293501798282
0725121102,2,2025,0,0.00042196783304382184
1025141104,4,2025,1,0.07185750752049153
0625241007,7,2025,0,0.1947789712062197
0825261116,16,2025,0,0.2430432108298058
1025261102,2,2025,0,0.10131776923605677
0325341112,12,2025,0,0.14415140482520317
0625151002,2,2025,0,0.1543980706680815
0925141002,2,2025,0,0.1852269541377177
0925241202,2,2025,0,0.0382444840237209
0625120804,4,2025,0,0.3415928444680979
0625350403,3,2025,0,0.3054551241034887
08252C0404,4,2025,0,0.10160588456388364
0625571005,5,2025,0,0.008300398955114354
0625350401,1,2025,0,0.21374760986064265
0425130405,5,2025,0,0.05212269427237824
0525181104,4,2025,0,0.021295661414296924
0125151114,14,2025,0,0.22166734153202908
0725521101,1,2025,0,0.0016821630051930567
0925111105,5,2025,0,0.009657078642263957
0525241014,14,2025,0,0.04406985784813355
0525351104,4,2025,0,0.000579436680075011
0725120916,16,2025,0,0.08083618419257614
0725181008,8,2025,0,0.08372176310693105
0925311005,5,2025,0,0.07894254101573332
0925361211,11,2025,0,0.024423127891349733
0725330604,4,2025,0,0.05169168046224753
0725421005,5,2025,0,0.048116393379971006
0925461209,9,2025,1,0.02598527390206278
0825371205,5,2025,0,0.01042289883444944
1025241002,2,2025,0,0.013653416712489446
1025271008,8,2025,0,0.051454916258120396
0825361005,5,2025,0,0.03255144308148989
08253A0811,11,2025,0,0.09134721103057282
0825440701,1,2025,0,0.05537192925862857
1025121008,8,2025,0,0.0094015791578409
0625131001,1,2025,0,0.10543831402146624
0625181001,1,2025,0,0.0192551834627037
0625211208,8,2025,0,0.04867133875410448
0625311203,3,2025,0,0.03229501075369611
0425141004,4,2025,0,0.02326521270659421
0825120901,1,2025,0,0.004720831292754982
0625191117,17,2025,0,0.005713106447079915
08252A1109,9,2025,0,0.0014608495512281325
0225161102,2,2025,0,0.026729175833800484
0125181113,13,2025,0,0.01681805985446726
0625141009,9,2025,0,0.3193123337010232
0625241016,16,2025,1,0.3702648999257257
0625321109,9,2025,0,0.16949328131062535
0925331111,11,2025,1,0.3478887025271382
0725431108,8,2025,0,0.20334148396469712
0725260702,2,2025,0,0.03323596780954425
0325130707,7,2025,0,0.003954136103012485
0425130707,7,2025,0,0.038332641866935246
0425170806,6,2025,0,0.03411684358185188
0225111208,8,2025,0,0.04634377121740708
0425250907,7,2025,0,0.0018001437261282584
0425410414,14,2025,0,0.01177396224333386
0525550606,6,2025,0,0.029541056337317174
0825111204,4,2025,0,0.013599258302511904
0525161210,10,2025,0,0.0028335903789328087
0625120407,7,2025,0,0.000923003231251781
0625161012,12,2025,0,0.06509145382245916
0625231011,11,2025,0,0.0570491558160756
0625371012,12,2025,0,0.03966311852020946
05252C0901,1,2025,0,0.027200336860443975
0425230701,1,2025,0,0.05482780264517242
0525481001,1,2025,0,0.05185953542051436
0625521008,8,2025,0,0.056728378688469194
0925351113,13,2025,0,0.014949653608418339
02251B1104,4,2025,0,0.13896215711104618
0125151113,13,2025,0,0.031888877964460875
0625461101,1,2025,0,0.011183057040382631
0525141208,8,2025,0,0.013763007330755734
0425140702,2,2025,1,0.01622123020179954
0425181208,8,2025,0,0.15299868351863283
0525340808,8,2025,1,0.09992522861380386
0625151107,7,2025,0,0.13007577696159714
0525141110,10,2025,0,0.059196826803752184
0625331113,13,2025,0,0.07930190204804767
0225111116,16,2025,0,0.08447195033667623
0225151107,7,2025,0,0.18557075259232067
0125161109,9,2025,0,0.19208076087164858
0125221108,8,2025,0,0.06802793026856427
0525171113,13,2025,0,0.17946078809308977
0925261002,2,2025,0,0.288283775662453
05252C1214,14,2025,0,0.15620951269256692
0425250711,11,2025,0,0.17903859708457867
0525451104,4,2025,0,0.08214909017050472
0625511109,9,2025,0,0.1634739799727006
0725110609,9,2025,0,0.026705363096322102
0725190806,6,2025,0,0.022282165922102696
0625110415,15,2025,0,0.04865179946716433
0325251205,5,2025,0,0.006768683053082732
0725131014,14,2025,0,0.013429909797815527
0825171213,13,2025,0,0.006259089614244682
0825110812,12,2025,0,0.14351777183146602
0925150708,8,2025,0,0.09687344374925454
0925170712,12,2025,1,0.1869931185713353
0925251208,8,2025,0,0.07484679155577247
0825261203,3,2025,0,0.05683897680925284
1025221012,12,2025,0,0.035060647215544
0925570804,4,2025,0,0.02688044413293882
1025161105,5,2025,1,0.13986873162709504
0325121109,9,2025,0,0.14140339869663604
02251A1112,12,2025,0,0.18584151221035708
08253B0406,6,2025,0,0.21881657132232274
0825470409,9,2025,0,0.42412591525744897
1025121107,7,2025,0,0.060208989179146036
0625271013,13,2025,0,0.00935378828272093
0625381205,5,2025,0,0.045861093033812625
1025231107,7,2025,0,0.07603979282663051
0725310706,6,2025,0,0.04934856897189066
0725370709,9,2025,0,0.01618047906775733
0825210408,8,2025,0,0.3302223111700799
