race_id,umaban,year,is_win,p_v18_sib_exp
0925111001,1,2025,0,0.0005681056293796961
1025181103,3,2025,0,0.14903772526545075
0925161108,8,2025,0,0.05212971544276325
0325161101,1,2025,0,0.051222245930092024
0725190705,5,2025,0,0.00029298876507865185
1025170809,9,2025,0,0.06907010138613356
0725130809,9,2025,0,0.09709087084396377
0425270911,11,2025,0,0.0026226032358856043
0425120710,10,2025,0,0.004222962990786653
0425171211,11,2025,0,0.004756620330212566
0325241206,6,2025,0,0.0006665350671027805
0625211113,13,2025,0,0.14961112271385066
0925270911,11,2025,0,0.0006526226563668835
0625191115,15,2025,0,0.003332303964105955
0825161108,8,2025,0,0.00523962733163208
0525251103,3,2025,0,0.004399954155617764
1025181108,8,2025,0,0.007788649716605131
0625361114,14,2025,0,0.01573649916695746
0825271104,4,2025,0,0.00464285656603743
0325251110,10,2025,0,0.0214666883939434
0625160408,8,2025,0,0.0557747564911752
0625230401,1,2025,0,0.03742232126874318
0825220403,3,2025,0,0.05144684482385747
0425160413,13,2025,0,0.01782405598333281
0625160402,2,2025,0,0.003850707748666365
1025150509,9,2025,0,0.001042202636057922
1025190503,3,2025,0,0.0020035875917691517
10251C0408,8,2025,0,0.026580777745804623
0425110103,3,2025,0,0.004504159330810052
0325340403,3,2025,0,0.010009895635135227
0925231202,2,2025,0,0.0011611508131967568
0925270913,13,2025,0,0.0004295000141407817
0625131008,8,2025,0,0.0010945196919412484
0725131109,9,2025,0,0.004536884861335486
0825141007,7,2025,0,0.006557629106127568
0325111106,6,2025,0,0.025284965617889933
0525221009,9,2025,0,0.005429864920127438
0825281110,10,2025,0,0.008265054357768047
0925411107,7,2025,0,0.0014292527837785683
0825481107,7,2025,0,0.0021398021176426097
0625211102,2,2025,0,0.04982172369322734
0725261102,2,2025,0,0.005051075500354209
0225111106,6,2025,0,0.015404319220661974
0425240710,10,2025,0,0.03509886012135208
0925421110,10,2025,0,0.0046632445749718405
0525541106,6,2025,0,0.05937185211368506
0925551116,16,2025,0,0.022263279953046555
0825121109,9,2025,0,0.023229866584594975
0125221110,10,2025,0,0.0958076838533937
0625491116,16,2025,1,0.03084226808040168
0925111006,6,2025,0,0.0035346953082165903
0925181108,8,2025,0,0.0011176128114385642
0825241102,2,2025,0,0.0011940973973405865
08253B1010,10,2025,0,0.000597383449891539
1025120906,6,2025,0,0.008689380375614513
1025170602,2,2025,0,0.013593374645637797
0625111202,2,2025,0,0.01221828146107332
0625190805,5,2025,0,0.010550736244738887
0525140808,8,2025,0,0.0038816246268236388
0525181102,2,2025,0,0.011751244176375407
1025141015,15,2025,0,0.0032481715605016206
0925271004,4,2025,0,0.0027004327603920605
0825270705,5,2025,0,0.004437908683822297
1025231208,8,2025,0,0.004831963696222328
1025281215,15,2025,0,0.0032782573024260726
0625481012,12,2025,0,0.004214473021573945
0525521202,2,2025,0,0.002928612167549646
0625180901,1,2025,0,0.04312197637498019
0625220903,3,2025,0,0.0239587683914948
0625361007,7,2025,0,0.02514411129106629
0525210901,1,2025,0,0.025233628163043437
0325241010,10,2025,0,0.029286394071768713
0625540904,4,2025,0,0.003752270466387308
0825131114,14,2025,0,0.001904597989487085
0725160908,8,2025,0,0.002966575628200148
0925231206,6,2025,0,0.0020206801333942717
0525231203,3,2025,0,0.0067406134403627084
0525281014,14,2025,0,0.010425234686462384
0525321214,14,2025,0,0.0014858743370376082
0325331006,6,2025,0,0.007871277884732223
0725121105,5,2025,0,0.0015128999898462792
0825161105,5,2025,0,0.0015946116952444652
0925261011,11,2025,0,0.003779773832838148
08253B0407,7,2025,0,0.08121173356028638
0625561105,5,2025,0,0.0007035653110584832
1025160402,2,2025,0,0.003915497080580929
1025281206,6,2025,0,0.0026710307692075315
0425340107,7,2025,0,0.008970253420044478
0625221007,7,2025,0,0.0019046756542482547
0425131110,10,2025,0,0.005282593040021001
0625111111,11,2025,0,0.0005405596533700048
0525120816,16,2025,0,0.002373717046511698
0525160810,10,2025,0,0.0010822410144603642
0625231010,10,2025,0,0.0023489042430344543
0925280407,7,2025,0,0.0036117815996570112
0425160510,10,2025,0,0.023553152592531483
0825161102,2,2025,0,0.026860808013795923
0625311114,14,2025,0,0.02238189031724911
0325351112,12,2025,0,0.03267873211620659
0625161111,11,2025,0,0.007510068995273656
0425181116,16,2025,0,0.010399423806085283
1025130309,9,2025,0,0.0009074064200288756
0725130413,13,2025,0,0.01284503782939095
0725231209,9,2025,0,0.11505245508522034
0925250808,8,2025,0,0.007063446123520843
0325161211,11,2025,0,0.023310626771128166
1025220806,6,2025,0,0.013977055780749828
1025251205,5,2025,0,0.0024599174843934818
1025280606,6,2025,0,0.021996851684614658
0425410814,14,2025,0,0.008199938089704668
0325340812,12,2025,0,0.009315942636578462
0725510201,1,2025,0,0.0038026817806919946
1025111001,1,2025,0,0.0359463983828892
0825171203,3,2025,0,0.02670953691831101
0925151207,7,2025,0,0.006878961705057804
0925361210,10,2025,0,0.00866573197259608
1025231004,4,2025,0,0.006056393473843424
0125111207,7,2025,0,0.006756014149115324
0125260911,11,2025,0,0.021142912082826124
0925461204,4,2025,0,0.005772333041904982
0925531012,12,2025,0,0.0034825704117978536
0925580811,11,2025,0,0.0022736376790927788
0625131003,3,2025,0,0.0009007648785921662
0625241207,7,2025,0,0.001979964227690114
0625311212,12,2025,0,0.0016072634506295485
0525231210,10,2025,0,0.002149083965436918
0525281013,13,2025,0,0.004032558537725132
0425270803,3,2025,0,0.0030198743858805286
0425341004,4,2025,0,0.0010663302985369175
0625450905,5,2025,0,0.0016708850116245561
0925491209,9,2025,0,0.004197062928901266
0725531011,11,2025,0,0.0011228586369503542
0925560803,3,2025,0,0.0015025013955362718
0525161002,2,2025,0,0.0005407766889363222
0925271112,12,2025,0,0.0034953614374346157
0725521106,6,2025,0,0.0033132803735194476
1025120412,12,2025,0,0.07319301377456337
1025180402,2,2025,0,0.3289322987371483
0625330403,3,2025,0,0.2964890183668276
0425110111,11,2025,0,0.2821600779959057
05252B0411,11,2025,0,0.40897175411526243
0425230111,11,2025,0,0.4463474546565016
0425340111,11,2025,1,0.32993796942674153
0625510801,1,2025,0,0.021744325845870514
1025181115,15,2025,0,0.0020144965155528454
0625361101,1,2025,0,0.0013570068300035104
0625140911,11,2025,0,0.00029560088233114584
0525121208,8,2025,0,0.006082527571678899
0525160802,2,2025,0,0.0008853727157437442
0625161210,10,2025,0,0.0003470580243377371
0625350414,14,2025,0,0.004137666907946984
0425110404,4,2025,0,0.007325637754927055
08252C0402,2,2025,0,0.006650298341860361
0725410103,3,2025,0,0.005969938312934274
0725160704,4,2025,0,0.0012434294702029672
1025150801,1,2025,0,0.007559221164476727
0925110610,10,2025,0,0.0009615865178874012
0925180810,10,2025,0,0.0013717731998828654
0325140806,6,2025,0,0.002126761805013718
0525151005,5,2025,0,0.0003336581814524353
0825131212,12,2025,0,0.01179459778709004
0925130805,5,2025,0,0.014861485261313997
0925250806,6,2025,0,0.0016857497457908532
0625120814,14,2025,0,0.020940581351281812
0625270802,2,2025,0,0.0015872103406560846
0625350404,4,2025,0,0.008631430282151579
0725111107,7,2025,1,0.0366271570535382
0525141101,1,2025,0,0.04383819012807185
0525321111,11,2025,0,0.020005966434328684
0625211211,11,2025,0,0.0005558443543618864
0825480503,3,2025,0,0.010435328918222757
0625371212,12,2025,0,0.002755563451596572
0525251206,6,2025,0,0.005058637056646635
0625151008,8,2025,0,0.01667403862618365
0625211008,8,2025,0,0.002842965001493229
0925170908,8,2025,0,0.0047097766026290636
08252C1207,7,2025,0,0.0008329867816712679
0925171009,9,2025,0,0.0004059695148854296
0625270808,8,2025,0,0.02044447401062421
0725111114,14,2025,0,0.00835043537485694
0525141102,2,2025,0,0.0018861319744458852
0625221107,7,2025,0,0.006380759193414073
0625331105,5,2025,0,0.01547172889593022
0525251113,13,2025,0,0.0001642964554664884
0525541108,8,2025,0,0.01315710478751114
0725161102,2,2025,0,0.002997227168329449
0925181011,11,2025,0,0.004252911980094914
0825211011,11,2025,0,0.007839399986185557
0825271011,11,2025,0,0.0014206217263448586
0325221011,11,2025,0,0.004075251832710694
0625420112,12,2025,0,0.03869269880728447
0925490110,10,2025,1,0.23497658984565356
1025120309,9,2025,0,0.01680486464213242
1025150815,15,2025,0,0.0009404384977378421
1025190805,5,2025,0,0.0014161868350288998
10251B1106,6,2025,0,0.0022767569259053958
0225110803,3,2025,0,0.002773854182630663
0225140809,9,2025,0,0.0071758631849423065
0225181206,6,2025,0,0.004666109595753923
02251B1210,10,2025,0,0.003987099148097366
0125120603,3,2025,0,0.004075167470936348
0125180915,15,2025,0,0.0021028124252058696
0125220704,4,2025,0,0.0032786986758127773
0625451207,7,2025,0,0.001390474701074143
0625470608,8,2025,0,0.0006749627220837965
0625510707,7,2025,0,0.0030768086421577197
0725560213,13,2025,0,0.001695141171827121
0425170106,6,2025,0,0.0009572107852708107
1025121012,12,2025,0,0.0009552488339149859
0525150909,9,2025,0,0.0008070093456386448
0625230902,2,2025,0,0.005045734923562967
0625340903,3,2025,0,0.009120877269041825
0325141012,12,2025,0,0.0039432493106685085
0325341008,8,2025,0,0.0018415507911488432
0825421110,10,2025,0,0.00012924164602165966
10251B0502,2,2025,0,0.05483221730555653
0725310901,1,2025,0,0.11385418366013669
0825210403,3,2025,1,0.04654011982067382
08252C0411,11,2025,0,0.11177240776967864
0925460404,4,2025,0,0.04070511387736997
0825410807,7,2025,0,0.05449016178275457
0625191112,12,2025,0,0.004913975142914933
0625311101,1,2025,0,0.0060252805149151375
0825241101,1,2025,0,0.0006303184878539435
0125181114,14,2025,0,0.004694268892437703
0325351113,13,2025,0,0.04677218046432518
0625581114,14,2025,0,0.0019467814084097627
0625160401,1,2025,1,0.28191705008248796
0425170101,1,2025,1,0.15149465937161966
0425270901,1,2025,0,0.17493396333971378
0425130410,10,2025,0,0.01396106529310257
0625350410,10,2025,0,0.03825845096935025
0425170105,5,2025,0,0.010270823942976444
0325230110,10,2025,0,0.01664573012631168
0625471103,3,2025,0,0.04204706185379387
0625511107,7,2025,0,0.3494083103854658
0925261007,7,2025,0,0.007129089546506504
0425151116,16,2025,0,0.0006980479493452529
0925141103,3,2025,0,0.027686517263494703
0925221104,4,2025,0,0.0027636920291115833
0425250710,10,2025,0,0.026938869658138777
0925491101,1,2025,0,0.017566619696224677
08253B1107,7,2025,0,0.008566871986597585
0625111113,13,2025,0,0.0009738090932014137
0825210404,4,2025,0,0.31525748615694077
1025250402,2,2025,0,0.2604369185464803
0525260702,2,2025,0,0.0010871223822909804
0725130804,4,2025,0,0.08686436111444715
1025130507,7,2025,0,0.10980533643916215
0425110408,8,2025,0,0.12649969672714695
0325230101,1,2025,0,0.20439327375097688
0725220802,2,2025,0,0.0018036568892586065
0725250708,8,2025,0,0.00022051128412609294
0625191103,3,2025,0,0.0004886277711314022
1025171206,6,2025,0,0.007119786768134507
10251C1213,13,2025,0,0.00959665985756621
0725260914,14,2025,0,0.0020315805703826025
0525270810,10,2025,0,0.010341647999228843
0525311202,2,2025,0,0.001840654135462735
0125130805,5,2025,0,0.0027617011788933794
0525410805,5,2025,0,0.0011227181343574809
05254B0708,8,2025,0,0.0005770035806513214
0525580715,15,2025,0,0.0007800836320969925
0625181004,4,2025,0,0.0026766390142184612
0325161015,15,2025,0,0.0026063683175965168
0425151005,5,2025,0,0.0075065652578954626
0325250804,4,2025,0,0.014574933273079384
0525421213,13,2025,0,0.00645719496822279
0625551009,9,2025,0,0.0013333457186930026
0925111008,8,2025,0,0.007084089049374488
0825260913,13,2025,0,0.01848061128097308
0525490403,3,2025,1,0.07170716255272667
0925550402,2,2025,0,0.2015964977281839
0625160406,6,2025,0,0.049855061335664405
0425110104,4,2025,0,0.002899335933346886
0725171103,3,2025,0,0.006695455321097491
0625170404,4,2025,0,0.05033945928392874
0625340407,7,2025,0,0.08557508379292418
0425140413,13,2025,0,0.006695898179028092
1025140406,6,2025,0,0.10422793144293246
1025260107,7,2025,0,0.07059600383028833
0725360109,9,2025,0,0.24655424433368295
1025110405,5,2025,0,0.09656878712727619
1025170408,8,2025,1,0.4916598059412296
0625270801,1,2025,0,0.016280132300405457
0325270107,7,2025,0,0.04130367210390748
0725350107,7,2025,0,0.054909186209689494
0625430402,2,2025,0,0.011743146106410507
0825380406,6,2025,0,0.024769105549332485
0625190811,11,2025,0,0.03180611040897096
0625371210,10,2025,0,0.012872159757810182
0525360905,5,2025,0,0.002045341407291569
0525411209,9,2025,0,0.0038153296281325895
1025130501,1,2025,0,0.2845261136538626
0825210407,7,2025,0,0.04087420876144428
0525311105,5,2025,0,0.0005947520373009738
0325240105,5,2025,0,0.0007255095808696039
0725310908,8,2025,0,0.0008753175335756421
0925490103,3,2025,0,0.005549250520780914
0525490413,13,2025,0,0.025674333316646942
0325360412,12,2025,0,0.015181101356752507
0725131106,6,2025,0,0.0012292673279306976
0525121103,3,2025,0,0.0005492602213713678
0825281002,2,2025,0,0.0005287284206792669
0825231209,9,2025,0,0.010021273522284914
0825251206,6,2025,0,0.0011127204701023659
0725141118,18,2025,0,0.005958910854726852
0625120807,7,2025,0,0.06555290397909333
1025170811,11,2025,0,0.030396963300902018
10251B0507,7,2025,0,0.04050051415934707
0625350411,11,2025,0,0.05753987777525174
0425110401,1,2025,0,0.03857570201709975
0425170103,3,2025,0,0.23502632468774987
0425230901,1,2025,0,0.3815703396056247
0425330102,2,2025,0,0.1834522233189935
0325350504,4,2025,1,0.14386850636150544
1025190507,7,2025,0,0.0029902667707867986
10251C0401,1,2025,0,0.0011977974384429846
1025180406,6,2025,0,0.040120339516671266
0525310910,10,2025,0,0.0003366651848102769
0725320108,8,2025,0,0.004277181650603055
0425280112,12,2025,0,0.019452003498441627
0725120710,10,2025,0,0.0011652901859171168
0725130803,3,2025,0,0.007512713884696113
10251B0504,4,2025,1,0.031088915473047585
0825210410,10,2025,0,0.023432580464017402
0425170107,7,2025,0,0.039045129753593165
0325270104,4,2025,0,0.04324013468034486
0825330411,11,2025,0,0.00999202141240917
0325350513,13,2025,0,0.019588144172383935
0725140406,6,2025,1,0.023128886453909044
1025130505,5,2025,0,0.01053976394329842
0425130406,6,2025,0,0.01570614193458528
08252C0405,5,2025,0,0.002649320034721771
0325230106,6,2025,0,0.002358494002351127
0925121203,3,2025,0,0.005416606137888186
0925251204,4,2025,0,0.0019283435053546964
0825261202,2,2025,0,0.00297884924352172
0725330812,12,2025,0,0.0012486679232110091
0725511006,6,2025,0,0.0011933214363830313
0525181106,6,2025,0,0.007887227035905773
0825291104,4,2025,0,0.18716367332682807
0725521103,3,2025,0,0.027260228044936115
0925280404,4,2025,0,0.009872263209625382
0425180406,6,2025,0,0.005992659061202043
0325320509,9,2025,0,0.0156383089065616
0325360404,4,2025,0,0.012845021147950605
0625540412,12,2025,0,0.004218269043421213
1025160403,3,2025,0,0.033106454115061384
10251C0409,9,2025,0,0.021597131880600143
0625340409,9,2025,1,0.08223949630798327
0425130409,9,2025,0,0.06229936065635807
0725350101,1,2025,0,0.030844980537658044
0425330104,4,2025,0,0.01611556633277894
0325350512,12,2025,0,0.007936528377874104
0925581112,12,2025,0,0.011795396127060834
0725141107,7,2025,0,0.0021115965270405044
0625120911,11,2025,0,0.0006592160370183961
0625230903,3,2025,0,0.0004148628242076854
0925211203,3,2025,0,0.0016085324322080165
0625331016,16,2025,0,0.0009426469065653453
0825220905,5,2025,0,0.0005563034787998599
0925360902,2,2025,0,0.0016941768873399317
1025241004,4,2025,0,0.0005793343888730527
0425210614,14,2025,0,0.0006607832941765813
0125221009,9,2025,0,0.0023294286826402895
0525571208,8,2025,0,0.0004581045917101379
0725541002,2,2025,0,0.0006293907645437928
0725161213,13,2025,0,0.0008266365780774667
0625360412,12,2025,0,0.0043324036647518615
0425130109,9,2025,0,0.0022344083351881986
0725310107,7,2025,0,0.001235241870621814
0725350603,3,2025,0,0.000796498474776757
0525410909,9,2025,0,0.004174311029146168
0825351001,1,2025,0,0.0016599631232998944
0625111108,8,2025,0,0.01089443606896354
10251A1114,14,2025,0,0.025897674402624988
0825221105,5,2025,0,0.02761015949617083
0925431106,6,2025,0,0.0037095058912468963
08253B1110,10,2025,1,0.008708968655773369
0725121002,2,2025,0,0.007486853230416626
0425161114,14,2025,0,0.0048730141804820505
0725310704,4,2025,0,0.0016546391424386673
1025151218,18,2025,0,0.00479442502183151
0325111210,10,2025,0,0.0011704850517263905
0725370612,12,2025,0,0.0029220347065535934
0725431009,9,2025,0,0.003154712051652912
0325271202,2,2025,0,0.00010379143139619604
0625160613,13,2025,0,0.00011546481397581022
0825130714,14,2025,0,0.00010639128080941918
0925120713,13,2025,0,7.227989861687731e-05
0625221105,5,2025,0,0.004945558725934115
0625411114,14,2025,0,0.01740267828221467
0825351102,2,2025,0,0.015064081037414582
0325351102,2,2025,0,0.003413763590531159
0725170909,9,2025,0,0.005237978063589134
1025171002,2,2025,0,0.002116044902893737
0925551007,7,2025,0,0.0074148429562734194
0625221108,8,2025,0,0.05356736162653859
0525321113,13,2025,0,0.15086875568872463
0525461106,6,2025,0,0.08767292227921013
0825461117,17,2025,0,0.3078947305478852
0925231014,14,2025,0,0.001853591555983826
0725140915,15,2025,0,0.02863471880123328
0525110807,7,2025,0,0.03335273780051479
0525180708,8,2025,0,0.01882624028634214
0625221012,12,2025,0,0.007523738197867331
0325311115,15,2025,0,0.0017861997347792717
0625520902,2,2025,0,0.0014274627578238015
1025111012,12,2025,0,0.005129537169318514
1025151111,11,2025,0,0.004551783643565385
0925170808,8,2025,0,0.02223854247485695
0925240708,8,2025,0,0.0010500374576557275
0825151106,6,2025,0,0.002247088934384613
0925171010,10,2025,0,0.009473671761189273
0725160803,3,2025,0,0.014183369169051276
0825131214,14,2025,0,0.006838048956532474
0925110713,13,2025,0,0.008324315522066835
0425141214,14,2025,0,0.003537202058049677
0425180803,3,2025,0,0.040749127862638075
0325340713,13,2025,1,0.005440343803338854
0625511215,15,2025,0,0.01097785858583862
0725151009,9,2025,0,0.002154074294620845
0725181114,14,2025,0,0.0013873486842940737
0825161005,5,2025,0,0.0005380808045939936
0725121102,2,2025,0,0.00018850180404474982
1025141104,4,2025,1,0.005190321048558752
0625241007,7,2025,0,0.025425467601061784
0825261116,16,2025,0,0.04397958852956321
1025261102,2,2025,0,0.013172099234971792
0325341112,12,2025,0,0.015985463163335305
0625151002,2,2025,0,0.02264876495367985
0925141002,2,2025,0,0.018034673902040388
0925241202,2,2025,0,0.0059642695738398996
0625120804,4,2025,0,0.046275053951141766
0625350403,3,2025,0,0.05187191017614756
08252C0404,4,2025,0,0.007359580049579442
0625571005,5,2025,0,0.0009757006176049818
0625350401,1,2025,0,0.07485370780947463
0425130405,5,2025,0,0.01570933942392215
0525181104,4,2025,0,0.004885172823787116
0125151114,14,2025,0,0.02471162363445903
0725521101,1,2025,0,0.00013095976756820145
0925111105,5,2025,0,0.0010997885978061366
0525241014,14,2025,0,0.004637515261968525
0525351104,4,2025,0,0.00011523175870481169
0725120916,16,2025,0,0.0020092093482790094
0725181008,8,2025,0,0.00502529146241794
0925311005,5,2025,0,0.0037169596811012355
0925361211,11,2025,0,0.0020845825291426123
0725330604,4,2025,0,0.001395293397274248
0725421005,5,2025,0,0.0029507729104699216
0925461209,9,2025,0,0.0012009260015663898
0825371205,5,2025,0,0.000541088812100589
1025241002,2,2025,0,0.0010593065499303856
1025271008,8,2025,0,0.004806083974319988
0825361005,5,2025,0,0.001545913766103678
08253A0811,11,2025,0,0.004530573327841331
0825440701,1,2025,0,0.0029452150205390494
1025121008,8,2025,0,0.0008183503306001557
0625131001,1,2025,0,0.005226504101034044
0625181001,1,2025,0,0.002566759546149351
0625211208,8,2025,0,0.003054856151787682
0625311203,3,2025,0,0.002783312693594761
0425141004,4,2025,0,0.0016089555240992232
0825120901,1,2025,0,0.00047790991943350334
0625191117,17,2025,0,0.0022995762119244704
08252A1109,9,2025,0,0.000157064798433946
0225161102,2,2025,0,0.004815588398639763
0125181113,13,2025,0,0.0015313255698776237
0625141009,9,2025,0,0.033024857546424466
0625241016,16,2025,1,0.082038210958684
0625321109,9,2025,0,0.01895545116738452
0925331111,11,2025,0,0.04308679047319355
0725431108,8,2025,0,0.03821548381372313
0725260702,2,2025,0,0.00229936749477899
0325130707,7,2025,0,0.00113693866881561
0425130707,7,2025,0,0.003031855775279053
0425170806,6,2025,0,0.0030688892453022186
0225111208,8,2025,0,0.0023948097281578096
0425250907,7,2025,0,0.00010271619880496417
0425410414,14,2025,0,0.0010512164116856426
0525550606,6,2025,0,0.0019650510905015865
0825111204,4,2025,0,0.000659598821413968
0525161210,10,2025,0,0.00036439842382730104
0625120407,7,2025,0,0.00028732487525386547
0625161012,12,2025,0,0.006370634812850752
0625231011,11,2025,0,0.003005646052848867
0625371012,12,2025,0,0.0029538049638066213
05252C0901,1,2025,0,0.00203656896805475
0425230701,1,2025,0,0.0033981689527821522
0525481001,1,2025,0,0.004370898937381285
0625521008,8,2025,0,0.0035386752464180177
0925351113,13,2025,0,0.003956421897344327
02251B1104,4,2025,0,0.014134744009285731
0125151113,13,2025,0,0.00567661779277383
0625461101,1,2025,0,0.0016842860567642135
0525141208,8,2025,0,0.0009305321377735385
0425140702,2,2025,0,0.0028213401883986516
0425181208,8,2025,0,0.009596267891473935
0525340808,8,2025,0,0.019061441706200843
0625151107,7,2025,0,0.024518572254696103
0525141110,10,2025,0,0.009633429033405465
0625331113,13,2025,0,0.011098601918945515
0225111116,16,2025,0,0.006144471782162313
0225151107,7,2025,0,0.03245098564120084
0125161109,9,2025,0,0.045465260592846626
0125221108,8,2025,0,0.008592192025602921
0525171113,13,2025,0,0.010926858533829449
0925261002,2,2025,0,0.06177757145914905
05252C1214,14,2025,0,0.01736034449142244
0425250711,11,2025,0,0.02053139939133998
0525451104,4,2025,0,0.01825045782451913
0625511109,9,2025,0,0.03275473477596315
0725110609,9,2025,0,0.002044910599575683
0725190806,6,2025,0,0.003309031051526424
0625110415,15,2025,0,0.0020695908080717675
0325251205,5,2025,0,0.0009393400140929689
0725131014,14,2025,0,0.0003387971495064885
0825171213,13,2025,0,0.000633169527671348
0825110812,12,2025,0,0.009543355076921604
0925150708,8,2025,0,0.009145065198391995
0925170712,12,2025,1,0.01617029488602182
0925251208,8,2025,0,0.015849871088499317
0825261203,3,2025,0,0.0052817738628370674
1025221012,12,2025,0,0.005199457220925273
0925570804,4,2025,0,0.003392137858116077
1025161105,5,2025,0,0.01742868990784822
0325121109,9,2025,0,0.03261196682804732
