race_id,umaban,year,is_top3,p_v19_sib_exp
1025170809,9,2025,1,0.17715037856440616
0725130809,9,2025,0,0.4042447720583594
0425270911,11,2025,0,0.017284087277854177
0425120710,10,2025,0,0.07718579022416051
0425171211,11,2025,0,0.05717859892822156
0325241206,6,2025,0,0.005936440088780546
0625211113,13,2025,0,0.2706474092678901
0925270911,11,2025,0,0.0022282836457813613
0625191115,15,2025,0,0.017571183188539834
0825161108,8,2025,0,0.04466784359002948
0525251103,3,2025,0,0.01619460144648269
1025181108,8,2025,0,0.08352500298086922
0625361114,14,2025,0,0.08383337443338607
0825271104,4,2025,0,0.0868343289775617
0325251110,10,2025,0,0.09653256614875858
0625160408,8,2025,0,0.3215377701037319
0625230401,1,2025,0,0.3293428095960138
0825220403,3,2025,0,0.33420725226678905
0425160413,13,2025,0,0.2191611753783851
0625160402,2,2025,0,0.055760948676031846
1025150509,9,2025,0,0.03621731058398329
1025190503,3,2025,1,0.027194531710334823
10251C0408,8,2025,0,0.12728037805668332
0425110103,3,2025,0,0.03635143960256324
0325340403,3,2025,0,0.07756991604879543
0925231202,2,2025,0,0.019080195091961027
0925270913,13,2025,0,0.0029281187881085085
0625131008,8,2025,0,0.016383443217243564
0725131109,9,2025,0,0.1239746041429115
0825141007,7,2025,0,0.07318922929326405
0325111106,6,2025,0,0.16876216334591776
0525221009,9,2025,0,0.06570299614441973
0825281110,10,2025,0,0.06656145000664417
0925411107,7,2025,0,0.023806916979999742
0825481107,7,2025,0,0.003941496723592953
0625211102,2,2025,1,0.4157924901554978
0725261102,2,2025,0,0.0598205513799524
0225111106,6,2025,0,0.12583529768884583
0425240710,10,2025,1,0.1076474201849335
0925421110,10,2025,0,0.07166967427179709
0525541106,6,2025,0,0.24269029954606666
0925551116,16,2025,0,0.2297541279458851
0825121109,9,2025,1,0.26439440722515245
0125221110,10,2025,0,0.5262744475682483
0625491116,16,2025,1,0.13445854184172384
0925111006,6,2025,0,0.042438933933356814
0925181108,8,2025,0,0.00843471989430861
0825241102,2,2025,0,0.013331444054496183
08253B1010,10,2025,0,0.011112585269279093
1025120906,6,2025,0,0.06880619711149787
1025170602,2,2025,0,0.26836802715942026
0625111202,2,2025,0,0.12696972560233247
0625190805,5,2025,1,0.08017103435658879
0525140808,8,2025,0,0.024547223790078176
0525181102,2,2025,0,0.09887918250292857
1025141015,15,2025,0,0.027766374726283516
0925271004,4,2025,0,0.02401756908808569
0825270705,5,2025,0,0.061078506796645636
1025231208,8,2025,1,0.04904278496659017
1025281215,15,2025,0,0.02931496142629688
0625481012,12,2025,0,0.043680286958524106
0525521202,2,2025,0,0.02168904284700358
0625180901,1,2025,0,0.25597348605367665
0625220903,3,2025,1,0.30287418586907217
0625361007,7,2025,1,0.26149293256011297
0525210901,1,2025,0,0.2450140316392537
0325241010,10,2025,0,0.18164553036123954
0625540904,4,2025,0,0.05694927784239965
0825131114,14,2025,0,0.017428193759717013
0725160908,8,2025,0,0.036934276350611715
0925231206,6,2025,0,0.012713794001235606
0525231203,3,2025,0,0.04279194160697628
0525281014,14,2025,0,0.1395426964199484
0525321214,14,2025,0,0.01993322535390418
0325331006,6,2025,0,0.07582134816373703
0725121105,5,2025,0,0.01946351492319668
0825161105,5,2025,0,0.0152640215082652
0925261011,11,2025,0,0.03802532467292809
08253B0407,7,2025,0,0.2892915922575279
0625561105,5,2025,0,0.006306141090810524
1025160402,2,2025,0,0.01948480261006697
1025281206,6,2025,0,0.03682344142135533
0425340107,7,2025,0,0.04193802851078903
0625221007,7,2025,0,0.02179386160706921
0425131110,10,2025,0,0.02069748105896574
0625111111,11,2025,0,0.002730181113076302
0525120816,16,2025,0,0.023851290043867112
0525160810,10,2025,0,0.004583200187750099
0625231010,10,2025,0,0.026006704783007623
0925280407,7,2025,0,0.04477925665494519
0425160510,10,2025,0,0.10284925399830257
0825161102,2,2025,0,0.2824399989820444
0625311114,14,2025,0,0.13395507860272812
0325351112,12,2025,0,0.28860942548128043
0625161111,11,2025,0,0.053082639679433934
0425181116,16,2025,0,0.03162144631483603
1025130309,9,2025,0,0.005387546970683347
0725130413,13,2025,0,0.07243383294618967
0725231209,9,2025,0,0.4713614693110566
0925250808,8,2025,0,0.051571633163019874
0325161211,11,2025,0,0.3310999812479653
1025220806,6,2025,0,0.18860006183670516
1025251205,5,2025,0,0.026947640870628495
1025280606,6,2025,0,0.23855455460001945
0425410814,14,2025,0,0.17741112364504483
0325340812,12,2025,0,0.10781382937986767
0725510201,1,2025,0,0.028440918946086247
1025111001,1,2025,0,0.1920246067100185
0825171203,3,2025,0,0.23575475728043754
0925151207,7,2025,0,0.21260911528314647
0925361210,10,2025,0,0.10905702868649375
1025231004,4,2025,0,0.10159312495941228
0125111207,7,2025,0,0.09464527344167253
0125260911,11,2025,0,0.1187436652997655
0925461204,4,2025,0,0.09063000161579955
0925531012,12,2025,0,0.07886035954205578
0925580811,11,2025,0,0.04499138380737498
0625131003,3,2025,0,0.05447137940600112
0625241207,7,2025,0,0.05017528425917549
0625311212,12,2025,0,0.03510745713063849
0525231210,10,2025,0,0.027107963416899448
0525281013,13,2025,0,0.049481620758007896
0425270803,3,2025,0,0.06818840919010738
0425341004,4,2025,0,0.05515675256731225
0625450905,5,2025,0,0.06437714759668654
0925491209,9,2025,0,0.05982031516258468
0725531011,11,2025,0,0.017075150908471275
0925560803,3,2025,0,0.05342309687917315
0525161002,2,2025,0,0.005615441935997774
0925271112,12,2025,0,0.005271201424127268
0725521106,6,2025,0,0.05940955331365372
1025120412,12,2025,1,0.3251365043260914
1025180402,2,2025,1,0.7871484583984389
0625330403,3,2025,1,0.7264442125397355
0425110111,11,2025,1,0.7055084322502395
05252B0411,11,2025,1,0.7168238640441777
0425230111,11,2025,1,0.7883739140221808
0425340111,11,2025,1,0.7852007589638461
0625510801,1,2025,1,0.2691256016070026
1025181115,15,2025,0,0.020652833662227317
0625361101,1,2025,0,0.012188640346290922
0625140911,11,2025,0,0.0028848590644548846
0525121208,8,2025,0,0.1602568904812626
0525160802,2,2025,0,0.00703262844225322
0625161210,10,2025,0,0.00860767436727558
0625350414,14,2025,0,0.03382288979917398
0425110404,4,2025,0,0.020646860862248807
08252C0402,2,2025,0,0.032671509870536984
0725410103,3,2025,0,0.028017137402570287
0725160704,4,2025,0,0.03581771568887933
1025150801,1,2025,0,0.1856428497145818
0925110610,10,2025,0,0.01376487328427108
0925180810,10,2025,0,0.03370795229020662
0325140806,6,2025,0,0.07436930879459991
0525151005,5,2025,0,0.0005310755754773105
0825131212,12,2025,0,0.19573888925081312
0925130805,5,2025,0,0.15955572452329567
0925250806,6,2025,0,0.007520126518682527
0625120814,14,2025,0,0.12679775646297517
0625270802,2,2025,0,0.022655045969563085
0625350404,4,2025,0,0.03306118606923091
0725111107,7,2025,1,0.2056414369509959
0525141101,1,2025,0,0.1890223346482818
0525321111,11,2025,0,0.08518144909960017
0625211211,11,2025,0,0.004823504172668706
0825480503,3,2025,0,0.07795242452009746
0625371212,12,2025,0,0.03395752146867839
0525251206,6,2025,0,0.014300521341633659
0625151008,8,2025,0,0.09317667034524908
0625211008,8,2025,0,0.05308731923017804
0925170908,8,2025,0,0.07027440258091677
08252C1207,7,2025,0,0.003902771419240452
0925171009,9,2025,0,0.001090091037022693
0625270808,8,2025,1,0.07557793968253647
0725111114,14,2025,0,0.06890467151566367
0525141102,2,2025,1,0.016500648543615964
0625221107,7,2025,0,0.05217170085488929
0625331105,5,2025,0,0.1623481396719447
0525251113,13,2025,0,0.0015803090246135922
0525541108,8,2025,0,0.07291689494212857
0725161102,2,2025,0,0.03944219195000681
0925181011,11,2025,0,0.0788942272790381
0825211011,11,2025,0,0.07285944305917076
0825271011,11,2025,0,0.025311393081810102
0325221011,11,2025,0,0.06712053355099983
0625420112,12,2025,0,0.2682317840353841
0925490110,10,2025,1,0.6832680452696432
1025120309,9,2025,0,0.13826047197924876
1025150815,15,2025,0,0.01597721393746435
1025190805,5,2025,0,0.015394469879159297
10251B1106,6,2025,0,0.029873601203414323
0225110803,3,2025,0,0.059744652901537416
0225140809,9,2025,0,0.048968819614325206
0225181206,6,2025,0,0.04377145346220903
02251B1210,10,2025,0,0.0854715077693105
0125120603,3,2025,0,0.05942478517521299
0125180915,15,2025,0,0.01758410438079528
0125220704,4,2025,0,0.05720315209270998
0625451207,7,2025,0,0.0162347957352786
0625470608,8,2025,0,0.020099743937266178
0625510707,7,2025,0,0.05790131551107727
0725560213,13,2025,0,0.031171415921786814
0425170106,6,2025,0,0.010614152873687608
1025121012,12,2025,0,0.03520245483318399
0525150909,9,2025,0,0.00814348521168186
0625230902,2,2025,0,0.055440873269506155
0625340903,3,2025,0,0.10135992224280092
0325141012,12,2025,0,0.03478229322047458
0325341008,8,2025,0,0.009548977060627796
0825421110,10,2025,0,0.0009136604271538651
10251B0502,2,2025,0,0.3112744070782447
0725310901,1,2025,0,0.45285838478534096
0825210403,3,2025,1,0.39917854075260834
08252C0411,11,2025,1,0.37799551061716724
0925460404,4,2025,1,0.2830460727013209
0825410807,7,2025,0,0.3827426856217671
0625191112,12,2025,0,0.03941247567701071
0625311101,1,2025,0,0.05217815452467441
0825241101,1,2025,0,0.004713519714937907
0125181114,14,2025,1,0.03544937146880052
0325351113,13,2025,0,0.18500088518910243
0625581114,14,2025,0,0.015683296369277303
0625160401,1,2025,1,0.5146545615864334
0425170101,1,2025,1,0.6066128473314686
0425270901,1,2025,1,0.44601406015782347
0425130410,10,2025,0,0.06490687668846112
0625350410,10,2025,0,0.18463645631438078
0425170105,5,2025,0,0.10064205425555457
0325230110,10,2025,0,0.06845608212903141
0625471103,3,2025,0,0.23045412124104114
0625511107,7,2025,1,0.6123110112496947
0925261007,7,2025,0,0.0629170636007534
0425151116,16,2025,0,0.005260838514809046
0925141103,3,2025,0,0.17142614480562132
0925221104,4,2025,0,0.04072380773283871
0425250710,10,2025,1,0.20536590456325152
0925491101,1,2025,0,0.15043801955329317
08253B1107,7,2025,0,0.05108721220761135
0625111113,13,2025,0,0.0033705349371675984
0825210404,4,2025,1,0.7130119322577332
1025250402,2,2025,1,0.7743676988863958
0525260702,2,2025,0,0.009429297928764372
0725130804,4,2025,0,0.4348056195618121
1025130507,7,2025,0,0.48771732106781646
0425110408,8,2025,0,0.354596286732751
0325230101,1,2025,0,0.5233548570084288
0725220802,2,2025,0,0.03616685574356468
0725250708,8,2025,0,0.004124532042820557
0625191103,3,2025,0,0.0036064662391204027
1025171206,6,2025,0,0.1457820712191096
10251C1213,13,2025,0,0.07305217158183301
0725260914,14,2025,0,0.024218279104289336
0525270810,10,2025,0,0.06710813208649119
0525311202,2,2025,0,0.01034229606693853
0125130805,5,2025,0,0.039000507270132365
0525410805,5,2025,0,0.020326085134725003
05254B0708,8,2025,0,0.006390255936274388
0525580715,15,2025,0,0.005700717929567982
0625181004,4,2025,0,0.0570113332196532
0325161015,15,2025,1,0.043496367204767045
0425151005,5,2025,0,0.06613544575650009
0325250804,4,2025,0,0.1558055589330715
0525421213,13,2025,0,0.10652649278945785
0625551009,9,2025,0,0.017643652794377098
0925111008,8,2025,0,0.0629972944773082
0825260913,13,2025,0,0.09301884506383076
0525490403,3,2025,1,0.3607003529454641
0925550402,2,2025,0,0.5139381272869941
0625160406,6,2025,0,0.1427521967111933
0425110104,4,2025,0,0.017850281056138607
0725171103,3,2025,0,0.022316937902597304
0625170404,4,2025,0,0.38137813775695595
0625340407,7,2025,0,0.306070727241637
0425140413,13,2025,0,0.06583627910583234
1025140406,6,2025,0,0.3651861449375137
1025260107,7,2025,1,0.43593860758135605
0725360109,9,2025,0,0.6146209964711773
1025110405,5,2025,1,0.5193825365874573
1025170408,8,2025,1,0.7817625402444786
0625270801,1,2025,0,0.12405337129789408
0325270107,7,2025,1,0.41902820530973783
0725350107,7,2025,0,0.3392652500868999
0625430402,2,2025,0,0.203631553759897
0825380406,6,2025,0,0.16791771087900748
0625190811,11,2025,0,0.1918350254987926
0625371210,10,2025,0,0.06900878978111036
0525360905,5,2025,0,0.011994594382113635
0525411209,9,2025,0,0.02495912545021289
1025130501,1,2025,1,0.6757735910814379
0825210407,7,2025,0,0.19718625335801146
0525311105,5,2025,0,0.0039657651465191245
0325240105,5,2025,0,0.009957941847018974
0725310908,8,2025,0,0.020422112310279475
0925490103,3,2025,1,0.10604705874338712
0525490413,13,2025,0,0.20798251018216443
0325360412,12,2025,0,0.14896861006232187
0725131106,6,2025,0,0.025973413614907313
0525121103,3,2025,0,0.005389628631341337
0825281002,2,2025,0,0.0035008335511270707
0825231209,9,2025,0,0.026158858032459265
0825251206,6,2025,0,0.006556338203439969
0725141118,18,2025,0,0.03320491324963164
0625120807,7,2025,0,0.342915155973927
1025170811,11,2025,0,0.215831140193026
10251B0507,7,2025,0,0.3293384724502453
0625350411,11,2025,1,0.4659136601131281
0425110401,1,2025,1,0.21855498839571352
0425170103,3,2025,1,0.6056850856468823
0425230901,1,2025,1,0.7035953765583334
0425330102,2,2025,0,0.6437671674589653
0325350504,4,2025,1,0.44536549937983344
1025190507,7,2025,0,0.05347145990019612
10251C0401,1,2025,0,0.01054653805365581
1025180406,6,2025,0,0.34965771490471126
0525310910,10,2025,0,0.005906863351195454
0725320108,8,2025,1,0.09559017728028679
0425280112,12,2025,0,0.09726661997588584
0725120710,10,2025,0,0.010980550780644104
0725130803,3,2025,0,0.08482686291208053
10251B0504,4,2025,1,0.1810075557030152
0825210410,10,2025,0,0.22932845255763018
0425170107,7,2025,0,0.2809448116027368
0325270104,4,2025,0,0.31585033604320334
0825330411,11,2025,0,0.1608261007730011
0325350513,13,2025,1,0.1590113132818947
0725140406,6,2025,1,0.2910591310704708
1025130505,5,2025,0,0.09262660245972422
0425130406,6,2025,0,0.16219485152390614
08252C0405,5,2025,0,0.05563427839343105
0325230106,6,2025,0,0.012212895127602902
0925121203,3,2025,0,0.04241413328207414
0925251204,4,2025,0,0.01923559814178335
0825261202,2,2025,0,0.02960899319180985
0725330812,12,2025,0,0.02289797520652394
0725511006,6,2025,0,0.01209440715194896
0525181106,6,2025,0,0.12346759663121795
0825291104,4,2025,0,0.6807797453720709
0725521103,3,2025,0,0.22653129547399073
0925280404,4,2025,0,0.05891230042635939
0425180406,6,2025,0,0.06590123141844635
0325320509,9,2025,0,0.1924716121154608
0325360404,4,2025,0,0.08459375254683396
0625540412,12,2025,0,0.10147334983708503
1025160403,3,2025,0,0.14277444042395662
10251C0409,9,2025,1,0.15145463024643774
0625340409,9,2025,1,0.3997745869488007
0425130409,9,2025,0,0.31997839764185065
0725350101,1,2025,0,0.20684882691657164
0425330104,4,2025,0,0.13324081211315458
0325350512,12,2025,0,0.06840116426926893
0925581112,12,2025,0,0.022375595897025608
0725141107,7,2025,0,0.0070581552830940785
0625120911,11,2025,0,0.00966695621444944
0625230903,3,2025,0,0.0113678130561175
0925211203,3,2025,0,0.02936144749713238
0625331016,16,2025,0,0.020267778741298793
0825220905,5,2025,0,0.012439782972228022
0925360902,2,2025,0,0.009508854004959622
1025241004,4,2025,1,0.007875144095815035
0425210614,14,2025,0,0.025354223912746575
0125221009,9,2025,0,0.03722031913489614
0525571208,8,2025,0,0.007553370442418283
0725541002,2,2025,0,0.023972097900623927
0725161213,13,2025,0,0.014900850725911484
0625360412,12,2025,0,0.05520302387610781
0425130109,9,2025,0,0.03719500433675065
0725310107,7,2025,0,0.02451438710250777
0725350603,3,2025,0,0.01434108133387898
0525410909,9,2025,0,0.03229540895974379
0825351001,1,2025,0,0.03293007528151989
0625111108,8,2025,0,0.17017252152841156
10251A1114,14,2025,0,0.14449861848070808
0825221105,5,2025,0,0.2825203675924577
0925431106,6,2025,0,0.041492069897855255
08253B1110,10,2025,1,0.10213201943263936
0725121002,2,2025,0,0.09060854978254074
0425161114,14,2025,0,0.03584213569431912
0725310704,4,2025,0,0.03317371129920767
1025151218,18,2025,0,0.10574884242927678
0325111210,10,2025,0,0.005137149430602171
0725370612,12,2025,0,0.05065480383396943
0725431009,9,2025,1,0.03962954448506502
0325271202,2,2025,0,0.000862915108217542
0625160613,13,2025,0,0.002784207979955845
0825130714,14,2025,0,0.0013854056816956753
0925120713,13,2025,0,0.001050901780939178
0625221105,5,2025,0,0.061234837948007936
0625411114,14,2025,0,0.19103611804744808
0825351102,2,2025,0,0.06027168869027841
0325351102,2,2025,0,0.039628980253312726
0725170909,9,2025,0,0.042682503861260476
1025171002,2,2025,0,0.01797871263150804
0925551007,7,2025,0,0.06016531115066069
0625221108,8,2025,1,0.42283037994671374
0525321113,13,2025,1,0.6895709264399229
0525461106,6,2025,1,0.4339895328610484
0825461117,17,2025,0,0.732087478236575
0925231014,14,2025,0,0.024414266159610908
0725140915,15,2025,0,0.2650971966263484
0525110807,7,2025,1,0.34654711575626573
0525180708,8,2025,0,0.1459415442164829
0625221012,12,2025,0,0.04507903802322124
0325311115,15,2025,0,0.0194440565367869
0625520902,2,2025,0,0.01373794240883759
1025111012,12,2025,0,0.07832507436381644
1025151111,11,2025,0,0.04787075938471125
0925170808,8,2025,0,0.2805857164958617
0925240708,8,2025,0,0.008196649445896409
0825151106,6,2025,0,0.020709813969822643
0925171010,10,2025,0,0.02431208772156292
0725160803,3,2025,0,0.1651933003029697
0825131214,14,2025,0,0.06870035873329351
0925110713,13,2025,0,0.11299849390028184
0425141214,14,2025,1,0.043755614625180926
0425180803,3,2025,0,0.26013801934278397
0325340713,13,2025,1,0.07456266996362312
0625511215,15,2025,0,0.08769938146704877
0725151009,9,2025,0,0.02323728817863982
0725181114,14,2025,0,0.010826826674913486
0825161005,5,2025,0,0.005052669452680506
0725121102,2,2025,0,0.0003570940015540843
1025141104,4,2025,1,0.09764968024722749
0625241007,7,2025,0,0.1447325223430998
0825261116,16,2025,0,0.2813733953228417
1025261102,2,2025,0,0.1592041191531184
0325341112,12,2025,0,0.11432614926022894
0625151002,2,2025,0,0.14353534156443143
0925141002,2,2025,0,0.15018619775434827
0925241202,2,2025,0,0.031618758336854236
0625120804,4,2025,0,0.34173270367580166
0625350403,3,2025,0,0.2955907547800113
08252C0404,4,2025,0,0.15411286577360295
0625571005,5,2025,0,0.010133138107019254
0625350401,1,2025,0,0.21261728228617904
0425130405,5,2025,0,0.06114612493549001
0525181104,4,2025,0,0.024507686673664444
0125151114,14,2025,0,0.1797649241861762
0725521101,1,2025,0,0.00285712259016735
0925111105,5,2025,0,0.00701339991351729
0525241014,14,2025,0,0.0534785386510159
0525351104,4,2025,0,0.0006639660437931567
0725120916,16,2025,0,0.050574522475937356
0725181008,8,2025,0,0.058839565801600685
0925311005,5,2025,0,0.05345200387362084
0925361211,11,2025,0,0.0429556720400477
0725330604,4,2025,0,0.06137682730038824
0725421005,5,2025,0,0.05417103619462864
0925461209,9,2025,1,0.033075559260213924
0825371205,5,2025,0,0.009565070852916614
1025241002,2,2025,0,0.01659923008977412
1025271008,8,2025,0,0.0433533220957685
0825361005,5,2025,0,0.032011247944816065
08253A0811,11,2025,0,0.11903034873653341
0825440701,1,2025,0,0.059667529591024095
1025121008,8,2025,0,0.0071742494554937015
0625131001,1,2025,0,0.09832094851633484
0625181001,1,2025,0,0.026000861969504584
0625211208,8,2025,0,0.036614268716717746
0625311203,3,2025,0,0.045217759107911946
0425141004,4,2025,0,0.023033257576371962
0825120901,1,2025,0,0.005257484372117442
0625191117,17,2025,0,0.010377610517005992
08252A1109,9,2025,0,0.001571236564718126
0225161102,2,2025,0,0.027065403120058906
0125181113,13,2025,0,0.01731958601635544
0625141009,9,2025,0,0.3172539756942823
0625241016,16,2025,1,0.2809106521352458
0625321109,9,2025,0,0.18653883925654086
0925331111,11,2025,1,0.36085001503092645
0725431108,8,2025,0,0.2641813152716976
0725260702,2,2025,0,0.02481309098672599
0325130707,7,2025,0,0.004282855572102857
0425130707,7,2025,0,0.03625649381270482
0425170806,6,2025,0,0.03326837360605067
0225111208,8,2025,0,0.028466425345547747
0425250907,7,2025,0,0.002192932507760653
0425410414,14,2025,0,0.00877119147679228
0525550606,6,2025,0,0.020912321516489193
0825111204,4,2025,0,0.009414310277262567
0525161210,10,2025,0,0.003402005156946068
0625120407,7,2025,0,0.0017537970534506663
0625161012,12,2025,0,0.04615590296216625
0625231011,11,2025,0,0.07279369074547906
0625371012,12,2025,0,0.0335153335654016
05252C0901,1,2025,0,0.03412476968916811
0425230701,1,2025,0,0.07098552775276389
0525481001,1,2025,0,0.09886061902722708
0625521008,8,2025,0,0.052127266155605104
0925351113,13,2025,0,0.029641395472943793
02251B1104,4,2025,0,0.15706085162609273
0125151113,13,2025,0,0.053178770975320734
0625461101,1,2025,0,0.004056169525627268
0525141208,8,2025,0,0.013344992298652521
0425140702,2,2025,1,0.03286818137171115
0425181208,8,2025,0,0.16143866811288168
0525340808,8,2025,1,0.12102890297709468
0625151107,7,2025,0,0.11636995290067557
0525141110,10,2025,0,0.05998686478789234
0625331113,13,2025,0,0.09210565326472148
0225111116,16,2025,0,0.0899111262801714
0225151107,7,2025,0,0.210943946782883
0125161109,9,2025,0,0.20728485643373415
0125221108,8,2025,0,0.07673812656602974
0525171113,13,2025,0,0.14365865200088074
0925261002,2,2025,0,0.3962566765067972
05252C1214,14,2025,0,0.17523937964122616
0425250711,11,2025,0,0.16676336699909552
0525451104,4,2025,0,0.08554295031190705
0625511109,9,2025,0,0.21424008197245037
0725110609,9,2025,0,0.015159320823324829
0725190806,6,2025,0,0.02490771393817591
0625110415,15,2025,0,0.036689302495924406
0325251205,5,2025,0,0.003643331603403283
0725131014,14,2025,0,0.011791992059795623
0825171213,13,2025,0,0.010986963298633686
0825110812,12,2025,0,0.1731098100543439
0925150708,8,2025,0,0.06761097155528308
0925170712,12,2025,1,0.1328976345936688
0925251208,8,2025,0,0.10249914523726732
0825261203,3,2025,0,0.04538279237880302
1025221012,12,2025,0,0.04112900527154671
0925570804,4,2025,0,0.030508284116206066
1025161105,5,2025,1,0.11066874761167077
0325121109,9,2025,0,0.13093524668626186
02251A1112,12,2025,0,0.17383254165680723
08253B0406,6,2025,0,0.3011828754942539
0825470409,9,2025,0,0.3711323922617193
1025121107,7,2025,0,0.06212808465346447
0625271013,13,2025,0,0.006067701324931954
0625381205,5,2025,0,0.056126644371817004
1025231107,7,2025,0,0.07807477813718973
0725310706,6,2025,0,0.050535160570529175
0725370709,9,2025,0,0.01330955784160203
0825210408,8,2025,0,0.33135077564625154
